,CL1R,CL7R,CT2BIN,CL2R,MOD,DEMOC,CL5R,COLGRD,FEMALE,CON,SOMCOL,WWWWHITE,CL9R,INDEP,REPUB,AGE65PLM,CL8R,BABS,CD4A_A,COMHS,AGE4049M,WWWBLACK,PTYID3,W12EDUC3,CD8,W2TOTCL,VPROUD,LIB,AGE5059M,AGE3039,STRATA,IDEO3,ADVDEG,W1TRUAM2,DOG4R,CT1A,WWWHOMLN,COMPLET2,CD7_A,SEC8,CENSDIV,PROUD,F2,INCA,GT2,FIP1,EDUCAT4,CL2,CL7,W2CIVLIB,AGE6064M,CL10R,AGE1829,CL4A,FIP2,INCOME,CL5,WWWEDU3,CL6B,WWWAGEC1,X1,CD5A,WWWEDU5,P17_A,CL9,MEANFR,W1STATE,WWWHISP,CL1,LOPROU,W2SECURE,SEC4,B1,CD6,CL8,RAC3,W12RACE4,WWWRACE3,WWWAGE,CLPROP,WWWRACE4,POLINT,NEWRACE,MNDOG,V1_B,B2,LTHS,FIPCOM,IWER3,DOG2R,WWWBRNUS,DOG5R,DOG6R,DOG3R,RI2_A,DOG1R,DG2,P1,DG3,CL10,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
3168,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,-0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.41935483870967727,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,0.3333333333333335,0.1428571428571428,0.1428571428571428,0.4545454545454546,-1.0,1.0,-1.0,0.0,-1.0,0.75,0.33333333333333326,0.0,-1.0,0.33333333333333326,-0.9795918367346939,1.0,0.0,0.7142857142857144,-0.9999999999999999,-0.7333333333333333,0.709090909090909,-1,-0.9999999999999999,-1.0,-0.2727272727272727,-0.75,-1.0,0.33333333333333326,0.1428571428571428,-1.0,-0.9999999999999999,-1,2.220446049250313e-16,0.5,-0.9999999999999999,-0.33333333333333326,-1.0,0.5,-1.0,-0.9999999999999999,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.25,-0.9999999999999999,0.5,-0.9999999999999999,-1.0,-0.75,0.33333333333333326,1,0,0,1,1,1,1
1781,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,0.0,-1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,0.0,1.0,-0.935483870967742,-1.0,1.0,0.0,-1.0,-0.9999999999999999,-0.33333333333333326,0.1428571428571428,0.1428571428571428,0.6363636363636365,-1.0,1.0,-1.0,0.5,0.0,-0.5,0.33333333333333326,0.0,0.5,0.9999999999999998,-0.9387755102040817,1.0,-0.5,-0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.49090909090909074,-1,0.1428571428571428,-1.0,-0.4545454545454545,-0.25,0.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,0.9393939393939394,0.75,-0.9999999999999999,-0.9999999999999999,-1.0,-0.30000000000000004,-0.75,-0.9999999999999999,-1.0,0.0,1.0,-0.5,1.0,-0.5,-0.25,1.0,-0.9999999999999999,-0.5,-0.4285714285714285,-1.0,1.0,0.33333333333333326,0,0,1,1,1,1,1
2995,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,-1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.75,0.3333333333333335,0.29032258064516125,-1.0,1.0,-1.0,0.0,-0.9999999999999999,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,0.09090909090909105,-1.0,1.0,-1.0,0.0,-1.0,-0.25,0.33333333333333326,0.0,0.5,0.9999999999999998,-0.9183673469387755,1.0,-0.5,-0.1428571428571428,-0.9999999999999999,0.06666666666666687,-0.1636363636363637,-1,0.1428571428571428,-1.0,0.09090909090909105,-0.25,-1.0,-0.11111111111111116,0.1428571428571428,0.0,-0.33333333333333326,0,0.8484848484848486,0.0,-0.33333333333333326,0.3333333333333335,0.0,-0.4166666666666501,-1.0,-0.9999999999999999,-1.0,1.0,1.0,1.0,1.0,-0.5,-1.0,-0.75,-0.9999999999999999,-0.5,-0.9999999999999999,-1.0,-0.5,0.33333333333333326,1,0,0,0,0,0,1
411,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,0.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-1.0,1.0,0.75,-0.33333333333333326,0.9999999999999998,-1.0,0.3333333333333335,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-0.9999999999999999,0.1428571428571428,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,0.0,0.5,0.9999999999999998,-0.9183673469387755,1.0,0.0,-0.1428571428571428,0.7142857142857144,0.4666666666666668,-0.8181818181818182,-1,-0.9999999999999999,-1.0,-1.0,-0.75,-1.0,-0.11111111111111116,0.1428571428571428,0.0,-0.33333333333333326,0,0.8181818181818183,0.13888888888899986,-0.33333333333333326,-0.33333333333333326,0.0,0.5,1.0,-0.9999999999999999,-1.0,1.0,-1.0,1.0,1.0,0.5,-0.25,0.0,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0,0,0,0,0,0,0
2878,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.75,-0.33333333333333326,-1.0,-1.0,0.75,0.3333333333333335,0.29032258064516125,-1.0,1.0,0.0,0.0,0.1428571428571428,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-0.4545454545454545,-1.0,1.0,-1.0,0.5,-1.0,-0.5,-1.0,0.0,0.0,0.9999999999999998,-0.9387755102040817,1.0,-0.5,-0.9999999999999999,-0.9999999999999999,-0.8333333333333333,-0.1636363636363637,-1,-0.9999999999999999,-1.0,0.6363636363636365,-0.25,-1.0,-0.7777777777777778,-0.9999999999999999,-1.0,-0.9999999999999999,-1,0.7272727272727275,-0.75,-0.9999999999999999,0.3333333333333335,-1.0,0.1666666666666501,-0.75,-0.9999999999999999,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,-0.9999999999999999,-0.5,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0,0,1,1,1,1,1
3264,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.9999999999999999,1.0000000000000002,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.25,-0.33333333333333326,-1.0,-1.0,-0.75,-0.33333333333333326,-0.935483870967742,1.0,-0.9999999999999999,-1.0,0.0,0.1428571428571428,-0.33333333333333326,0.1428571428571428,0.1428571428571428,0.6363636363636365,-1.0,1.0,-1.0,-1.0,-1.0,0.5,0.33333333333333326,0.0,0.5,0.33333333333333326,-0.9183673469387755,1.0,-0.5,-0.9999999999999999,0.1428571428571428,0.16666666666666674,0.2727272727272727,-1,0.1428571428571428,-1.0,-0.4545454545454545,-1.0,-1.0,-0.7777777777777778,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.09090909090909083,0.75,-0.9999999999999999,-0.9999999999999999,-1.0,0.08333333333334991,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,1.0,0.5,-1.0,0.0,0.1428571428571428,0.5,-0.1428571428571428,-0.5,-1.0,0.33333333333333326,0,0,1,1,1,1,1
2071,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,0.0,1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,0.3333333333333335,-0.935483870967742,-1.0,1.0,-1.0,0.75,0.1428571428571428,1.0,1.0,0.1428571428571428,0.4545454545454546,-1.0,1.0,-1.0,0.5,0.75,0.75,0.33333333333333326,1.0,0.5,-0.33333333333333326,-0.9795918367346939,1.0,0.5,-0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.49090909090909074,-1,0.1428571428571428,-1.0,-0.2727272727272727,-0.75,-1.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.5151515151515151,0.13888888888899986,-0.9999999999999999,1.0,-1.0,-0.3333333333333499,-0.75,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.75,-0.9999999999999999,0.5,-0.1428571428571428,-1.0,-0.5,0.33333333333333326,1,0,1,1,1,1,1
680,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,0.0,0.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-0.19999999999999996,-0.75,0.3333333333333335,-1.0,-1.0,0.0,-0.33333333333333326,-0.3548387096774195,-1.0,1.0,-1.0,0.0,-0.9999999999999999,0.3333333333333335,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.25,0.33333333333333326,0.0,0.5,0.0,-0.9591836734693877,1.0,0.0,-0.1428571428571428,0.1428571428571428,-0.19999999999999973,0.9636363636363636,-1,0.1428571428571428,-1.0,-1.0,-0.75,-1.0,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.15151515151515138,0.9722222222222503,-0.9999999999999999,0.3333333333333335,-1.0,0.08333333333334991,-0.25,-0.9999999999999999,-1.0,1.0,-1.0,0.5,1.0,0.5,-1.0,-0.25,-0.9999999999999999,0.5,-0.7142857142857142,-1.0,-0.75,0.33333333333333326,0,0,1,0,0,0,0
865,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-0.75,0.3333333333333335,-1.0,1.0,-0.75,1.0,-0.29032258064516125,-1.0,1.0,1.0,0.0,0.1428571428571428,1.0,-0.9999999999999999,-0.9999999999999999,0.09090909090909105,-1.0,1.0,-1.0,1.0,0.5,1.0,0.33333333333333326,1.0,-1.0,0.33333333333333326,-0.9795918367346939,1.0,0.5,-0.9999999999999999,0.1428571428571428,-0.7333333333333333,0.018181818181818077,-1,-0.9999999999999999,-1.0,0.09090909090909105,-0.75,-1.0,-0.7777777777777778,0.1428571428571428,-1.0,-0.9999999999999999,-1,0.030303030303030498,0.41666666666675,-0.9999999999999999,1.0,-1.0,-0.4166666666666501,1.0,-0.9999999999999999,-1.0,-0.5,1.0,-1.0,1.0,0.5,-1.0,-1.0,-0.9999999999999999,0.5,-0.1428571428571428,-1.0,-0.25,0.33333333333333326,0,0,1,1,1,1,1
444,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,-0.9999999999999999,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.33333333333333326,0.29032258064516125,-1.0,-0.9999999999999999,-1.0,0.75,0.1428571428571428,0.3333333333333335,0.1428571428571428,0.1428571428571428,-1.0,-1.0,1.0,-1.0,0.5,-1.0,0.5,-1.0,0.0,0.5,-0.33333333333333326,-0.9387755102040817,1.0,0.0,0.7142857142857144,0.7142857142857144,0.4666666666666668,-0.1636363636363637,-1,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.6969696969696968,0.41666666666675,-0.9999999999999999,0.3333333333333335,-1.0,-0.25,-1.0,-0.9999999999999999,-1.0,0.0,1.0,-1.0,1.0,0.5,-0.25,-1.0,-0.9999999999999999,0.5,-0.1428571428571428,-1.0,-0.25,0.33333333333333326,0,0,0,0,0,0,0
211,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1.0,1.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,-1.0,-1.0,0.75,1.0,0.41935483870967727,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.1428571428571428,0.1428571428571428,-1.0,-1.0,1.0,-1.0,0.75,-1.0,-0.25,0.33333333333333326,1.0,1.0,0.0,-0.9795918367346939,1.0,0.5,-0.9999999999999999,0.1428571428571428,-0.8666666666666666,0.709090909090909,-1,0.1428571428571428,-1.0,-1.0,-0.75,-1.0,-0.7777777777777778,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.33333333333333326,0.6944444444444999,-0.9999999999999999,0.3333333333333335,-1.0,0.08333333333334991,-0.75,-0.9999999999999999,-1.0,1.0,-1.0,0.5,1.0,-1.0,-0.25,-0.25,-0.9999999999999999,1.0,-0.7142857142857142,-1.0,-0.75,0.33333333333333326,0,0,0,0,0,0,0
569,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-1.0,-1.0,-0.75,1.0,-0.3548387096774195,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,0.5,-1.0,0.5,0.33333333333333326,0.0,0.5,-0.33333333333333326,-0.9795918367346939,1.0,-0.5,-0.9999999999999999,0.1428571428571428,-0.33333333333333326,0.9636363636363636,-1,-0.9999999999999999,-1.0,-1.0,-0.75,-1.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.6666666666666665,0.6944444444444999,-0.9999999999999999,0.3333333333333335,-1.0,-0.25,-1.0,-0.9999999999999999,-1.0,1.0,1.0,-0.5,1.0,-1.0,0.0,-0.75,-0.9999999999999999,0.5,-0.4285714285714285,-1.0,-0.5,0.33333333333333326,0,0,0,0,0,0,0
1243,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.20000000000000018,-0.75,0.3333333333333335,-1.0,-1.0,0.0,0.3333333333333335,0.29032258064516125,-1.0,0.3333333333333335,-1.0,0.0,-0.9999999999999999,0.3333333333333335,-0.9999999999999999,0.1428571428571428,-0.2727272727272727,-1.0,-1.0,-1.0,0.5,-1.0,0.5,-1.0,0.0,0.0,-0.33333333333333326,-0.9591836734693877,1.0,0.0,-0.1428571428571428,0.1428571428571428,-0.19999999999999973,-0.6000000000000001,-1,0.1428571428571428,-1.0,0.4545454545454546,-0.75,-1.0,-0.11111111111111116,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.48484848484848464,-0.41666666666675,-0.9999999999999999,-0.33333333333333326,-1.0,0.08333333333334991,-0.75,-0.9999999999999999,-1.0,1.0,1.0,0.5,1.0,-0.5,-0.75,-0.25,-0.9999999999999999,1.0,-0.7142857142857142,-1.0,-0.75,-1.0,0,0,1,1,1,1,1
780,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,0.0,-0.9999999999999999,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.6000000000000001,-0.25,-0.9999999999999999,-1.0,1.0,0.75,1.0,0.35483870967741926,-1.0,1.0,1.0,-1.0,0.1428571428571428,0.3333333333333335,-0.9999999999999999,0.1428571428571428,-1.0,-1.0,1.0,-1.0,0.5,0.0,1.0,-1.0,0.0,0.5,0.33333333333333326,-0.9591836734693877,1.0,0.0,0.7142857142857144,-0.9999999999999999,0.6000000000000001,0.6727272727272726,-1,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-0.11111111111111116,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.09090909090909083,-0.41666666666675,-0.9999999999999999,0.3333333333333335,-1.0,0.5833333333333499,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,1.0,0.5,-0.75,0.0,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0,0,0,0,0,0,0
779,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.20000000000000018,0.0,0.3333333333333335,-1.0,-1.0,-0.75,0.3333333333333335,0.35483870967741926,-1.0,0.3333333333333335,-1.0,0.0,0.1428571428571428,1.0,0.1428571428571428,0.1428571428571428,0.09090909090909105,-1.0,1.0,1.0,0.5,-1.0,0.5,-1.0,1.0,0.5,-0.6666666666666666,-0.9591836734693877,1.0,1.0,-0.9999999999999999,0.1428571428571428,-0.19999999999999973,0.6727272727272726,-1,-0.9999999999999999,-1.0,0.09090909090909105,-0.75,-1.0,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.7878787878787877,0.13888888888899986,-0.9999999999999999,1.0,-1.0,0.3333333333333499,-1.0,-0.9999999999999999,-1.0,0.0,1.0,-0.5,1.0,0.5,-0.75,-0.25,-0.9999999999999999,1.0,-0.4285714285714285,-1.0,-0.75,0.33333333333333326,0,0,1,1,1,1,1
2076,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,-0.9999999999999999,1.0000000000000002,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.33333333333333326,1.0,1.0,0.0,0.3333333333333335,0.41935483870967727,-1.0,1.0,1.0,-1.0,0.1428571428571428,0.3333333333333335,-0.9999999999999999,0.1428571428571428,0.2727272727272727,-1.0,1.0,-1.0,0.5,-1.0,1.0,0.33333333333333326,0.0,-1.0,0.33333333333333326,-0.9183673469387755,-1.0,0.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,0.709090909090909,1,0.1428571428571428,-1.0,-0.09090909090909083,-0.75,-1.0,-0.7777777777777778,0.1428571428571428,-1.0,0.3333333333333335,-1,0.1515151515151516,0.25,0.3333333333333335,1.0,-1.0,0.25,-0.75,-0.9999999999999999,-1.0,0.0,-1.0,1.0,1.0,-0.5,-0.75,0.0,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,1,0,0,0,0,1,0
1744,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,0.0,1.0,-0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-1.0,0.0,0.3333333333333335,-0.29032258064516125,-1.0,1.0,-1.0,-1.0,0.1428571428571428,1.0,-0.9999999999999999,-0.9999999999999999,0.09090909090909105,-1.0,1.0,-1.0,0.5,-1.0,0.75,-1.0,1.0,0.5,0.33333333333333326,-0.9591836734693877,1.0,0.5,0.7142857142857144,0.1428571428571428,-0.7333333333333333,-0.054545454545454564,-1,-0.9999999999999999,-1.0,0.09090909090909105,-0.75,0.75,-0.7777777777777778,0.1428571428571428,-1.0,-0.9999999999999999,-1,2.220446049250313e-16,0.0,-0.9999999999999999,0.3333333333333335,-1.0,-0.25,-0.75,-0.9999999999999999,-1.0,0.0,1.0,0.5,1.0,-0.5,-0.5,-0.5,-0.9999999999999999,-0.5,-0.7142857142857142,-1.0,0.75,0.33333333333333326,1,0,1,1,1,1,1
144,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,-1.0,-1.0,0.0,1.0,0.41935483870967727,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,1.0,-1.0,0.5,0.5,0.0,0.33333333333333326,0.0,0.5,0.9999999999999998,-0.9591836734693877,1.0,-0.5,-0.9999999999999999,-0.9999999999999999,-0.8666666666666666,0.709090909090909,-1,-0.9999999999999999,1.0,-1.0,-0.75,-1.0,-0.7777777777777778,-0.9999999999999999,-1.0,-0.9999999999999999,-1,0.6060606060606064,-0.13888888888899986,-0.9999999999999999,-0.33333333333333326,-1.0,-0.3333333333333499,-0.75,-0.9999999999999999,-1.0,0.5,1.0,0.5,1.0,-0.5,-0.75,-1.0,0.1428571428571428,0.5,-0.7142857142857142,0.0,-0.25,0.33333333333333326,0,0,0,0,0,0,0
898,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1.0,-1.0,1.0000000000000004,1.0000000000000002,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-0.9999999999999999,-1.0,-1.0,-0.75,-0.9999999999999999,0.41935483870967727,-1.0,-0.9999999999999999,-1.0,0.0,0.1428571428571428,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,0.6363636363636365,-1.0,1.0,-1.0,0.5,-1.0,0.0,-1.0,0.0,0.5,0.0,-0.9591836734693877,1.0,-0.5,-0.1428571428571428,0.1428571428571428,0.7333333333333334,-0.23636363636363644,-1,0.1428571428571428,-1.0,-0.4545454545454545,-1.0,-1.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.1212121212121211,0.41666666666675,-0.9999999999999999,1.0,-1.0,0.6666666666666501,0.75,-0.9999999999999999,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,0.33333333333333326,0,0,1,1,1,1,1
1429,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,-1.0,-0.5999999999999999,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.75,-0.9999999999999999,0.29032258064516125,-1.0,-0.9999999999999999,-1.0,0.0,0.1428571428571428,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,-0.9591836734693877,1.0,-0.5,0.7142857142857144,0.1428571428571428,1.0,0.3090909090909091,-1,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-0.11111111111111116,0.1428571428571428,0.0,-0.33333333333333326,0,-0.18181818181818166,0.41666666666675,-0.33333333333333326,0.3333333333333335,0.0,-0.5,-0.25,-0.9999999999999999,-1.0,0.0,1.0,0.0,1.0,-1.0,-0.75,-0.25,0.1428571428571428,-1.0,1.0,-1.0,-0.75,0.33333333333333326,0,0,0,0,0,0,0
2033,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,0.0,0.6000000000000001,1.0000000000000002,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,0.75,-0.33333333333333326,-0.3548387096774195,-1.0,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,0.3333333333333335,0.1428571428571428,-0.9999999999999999,0.6363636363636365,-1.0,1.0,1.0,0.5,-1.0,-0.25,-1.0,0.0,0.5,-0.6666666666666666,-0.9183673469387755,1.0,0.0,0.7142857142857144,0.1428571428571428,0.6000000000000001,-0.4181818181818182,-1,0.1428571428571428,-1.0,-0.4545454545454545,-1.0,0.0,0.33333333333333326,0.1428571428571428,0.0,-0.33333333333333326,0,-0.7575757575757575,0.75,-0.33333333333333326,0.3333333333333335,0.0,-0.58333333333335,-0.75,-0.9999999999999999,-1.0,0.0,1.0,-0.5,1.0,-1.0,-1.0,-0.75,-0.9999999999999999,0.5,-0.4285714285714285,-1.0,-0.5,0.33333333333333326,0,0,0,0,0,0,0
1150,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,0.0,1.0,1.0000000000000004,1.0000000000000002,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.6,-1.0,-0.9999999999999999,-1.0,-1.0,0.0,1.0,-0.935483870967742,1.0,1.0,-1.0,0.0,0.1428571428571428,1.0,0.1428571428571428,0.1428571428571428,0.6363636363636365,-1.0,1.0,1.0,0.5,-1.0,0.75,0.33333333333333326,1.0,0.5,-1.0,-0.9591836734693877,1.0,0.5,0.7142857142857144,0.1428571428571428,-0.7333333333333333,0.49090909090909074,-1,0.1428571428571428,-1.0,-0.4545454545454545,-0.5,0.0,-0.11111111111111116,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.9696969696969696,0.6944444444444999,-0.9999999999999999,0.3333333333333335,-1.0,0.25,-0.5,0.1428571428571428,-1.0,0.0,1.0,0.5,1.0,0.5,-0.25,-0.25,-0.9999999999999999,0.5,-0.7142857142857142,-0.5,-0.75,0.33333333333333326,1,0,0,1,1,1,1
