,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,W3IWER4_A
427,-0.5454382304787941,-0.6390523121491938,0.009077387222261377,-1.185362073850645,-0.25092939377518353,0.9521831583779182,-0.5427365050645064,-0.4264821096854667,1.4808552398861392,-0.9417856209118953,0
171,1.1988992993077923,-2.1205628882807765,-0.7147729893246821,-1.4990875852767127,0.07952873489786551,1.1047727708311972,-0.28860531386103766,-0.30978341855125,1.6726754033988962,-0.20246128177135322,0
375,-0.6547954883644971,-0.27812040020357187,-2.5076993344041654,0.45349063371531184,0.48841901266443705,1.3218326969622145,0.08462881381730834,-0.7480713739069791,0.13970244826068928,1.0762826469246682,0
54,2.9298724275420756,0.5594358095184828,-0.19864140224217333,-0.7017953438371275,2.828025931005785,-0.7695599931764877,0.6106281154807389,0.993474787235989,0.04561158630266958,0.2900492086271349,0
487,3.0749391536039337,-0.046827338894355516,1.6088588000924688,-0.0899908303025119,-0.5211707948383444,-0.7100783520679764,-0.9927398944114005,-0.6379474194559337,-0.9587903124291239,0.4033176401853589,0
105,0.4147292580640652,-1.6502735529371317,1.9571423346163224,-1.0487500676536272,1.2930931930218863,-1.149520077281985,-0.7902188829791051,-0.5758403458407296,-1.155915355501575,0.026265243017149595,0
461,1.6753086531294623,-0.3634533335687131,2.715883102840041,-0.05091516648109629,2.760883876706754,-1.2703655254591406,2.02720587529851,0.7168232948346196,-0.3721002018896711,0.2967945243417324,0
551,0.9967075671092999,-1.6708026921731904,-0.9854624834021797,-0.8886508111447954,-0.637762692661861,-1.0491680551637297,1.5774447270690444,0.04421242024988825,-0.24409888443239128,-1.0493879260036685,0
131,2.4712592454456708,0.1534918153087206,3.5335162093928525,0.9802960565936287,1.5598094353888066,1.2903977511388507,-0.5131419560071818,0.07611218315763697,1.5510889452464,-0.24574380941959614,0
164,0.5806735450536513,-1.821450931912235,0.04628580343206534,-0.9711523990324036,0.13056246427001794,-1.0156554987123116,-0.6725865316776934,-0.15327252056191393,1.4108971589260726,-0.910714537275625,0
170,-1.156266044271301,0.7976311523386578,-1.5619186303580883,-0.7372245114868046,-0.22583873355551645,1.2637601975127974,0.08609101625558095,-0.1337280353735444,0.05701284666821565,-0.668554829817195,0
292,-0.023770462806755988,-2.6005168852838105,1.3343513103154516,-0.4785056206982602,0.48713894373907607,0.846543968374943,-0.5896625650400532,-0.38014762971306215,1.3678408429987567,-0.5976205940717837,0
402,1.7950777557119988,2.752042030892035,-0.022224958126093732,-2.41287861699575,2.419436926627816,1.0310465619472469,0.2175314025043617,0.2495321285895693,1.5281206257579383,-0.643070373920443,0
225,0.3694956744505407,-2.134214096856164,-1.3991349074409571,0.9400933382388201,1.4631279755001545,1.085652067973466,-0.0493736922248556,-0.6831673839439304,-0.2554076341395197,-0.12918791462539805,0
10,0.4509352166770041,-1.8245632114525352,-0.09352377552780379,-0.49614240905657453,-0.17932190312435145,-1.134328621460796,1.4740708667784996,0.0025317041257787477,-0.4177539974692257,-0.914079693151939,0
16,0.8727193020311104,2.148146240546772,0.29273557176746196,-2.1270997691779345,0.25921941103333984,-0.8220168875825095,-0.32028599574163047,-0.4114054973411119,-0.7674248692081888,2.0496801764948733,0
28,1.911820259576487,-0.12477402763720505,2.6640606160187232,1.3291500986928284,0.22596420144153329,0.8950673333204294,1.5085949809075196,0.07484530159575838,-0.23859041069151105,-1.4356172439759463,0
526,2.6216009699092138,-0.8416267850017992,-0.6592812084755874,2.652209195766661,0.26368863004050747,-0.6039885766365279,-0.3178501658860169,-0.31367356097280924,0.024559088632640873,0.6163303823548676,0
206,0.6753625195179509,-2.26889453997668,0.14914660984572917,-1.0120034022145359,0.266847619307104,0.9945559319897437,-0.4216816945427868,-0.34867498514866563,1.558347349207355,-0.43551148478786167,0
109,0.4209421727152533,-2.174682371428099,-1.3673903549463655,0.8966430423327975,1.1173017973524846,1.0365730746792656,-0.1161381514216769,-0.7163120918660102,-0.22280643906958414,-0.4576289232975951,0
441,-0.43689653383660293,-2.293421768958986,0.7669229751206293,0.22017144943039776,0.481234759803978,1.0933521365591412,-0.6320510189323283,1.4717078914267585,-0.7485030533228698,-0.9364589421673296,0
447,-0.10610230946763918,-2.729358788029863,0.5725987692272783,0.4749052027452099,0.09686477994866707,-0.7793313070197384,-0.6367344297256774,1.7876417922478502,-0.4759129946390535,-0.14159574375822623,0
517,-0.5684045764464548,0.3301086140459122,-0.5696897836674544,-1.7765845811277625,0.06909317848616793,1.1923537078872672,-0.1994753078801698,-0.2983913115276141,1.7230129758917851,0.41136480400883907,0
262,0.8704109209362525,2.388186962504677,1.4594277209539555,-0.39722134432247275,-1.5853099707127098,1.0979547083052312,-0.9524613349741793,-0.9793408368273977,-0.7252315722097596,-0.5917701940505989,0
528,0.2720813783483579,-2.4724994180192987,1.5518472479339014,-0.4109073695324349,1.1277755605592197,-1.0044263305964893,-0.5536003371146836,-0.014788201298118751,1.4306986714603107,0.2615122186333784,0
343,3.3509557062996693,0.10605911604784123,-2.309075605014812,1.9125412225720628,-0.010580600142116878,-0.5020004409498512,-0.23472549270831494,-0.30008209599087265,0.0408071323553365,-0.1545985991851757,0
34,-0.23953025702930728,0.8207737257350679,-1.6499306497069801,-2.067606603393554,-0.6053304662861643,-0.875436498117336,-0.48182666740652835,-0.19118942532089273,1.5504159386947096,-0.9263918360248803,0
253,1.9277181422911307,-0.6386543027151005,2.1725696152469,1.2435578171588224,-0.5534141214705524,-0.8519347729152541,-0.978754548436798,-0.1089373914573896,1.5504409733438969,-0.7213598556548453,0
92,0.36592007293435913,-2.0186120101493192,-0.5407236580787034,-0.26135075473779784,0.13528408826160274,-0.720626207327296,-0.5784887524043826,1.7755996092138224,-0.5828418238852155,-0.3795541210869292,0
360,0.8982316945909792,-1.636931114786681,-1.4903627890428237,-0.6687034594505605,-0.04400073634370487,-0.609869903676184,-0.48570994051074295,1.796569306720574,-0.4854548408205648,-0.5363482244210742,0
210,-0.07787968611899793,-2.6167405725893755,1.3334287239765046,-0.3843766144514429,0.26609562927163677,0.835542577055799,-0.5981230557571895,-0.36430138509867827,1.427618196171815,-0.8907237585031342,0
180,2.8184763485107784,0.5925601121046565,-0.988044111232083,0.23193477892293726,3.666918122409754,-0.9263811632404393,0.43784544580153223,0.2974591648738614,-0.27098869796481456,0.1653990562472169,0
