,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
2501,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.1428571428571428,-0.9999999999999999,-1.0,-0.33333333333333326,-1.0,-0.75,1.0,-0.8181818181818181,-0.9999999999999999,-1.0,-1.0,0.1428571428571428,0.3333333333333335,1.0,-1.0,-1.0,0.29032258064516125,0.2727272727272727,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.6000000000000001,-1.0,0.0,-0.9795918367346939,-1.0,0.0,0.25,0.0,-0.33333333333333326,0.0,0.1428571428571428,0.0,1.0,-0.19999999999999973,-0.09090909090909083,-0.5,1,0.1428571428571428,-0.6363636363636362,-1.0,1.0,0.25,-1,0.3333333333333335,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.25,-0.4285714285714285,-1.0,0,0,0,0,0,0,0
3087,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,-0.75,-1.0,-0.25,-1.0,-0.1428571428571428,0.1428571428571428,-1.0,-0.33333333333333326,-0.75,0.0,-1.0,-0.8585858585858586,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1.0,-1.0,0.0,-0.935483870967742,-0.09090909090909083,-0.33333333333333326,0.9999999999999998,-0.9999999999999999,0.1428571428571428,0.0,0.2727272727272727,-1.0,-1.0,-1.0,0.0,0.0,-0.5,-1.0,0.06666666666666687,-1.0,0.1428571428571428,-0.5,1.0,0.20000000000000018,0.2727272727272727,-0.75,-1,-0.9999999999999999,0.7878787878787881,1.0,-0.7777777777777778,-0.25,-1,-0.9999999999999999,-1.0,0.1666666666666501,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,0.5,-1.0,0.5,1.0,-0.5,-0.75,-0.4285714285714285,-0.75,0,0,1,1,1,1,1
1387,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,1.0,-1.0,1.0,0.0,-0.75,1.0,-0.25,-1.0,0.7142857142857144,0.1428571428571428,-0.19999999999999996,1.0,-0.75,-0.75,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,1.0,0.1428571428571428,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,-0.6666666666666666,0.1428571428571428,0.1428571428571428,0.0,-0.20000000000000007,-1.0,-1.0,-0.9591836734693877,0.5,0.0,-0.5,-1.0,-0.7333333333333333,0.5,0.1428571428571428,0.0,1.0,1.0000000000000004,-1.0,-0.75,-1,0.1428571428571428,-0.8484848484848484,1.0,-1.0,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-0.26184846304112597,0.5,1.0,-1.0,-0.25,-0.4285714285714285,-0.75,0,0,0,0,0,0,0
820,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,1.0,-1.0,1.0,0.0,0.0,1.0,-0.25,-1.0,0.7142857142857144,0.1428571428571428,0.6000000000000001,0.3333333333333335,-1.0,0.75,-1.0,-0.8181818181818181,1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,0.0,-0.935483870967742,0.2727272727272727,-0.33333333333333326,0.6666666666666667,0.1428571428571428,-0.9999999999999999,-1.0,0.49090909090909074,0.33333333333333326,-1.0,-0.9387755102040817,0.0,0.0,0.0,-1.0,-0.19999999999999973,-1.0,0.1428571428571428,-0.5,1.0,-0.9999999999999999,-0.09090909090909083,-0.75,-1,0.1428571428571428,0.21212121212121238,1.0,-0.11111111111111116,0.13888888888899986,0,-0.33333333333333326,0.0,0.1666666666666501,1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.11571440606451422,-0.5,0.03661586426707175,0.5,1.0,-1.0,-0.25,-0.1428571428571428,-0.75,1,0,1,1,0,1,1
1115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,-0.19999999999999996,0.3333333333333335,-1.0,-0.75,-1.0,-0.9595959595959596,1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,0.29032258064516125,-0.2727272727272727,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.6000000000000001,-1.0,-1.0,-0.9387755102040817,0.5,0.0,0.0,-1.0,-0.7333333333333333,0.5,-0.9999999999999999,-0.5,1.0,-0.9999999999999999,0.4545454545454546,-0.75,-1,-0.9999999999999999,-0.45454545454545436,1.0,-0.11111111111111116,-0.41666666666675,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-0.5214437810905768,-0.5,-0.7110329585830768,0.5,1.0,-1.0,-0.25,-0.9999999999999999,-1.0,1,0,1,0,1,1,1
1998,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0000000000000002,1,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,-1.0,-0.33333333333333326,-0.75,0.75,-1.0,-0.9797979797979798,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1.0,-1.0,-1.0,-0.3548387096774195,0.2727272727272727,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,0.0,-0.09090909090909094,0.33333333333333326,-1.0,-0.9591836734693877,0.0,0.0,-0.75,0.0,-0.19999999999999973,-1.0,0.1428571428571428,0.0,1.0,-0.19999999999999973,-0.09090909090909083,-1.0,-1,-0.9999999999999999,-0.5151515151515151,1.0,0.33333333333333326,0.25,0,-0.33333333333333326,0.0,0.08333333333334991,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,0.1428571428571428,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.75,-0.5,-0.7142857142857142,-1.0,0,0,0,0,0,0,0
1691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,1.0,-1.0,1.0,-0.75,-1.0,-0.25,-1.0,-0.1428571428571428,-0.9999999999999999,-1.0,0.3333333333333335,-1.0,0.75,-1.0,-0.9595959595959596,-0.33333333333333326,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,1.0,0.0,-0.3548387096774195,0.2727272727272727,1.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-0.09090909090909094,0.33333333333333326,-1.0,-0.9387755102040817,-1.0,1.0,0.75,0.0,-0.5999999999999999,0.5,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-0.09090909090909083,-0.5,-1,-0.9999999999999999,-0.6666666666666665,1.0,-0.11111111111111116,0.25,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,-1.0,-0.25,-0.4285714285714285,-0.75,1,0,1,0,1,1,1
1458,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-0.75,1.0,-1.0,-1.0,0.7142857142857144,-0.9999999999999999,-0.6,0.3333333333333335,-1.0,0.75,-1.0,-0.9393939393939394,1.0,-1.0,1.0,0.1428571428571428,0.3333333333333335,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.6666666666666666,-0.9999999999999999,0.1428571428571428,1.0,0.5636363636363635,-1.0,-1.0,-0.9387755102040817,0.0,1.0,1.0,-1.0,-0.33333333333333326,0.5,-0.9999999999999999,0.5,1.0,1.0000000000000004,-1.0,-0.75,-1,0.1428571428571428,-0.8484848484848484,1.0,-0.7777777777777778,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,0.5,1.0,0.5,1.0,-1.0,-0.25,-0.4285714285714285,-0.25,0,0,0,0,0,0,0
2714,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,-1,0.0,-1.0,1.0,-1.0,-0.25,-1.0,-1.0,1.0,-0.1428571428571428,0.1428571428571428,-1.0,-0.9999999999999999,1.0,0.75,1.0,-0.8181818181818181,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-0.935483870967742,-0.2727272727272727,-0.9999999999999999,0.33333333333333326,0.1428571428571428,-0.9999999999999999,0.0,0.49090909090909074,-1.0,0.0,-0.9183673469387755,0.5,-1.0,-1.0,-1.0,0.6000000000000001,0.5,0.1428571428571428,-1.0,-1.0,0.20000000000000018,0.4545454545454546,1.0,-1,0.1428571428571428,0.12121212121212133,1.0,0.5555555555555554,-0.5,1,1.0,1.0,-0.7,-1.0,-0.25,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.25,-1.0,-0.1428571428571428,-0.25,0,0,1,1,0,1,1
1971,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,1,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,-1.0,-0.33333333333333326,0.0,-0.75,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,1.0,-1.0,-1.0,-1.0,-0.3548387096774195,0.2727272727272727,-0.33333333333333326,0.6666666666666667,-0.9999999999999999,0.1428571428571428,-1.0,-0.4181818181818182,-1.0,-1.0,-0.9387755102040817,0.5,0.0,-0.25,0.0,-0.19999999999999973,0.5,0.1428571428571428,-0.5,1.0,-0.9999999999999999,-0.09090909090909083,-0.5,-1,0.1428571428571428,0.21212121212121238,1.0,0.5555555555555554,0.25,0,-0.33333333333333326,0.0,1.0,1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,0.1428571428571428,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.75,-0.5,-0.9999999999999999,-1.0,0,0,1,0,1,1,1
920,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,1.0,1.0,1.0,0.0,-1.0,-1.0,-0.25,-1.0,-0.9999999999999999,0.1428571428571428,-0.6,-0.33333333333333326,-1.0,-0.75,-1.0,-0.9797979797979798,0.3333333333333335,-1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,-1.0,-1.0,-0.935483870967742,0.4545454545454546,0.3333333333333335,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.49090909090909074,0.33333333333333326,-1.0,-0.9795918367346939,0.0,0.0,-0.25,-1.0,-0.06666666666666665,0.5,0.1428571428571428,0.0,-1.0,-0.9999999999999999,-0.2727272727272727,-0.75,-1,0.1428571428571428,-0.5454545454545454,1.0,-0.11111111111111116,0.41666666666675,-1,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.2308561959037747,0.5,-0.41754781804710583,0.5,1.0,-0.75,-0.5,-0.4285714285714285,-0.75,1,0,0,0,1,1,1
1176,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0000000000000002,-1,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571428,-0.9999999999999999,0.20000000000000018,0.3333333333333335,-1.0,-0.75,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,0.7142857142857144,-0.33333333333333326,-1.0,-1.0,0.0,0.41935483870967727,-0.09090909090909083,0.3333333333333335,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,0.709090909090909,-1.0,-1.0,-0.9795918367346939,0.0,0.0,0.75,-1.0,-0.33333333333333326,0.5,0.1428571428571428,0.0,1.0,-0.5999999999999999,0.2727272727272727,-0.75,-1,0.1428571428571428,-0.5151515151515151,1.0,-0.11111111111111116,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.1666666666666501,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.19616645948818723,0.5,-0.2596068792361501,1.0,1.0,-0.75,-0.5,-0.7142857142857142,-0.25,0,0,0,1,1,1,1
1903,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.8181818181818183,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1.0,-0.75,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,0.1428571428571428,-0.33333333333333326,-1.0,-1.0,0.0,0.41935483870967727,0.2727272727272727,-0.33333333333333326,0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.709090909090909,-1.0,-1.0,-0.9795918367346939,-1.0,0.0,0.0,-1.0,0.4666666666666668,0.0,-0.9999999999999999,-0.5,1.0,-0.5999999999999999,-0.2727272727272727,-1.0,-1,0.1428571428571428,-0.06060606060606055,1.0,-0.11111111111111116,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,0.5,1.0,-0.5,-0.75,-0.4285714285714285,-1.0,0,0,1,1,0,1,1
1874,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,-0.75,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,-1.0,0.3333333333333335,-0.25,-0.75,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,1.0,-1.0,-0.3548387096774195,0.2727272727272727,1.0,0.0,0.1428571428571428,0.1428571428571428,-1.0,0.38181818181818183,0.33333333333333326,-1.0,-0.9795918367346939,0.0,1.0,0.0,-1.0,-0.33333333333333326,0.5,0.1428571428571428,1.0,1.0,-0.19999999999999973,-0.09090909090909083,-0.75,-1,-0.9999999999999999,-0.33333333333333326,1.0,0.33333333333333326,0.25,-1,-0.9999999999999999,-1.0,0.3333333333333499,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-0.5,-1.0,1.0,1.0,-0.75,-0.5,-0.7142857142857142,-1.0,0,0,0,0,1,1,1
311,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1,0.0,1.0,-1.0,0.0,-0.25,1.0,-0.75,-1.0,0.7142857142857144,0.1428571428571428,0.20000000000000018,1.0,-1.0,0.75,-1.0,-0.9797979797979798,-0.9999999999999999,1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,-1.0,-1.0,0.29032258064516125,0.6363636363636365,1.0,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,-0.1636363636363637,0.33333333333333326,0.0,-0.9183673469387755,0.5,1.0,0.0,-1.0,-0.46666666666666656,0.5,-0.9999999999999999,0.5,1.0,1.0000000000000004,-0.4545454545454545,-1.0,-1,0.1428571428571428,-0.48484848484848464,1.0,-0.11111111111111116,0.41666666666675,0,-0.33333333333333326,0.0,-0.08333333333334991,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,0.1428571428571428,-1.0,0.5,-0.9798918350855168,-0.5,-0.9932659067588356,0.5,1.0,-0.75,-0.5,-0.7142857142857142,-0.5,1,0,1,1,0,1,1
1956,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0000000000000002,1,0.0,-1.0,-1.0,1.0,-0.25,1.0,-1.0,-1.0,0.7142857142857144,0.1428571428571428,-1.0,1.0,0.0,-1.0,-1.0,-0.8585858585858586,1.0,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,1.0,1.0,0.0,-0.935483870967742,0.2727272727272727,1.0,0.9999999999999998,0.1428571428571428,0.1428571428571428,1.0,0.49090909090909074,-1.0,-1.0,-0.9591836734693877,-1.0,1.0,1.0,-1.0,-0.9999999999999999,0.0,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-0.09090909090909083,-0.75,-1,0.1428571428571428,0.7878787878787881,1.0,0.5555555555555554,0.25,0,-0.33333333333333326,0.0,-0.25,-1.0,1.0,-0.33333333333333326,0.1428571428571428,-1.0,-0.9999999999999999,-1.0,-0.5,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-0.25,-0.9999999999999999,-0.25,0,0,1,0,1,1,0
1530,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,-1.0,-0.75,1.0,-0.25,-1.0,0.7142857142857144,-0.9999999999999999,-1.0,0.3333333333333335,-1.0,1.0,-1.0,-0.8181818181818181,0.3333333333333335,-1.0,1.0,-0.9999999999999999,0.3333333333333335,1.0,-1.0,-1.0,0.9354838709677418,0.09090909090909105,0.3333333333333335,-0.6666666666666666,-0.9999999999999999,-0.9999999999999999,-1.0,0.7454545454545454,0.33333333333333326,0.0,-0.9183673469387755,0.5,0.0,0.0,-1.0,0.19999999999999996,0.5,0.1428571428571428,0.0,1.0,-0.9999999999999999,0.09090909090909105,-0.75,-1,-0.9999999999999999,-0.7575757575757575,1.0,0.33333333333333326,0.0,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-0.25,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-0.5,-1.0,0.5,1.0,-0.5,-0.75,-0.1428571428571428,-0.75,0,0,0,0,1,0,0
430,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,-0.75,-1.0,-0.75,-1.0,1.0,0.1428571428571428,0.6000000000000001,-0.9999999999999999,-1.0,-0.75,-1.0,-0.8585858585858586,-0.9999999999999999,-1.0,-1.0,0.1428571428571428,-0.33333333333333326,1.0,-1.0,0.75,0.29032258064516125,0.09090909090909105,-0.9999999999999999,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-0.5636363636363637,-1.0,0.0,-0.9795918367346939,0.5,-1.0,-0.5,-1.0,0.6000000000000001,0.0,0.1428571428571428,-1.0,1.0,0.20000000000000018,0.09090909090909105,-0.75,-1,1.0,0.4545454545454546,1.0,-0.11111111111111116,0.13888888888899986,0,-0.33333333333333326,0.0,-0.66666666666665,-1.0,-0.25,-0.33333333333333326,-0.9999999999999999,-1.0,0.1428571428571428,1.0,-0.5,-0.8032293079416173,-1.0,-0.9581517808432626,-0.5,1.0,-0.75,-0.5,-0.1428571428571428,-0.5,0,0,1,1,1,1,1
1313,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-0.75,-1.0,-0.25,1.0,-0.9999999999999999,-0.9999999999999999,0.6000000000000001,-0.9999999999999999,-1.0,-0.75,-1.0,-0.8585858585858586,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,0.3333333333333335,1.0,-1.0,-1.0,0.29032258064516125,-1.0,1.0,0.33333333333333326,-0.9999999999999999,0.1428571428571428,1.0,0.8181818181818181,0.33333333333333326,-1.0,-0.9387755102040817,-1.0,1.0,1.0,-1.0,-0.19999999999999973,0.5,-0.9999999999999999,0.5,1.0,-0.5999999999999999,-1.0,-0.75,-1,0.1428571428571428,0.060606060606060774,1.0,-0.11111111111111116,0.6944444444444999,-1,-0.9999999999999999,-1.0,-0.3333333333333499,-1.0,-1.0,0.3333333333333335,0.1428571428571428,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-0.4198178678500665,-0.5,1.0,-1.0,-0.25,-0.4285714285714285,-0.75,0,0,0,0,0,0,0
281,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,1,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,0.6000000000000001,-0.9999999999999999,-0.75,0.75,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,1.0,-1.0,-1.0,-1.0,0.41935483870967727,0.4545454545454546,-0.33333333333333326,0.0,0.1428571428571428,-0.9999999999999999,-1.0,0.709090909090909,0.33333333333333326,1.0,-0.9183673469387755,-1.0,0.0,0.75,-1.0,0.7333333333333334,0.5,0.1428571428571428,-0.5,1.0,-0.5999999999999999,-0.2727272727272727,-1.0,-1,0.1428571428571428,-0.303030303030303,1.0,-0.11111111111111116,0.41666666666675,0,-0.33333333333333326,0.0,0.0,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-0.8806008106710724,-0.5,-0.9746067699924009,1.0,1.0,-0.25,-1.0,-0.1428571428571428,-1.0,0,0,0,1,0,0,1
2072,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,-0.75,1.0,-1.0,1.0,0.7142857142857144,0.1428571428571428,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,-0.9797979797979798,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,-1.0,0.29032258064516125,0.09090909090909105,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.6000000000000001,0.33333333333333326,-1.0,-0.9591836734693877,0.0,1.0,0.5,-1.0,-0.19999999999999973,-1.0,0.1428571428571428,0.5,1.0,0.20000000000000018,0.09090909090909105,-0.75,-1,-0.9999999999999999,0.12121212121212133,1.0,-0.11111111111111116,-0.41666666666675,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.5,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-0.8860144120922288,0.5,-0.9305901977352622,0.5,1.0,-0.5,-0.75,-0.7142857142857142,-0.25,1,0,1,1,1,1,1
