,CL7R,CL1R,CL5R,MOD,CT2BIN,DEMOC,CL2R,FEMALE,COLGRD,CL9R,CON,WWWWHITE,SOMCOL,INDEP,BABS,REPUB,CL8R,AGE65PLM,COMHS,AGE4049M,IWER3,CD4A_A,W12EDUC3,PTYID3,W2TOTCL,WWWBLACK,STRATA,AGE3039,VPROUD,FIPCOM,DOG6R,LIB,DOG3R,AGE5059M,P17_A,CL7,W1TRUAM2,F3,DOG4R,CD7_A,WWWHOMLN,CD15,CT1A,PROUD,AGE1829,CL9,SEC5,COMPLET2,ADVDEG,GT2,CENSDIV,W2CIVLIB,EDUCAT4,WWWAGEC1,CL1,CL2,INCA,W1STATE,CL5,FIP2,X1,CL4A,WWWEDU3,INCOME,B1,MEANFR,CL6B,FIP1,WWWEDU5,CL10R,CD8,W2SECURE,SEC4,WWWHISP,CL8,WWWAGE,IWER1,CD6,CLPROP,WWWRACE3,WWWRACE4,NEWRACE,MNDOG,AGE6064M,V1_B,POLINT,RI2_A,LOPROU,B2,LTHS,DOG2R,USAWT2RC,DOG5R,USAWT1RV,DOG1R,WWWBRNUS,PFR5R,F5,PFR1R,DG3,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
878,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,0.0,-0.25,-1.0,0.0,-1.0,-0.9999999999999999,0.1428571428571428,0.20000000000000018,1.0,-1.0,-0.75,1.0,-0.8585858585858586,-0.33333333333333326,-1.0,-1.0,0.7142857142857144,-0.33333333333333326,-1.0,-1.0,-1.0,0.9999999999999998,-1.0,-0.33333333333333326,0.9999999999999998,0.1428571428571428,0.1428571428571428,0.0,-0.8181818181818182,0.33333333333333326,-1.0,-0.9795918367346939,0.0,0.0,-0.75,-1.0,-0.19999999999999973,0.5,0.1428571428571428,-0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1,0.1428571428571428,0.48484848484848486,-1.0,-0.11111111111111116,0.6944444444444999,-1,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,0.5,-0.09486364045015971,1.0,1.0,-1.0,-0.25,-0.7142857142857142,-1.0,0,0,0,0,0,0,0
984,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,-0.5,-0.75,-1.0,-0.75,-1.0,-0.1428571428571428,0.1428571428571428,0.20000000000000018,0.3333333333333335,-0.75,-0.75,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,1.0,0.1428571428571428,1.0,1.0,-1.0,0.0,0.41935483870967727,-0.09090909090909083,-0.33333333333333326,-0.6666666666666666,0.1428571428571428,0.1428571428571428,0.75,-0.8545454545454545,-1.0,0.5,-0.9795918367346939,0.5,0.0,-0.5,-1.0,-0.06666666666666665,0.5,0.1428571428571428,-0.5,1.0,-0.9999999999999999,0.2727272727272727,-0.5,-1,0.1428571428571428,-0.8484848484848484,1.0,-0.11111111111111116,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,0.11533493966108832,-1.0,-0.32652627848539817,0.5,1.0,-0.75,-0.5,-0.1428571428571428,-0.5,0,0,1,1,1,0,1
968,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0000000000000002,-1,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.7142857142857144,0.1428571428571428,0.20000000000000018,-0.33333333333333326,-1.0,0.75,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1.0,-1.0,-1.0,-0.935483870967742,0.09090909090909105,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.49090909090909074,-1.0,0.0,-0.9183673469387755,0.0,0.0,-0.25,-1.0,0.7333333333333334,-1.0,0.1428571428571428,0.0,-1.0,1.0000000000000004,0.09090909090909105,-1.0,-1,-0.9999999999999999,-0.5757575757575757,1.0,-0.33333333333333337,-0.6944444444444999,-1,-0.9999999999999999,-1.0,0.5833333333333499,-1.0,-0.75,-0.33333333333333326,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,0.15371570614461638,0.5,-0.1263217270702931,1.0,1.0,-0.5,-0.75,-0.1428571428571428,-1.0,1,0,1,1,1,1,1
1039,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1,1.0,1.0,1.0,-0.5,-0.25,-1.0,-0.25,-1.0,-0.1428571428571428,0.7142857142857144,-0.19999999999999996,0.3333333333333335,-1.0,1.0,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,0.3333333333333335,1.0,-1.0,-1.0,-0.29032258064516125,-1.0,0.3333333333333335,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.09090909090909083,-1.0,0.5,-0.9795918367346939,0.5,0.0,-0.25,-1.0,-0.06666666666666665,-1.0,0.1428571428571428,0.0,1.0,-0.9999999999999999,-1.0,-1.0,-1,0.1428571428571428,-0.6363636363636362,1.0,-1.0,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.0,-0.4125807800041301,0.5,1.0,-0.75,-0.5,-0.4285714285714285,-0.75,0,0,0,0,0,0,0
1242,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571428,-0.9999999999999999,-0.19999999999999996,1.0,-1.0,-0.75,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,1.0,0.0,0.9999999999999998,-1.0,1.0,0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.8909090909090909,0.33333333333333326,-1.0,-0.9387755102040817,-1.0,1.0,0.75,-1.0,-0.7333333333333333,0.5,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-1.0,-0.75,-1,-0.9999999999999999,-0.06060606060606055,1.0,-0.7777777777777778,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.75,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.6138590806293686,0.5,1.0,-1.0,-0.25,-0.4285714285714285,-0.25,0,0,0,0,0,0,0
2345,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,1,-1.0,-1.0,1.0,0.0,0.0,1.0,-0.75,-1.0,0.7142857142857144,-0.9999999999999999,-1.0,-0.9999999999999999,0.0,-0.75,-1.0,-0.8585858585858586,0.3333333333333335,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,0.0,0.41935483870967727,0.4545454545454546,-0.9999999999999999,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,0.709090909090909,0.33333333333333326,0.0,-0.9795918367346939,0.5,-1.0,-0.5,-1.0,1.0,0.0,-0.9999999999999999,-1.0,1.0,1.0000000000000004,-0.2727272727272727,-1.0,-1,0.1428571428571428,0.666666666666667,-1.0,-0.7777777777777778,0.5,0,-0.33333333333333326,0.0,0.0,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,-0.25,-1.0,-0.1428571428571428,-0.5,0,0,0,1,0,1,1
1667,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.75,1.0,-0.1428571428571428,-0.9999999999999999,-1.0,1.0,-1.0,0.0,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,1.0,0.0,-0.29032258064516125,0.09090909090909105,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.018181818181818077,0.33333333333333326,-1.0,-0.9795918367346939,0.0,1.0,0.75,-1.0,-0.8666666666666666,0.5,-0.9999999999999999,1.0,1.0,-0.9999999999999999,0.09090909090909105,-0.75,-1,0.1428571428571428,0.030303030303030498,1.0,0.33333333333333326,0.0,-1,-0.9999999999999999,-1.0,-0.75,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.5,-1.0,-0.5,1.0,-1.0,-0.25,-0.7142857142857142,-0.5,1,0,1,1,1,1,1
682,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,1.0,-1.0,0.5,-0.75,-1.0,-0.75,-1.0,-0.1428571428571428,0.7142857142857144,-0.19999999999999996,-0.33333333333333326,-1.0,0.75,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,1.0,0.0,-0.29032258064516125,1.0000000000000002,1.0,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.018181818181818077,0.33333333333333326,-1.0,-0.9795918367346939,0.0,1.0,-0.25,0.0,0.06666666666666687,0.5,0.7142857142857144,1.0,1.0,-0.9999999999999999,-0.8181818181818181,-0.5,-1,0.1428571428571428,-0.5757575757575757,1.0,-0.11111111111111116,0.6944444444444999,-1,-0.9999999999999999,-1.0,-0.58333333333335,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,1.0,0.1428571428571428,-1.0,-1.0,-0.6863574838807249,-1.0,-0.7319675615956729,0.5,1.0,-0.75,-0.5,-0.4285714285714285,-0.5,0,0,1,1,1,1,0
1069,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.5,-1.0,1.0,0.1428571428571428,1.0,-0.9999999999999999,0.0,-0.75,-1.0,-0.8181818181818181,1.0,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,1.0,-1.0,0.0,0.29032258064516125,-1.0,-0.9999999999999999,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-0.6000000000000001,-1.0,0.0,-0.9387755102040817,0.0,-1.0,-1.0,-1.0,-0.06666666666666665,-1.0,0.1428571428571428,-1.0,1.0,0.20000000000000018,-1.0,-1.0,-1,0.1428571428571428,0.7575757575757578,1.0,-0.11111111111111116,0.13888888888899986,-1,-0.9999999999999999,-1.0,0.5833333333333499,-1.0,-1.0,0.3333333333333335,0.1428571428571428,-1.0,-0.9999999999999999,1.0,0.0,-1.0,1.0,-0.7110329585830768,0.5,-1.0,-1.0,-0.25,-0.7142857142857142,0.75,0,0,0,0,0,0,0
1314,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.25,1.0,-0.9999999999999999,-0.9999999999999999,0.6000000000000001,-0.33333333333333326,-0.75,-0.75,-1.0,-0.9797979797979798,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1.0,1.0,-1.0,-0.3548387096774195,0.2727272727272727,1.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-0.38181818181818183,-1.0,-1.0,-0.9183673469387755,0.5,1.0,0.75,-1.0,0.6000000000000001,0.5,0.1428571428571428,1.0,1.0,-0.9999999999999999,-0.09090909090909083,-1.0,-1,0.1428571428571428,-0.06060606060606055,1.0,-0.11111111111111116,-0.13888888888899986,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.4571321411555024,-1.0,-0.6109586705062617,1.0,1.0,-0.5,-0.75,-0.1428571428571428,-0.75,1,0,0,1,1,1,1
192,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,-0.25,1.0,-0.75,-1.0,0.7142857142857144,0.1428571428571428,1.0,0.3333333333333335,-0.25,0.75,1.0,-0.8585858585858586,1.0,-1.0,-1.0,0.1428571428571428,-0.33333333333333326,-1.0,-1.0,-1.0,0.9999999999999998,-1.0,-0.9999999999999999,0.9999999999999998,0.1428571428571428,-0.9999999999999999,0.0,-0.8181818181818182,0.33333333333333326,0.0,-0.9591836734693877,0.75,-1.0,-0.75,-1.0,0.06666666666666687,0.75,0.1428571428571428,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,1,0.1428571428571428,0.6363636363636367,1.0,-0.7777777777777778,0.41666666666675,-1,0.3333333333333335,-1.0,0.3333333333333499,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,0.5,-1.0,0.5,-0.9649461041919775,0.5,-1.0,-0.5,-0.75,-0.4285714285714285,-0.5,0,0,0,0,0,0,0
1239,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,1.0,-0.33333333333333326,0.0,-0.75,-1.0,-0.8181818181818181,0.3333333333333335,-1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,-1.0,0.0,-0.29032258064516125,-1.0,-0.33333333333333326,0.9999999999999998,-0.9999999999999999,1.0,0.0,-0.3090909090909091,-1.0,-1.0,-0.9183673469387755,0.0,0.0,-0.75,-1.0,-0.19999999999999973,0.5,0.1428571428571428,-0.5,1.0,0.20000000000000018,-1.0,-0.75,-1,0.1428571428571428,0.9393939393939394,1.0,-0.7777777777777778,0.13888888888899986,-1,-0.9999999999999999,-1.0,0.75,-1.0,-1.0,1.0,0.1428571428571428,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,-0.5,-0.7575993270504859,1.0,1.0,-0.5,-0.75,-0.9999999999999999,-1.0,0,0,0,0,0,0,0
270,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,0.0,-1.0,1.0,0.0,-0.25,-1.0,-0.25,-1.0,-0.1428571428571428,-0.9999999999999999,0.6000000000000001,-0.33333333333333326,-0.75,0.75,-1.0,-0.9797979797979798,1.0,-1.0,-1.0,0.1428571428571428,0.3333333333333335,-1.0,-1.0,0.0,0.29032258064516125,-1.0,-0.33333333333333326,0.0,0.1428571428571428,-0.9999999999999999,0.0,-0.1636363636363637,-1.0,-1.0,-0.9183673469387755,0.5,0.0,-0.5,-1.0,0.3333333333333335,0.5,0.1428571428571428,-0.5,1.0,-0.5999999999999999,-1.0,-0.75,-1,0.1428571428571428,-0.2424242424242422,1.0,-0.11111111111111116,0.41666666666675,0,-0.33333333333333326,0.0,0.1666666666666501,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-0.5,-0.9940084729732512,0.5,1.0,-0.5,-0.75,-0.7142857142857142,-0.75,0,0,0,0,0,0,0
1182,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.25,-1.0,-0.75,-1.0,-0.1428571428571428,0.1428571428571428,-0.19999999999999996,1.0,-0.75,0.0,-1.0,-0.8585858585858586,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,0.0,0.9354838709677418,0.4545454545454546,1.0,0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.0,0.9999999999999998,0.33333333333333326,-1.0,-0.9591836734693877,0.5,1.0,-0.5,-1.0,-0.9999999999999999,0.5,-0.9999999999999999,0.5,1.0,-0.9999999999999999,-0.2727272727272727,-0.75,-1,0.1428571428571428,0.6969696969696972,1.0,-0.11111111111111116,-0.13888888888899986,-1,-0.9999999999999999,-1.0,0.0,-1.0,-0.75,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.5407552746299201,0.5,-0.6019061151342915,-0.5,1.0,-1.0,-0.25,-0.9999999999999999,-0.5,1,0,1,1,1,1,1
658,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1,1.0,1.0,1.0,0.0,-0.75,-1.0,-0.75,-1.0,-0.9999999999999999,-0.9999999999999999,0.20000000000000018,-0.33333333333333326,-1.0,0.75,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,-0.33333333333333326,-1.0,-1.0,0.0,0.9354838709677418,0.6363636363636365,1.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.7454545454545454,-1.0,0.0,-0.9591836734693877,-1.0,1.0,-0.25,-1.0,-0.06666666666666665,0.5,-0.9999999999999999,0.5,1.0,-0.9999999999999999,-0.4545454545454545,-0.75,-1,-0.9999999999999999,-0.45454545454545436,1.0,-0.11111111111111116,0.41666666666675,-1,-0.9999999999999999,-1.0,-0.25,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-0.41763711520062985,0.5,-0.6342533826490397,-0.5,1.0,-0.5,-0.75,-0.9999999999999999,-0.5,1,0,0,1,1,1,0
1658,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.25,-1.0,0.0,-1.0,-0.1428571428571428,0.1428571428571428,-1.0,0.3333333333333335,-1.0,0.0,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,-1.0,-0.3548387096774195,-0.2727272727272727,0.3333333333333335,0.6666666666666667,-0.9999999999999999,-0.9999999999999999,-1.0,0.38181818181818183,-1.0,-1.0,-0.9387755102040817,0.5,0.0,0.75,-1.0,-0.33333333333333326,0.5,-0.9999999999999999,0.0,1.0,-0.9999999999999999,0.4545454545454546,-0.75,-1,-0.9999999999999999,0.3030303030303032,1.0,-0.7777777777777778,-0.5,-1,-0.9999999999999999,-1.0,0.5833333333333499,1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.75,-0.5,-0.7142857142857142,-1.0,1,0,1,1,0,1,1
1005,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.7142857142857144,-0.9999999999999999,0.20000000000000018,0.3333333333333335,-1.0,0.0,-1.0,-0.9797979797979798,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,0.75,-0.935483870967742,-0.09090909090909083,1.0,0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.2727272727272727,-1.0,-1.0,-0.9795918367346939,0.5,1.0,-0.25,-1.0,0.06666666666666687,0.5,-0.9999999999999999,0.5,1.0,-0.5999999999999999,0.2727272727272727,-1.0,-1,0.1428571428571428,-0.06060606060606055,1.0,1.0,0.13888888888899986,-1,-0.9999999999999999,-1.0,-0.4166666666666501,-1.0,-0.75,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-0.8717504209858761,-1.0,-0.920446874683939,0.5,1.0,-0.5,-0.75,-0.1428571428571428,-0.25,1,0,1,1,1,1,1
106,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,1.0000000000000002,-1,-1.0,-1.0,1.0,0.0,0.0,-1.0,-0.75,1.0,1.0,0.1428571428571428,0.20000000000000018,1.0,-1.0,0.0,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,1.0,1.0,-1.0,0.0,0.41935483870967727,-0.09090909090909083,-0.33333333333333326,0.33333333333333326,0.1428571428571428,-0.9999999999999999,0.0,0.709090909090909,-1.0,-1.0,-0.9591836734693877,-1.0,0.0,-0.75,-1.0,-0.9999999999999999,-1.0,0.1428571428571428,-0.5,1.0,0.20000000000000018,0.2727272727272727,-0.75,-1,0.1428571428571428,0.12121212121212133,-1.0,0.11111111111111116,-0.13888888888899986,1,1.0,1.0,0.0,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,-0.947879213802592,-1.0,-0.9770751446009411,0.5,1.0,-1.0,-0.25,-0.9999999999999999,-0.5,1,0,1,1,1,1,1
1089,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1,1.0,1.0,1.0,0.0,-0.25,1.0,-0.75,-1.0,0.7142857142857144,-0.9999999999999999,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,-0.9797979797979798,-0.33333333333333326,-1.0,-1.0,0.1428571428571428,-0.33333333333333326,-1.0,-1.0,0.0,0.29032258064516125,-1.0,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.8181818181818181,-1.0,-1.0,-0.9795918367346939,0.5,0.0,0.0,-1.0,0.06666666666666687,0.5,0.1428571428571428,0.0,1.0,1.0000000000000004,-1.0,-1.0,-1,0.1428571428571428,-0.48484848484848464,1.0,-0.11111111111111116,0.13888888888899986,-1,-0.9999999999999999,-1.0,-0.08333333333334991,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-0.76311713935845,1.0,1.0,-1.0,-0.25,-0.1428571428571428,-0.5,0,0,0,0,0,0,0
1663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,1.0,1.0,-0.25,1.0,-1.0,-1.0,0.7142857142857144,0.1428571428571428,-1.0,0.3333333333333335,-1.0,-0.75,-1.0,-0.8585858585858586,0.3333333333333335,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,0.0,0.29032258064516125,-0.09090909090909083,-0.33333333333333326,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,0.5999999999999999,-1.0,-1.0,-0.9591836734693877,0.0,0.0,0.5,-1.0,-0.19999999999999973,0.5,-0.9999999999999999,-0.5,1.0,0.20000000000000018,0.2727272727272727,-0.75,-1,0.1428571428571428,0.666666666666667,1.0,-0.11111111111111116,-0.25,-1,-0.9999999999999999,-1.0,0.1666666666666501,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,0.5,-1.0,1.0,1.0,-1.0,-0.25,-0.4285714285714285,-0.25,0,0,1,1,0,1,1
1406,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.25,-1.0,-0.1428571428571428,1.0,0.6000000000000001,-0.9999999999999999,-0.25,-0.75,-1.0,-0.9797979797979798,0.3333333333333335,1.0,1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,0.0,-0.3548387096774195,-1.0,0.3333333333333335,-1.0,0.1428571428571428,-0.9999999999999999,0.0,-0.38181818181818183,0.33333333333333326,0.0,-0.9591836734693877,0.75,0.0,-1.0,-1.0,0.3333333333333335,-1.0,0.1428571428571428,0.0,-1.0,1.0000000000000004,-1.0,-0.75,-1,0.1428571428571428,-0.909090909090909,1.0,-0.11111111111111116,0.13888888888899986,-1,-0.9999999999999999,-1.0,0.3333333333333499,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-0.5,-1.0,-0.5,-0.3606177829934928,1.0,1.0,-0.25,-1.0,-0.9999999999999999,-0.75,0,0,0,0,0,0,0
