,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
1011,-1.6202624416522575,-1.5182546783961886,1.7356696713212616,-1.623970029872567,1.5793995419834053,0.49610296568362255,0.8614668482663016,-0.29686800037714384,-0.8786706416872605,-1.2799155483736278,0,0,0,0,0,0,0
575,-1.937653004491276,-1.6568653442879675,-0.6256155508135599,0.1791944219339257,-1.81277172583428,0.7489012866145536,-0.5910874683108756,0.22048621482546432,-0.7036363633105968,-0.3197905869150293,1,0,0,1,1,1,1
2316,1.8831161959020284,-1.6521093041986203,-3.2423341485158605,3.506666617724879,-1.2598523411435614,-0.15216606319650483,1.360185202264365,-0.3649655846831948,-0.4434361465731123,-0.10345982721785081,0,0,1,1,1,1,1
1092,0.7110116082192243,2.5115007852781095,-0.04142132177735572,-1.3868397196487894,-1.2745721531481686,0.9622230737342589,-0.016774942945295163,2.7510024458292195,1.633023815707317,-0.4083414739773257,1,0,0,0,0,0,0
19,-1.1724740138925955,-2.3434867175397733,1.3472962498790724,1.085884840983411,-0.5364893408386546,-0.80217221584497,2.1706232736231983,-0.1691945686701395,0.5569783345437134,0.39593948933089806,0,0,0,1,0,0,0
2198,1.8000788916822843,-1.400533599622568,-3.112137484627532,3.518618069551441,-0.5823686892762682,2.1426935931488775,0.03987193413466133,-0.7339195963443946,-0.6761496564769957,-0.8820283125395982,1,0,1,1,1,1,1
1428,-1.1026309299658,-2.1557872101259847,1.748035369640114,0.8161661770078567,0.8535820473130205,0.39116745434559547,-0.8700096183182133,-0.7581484697935187,-0.15213786820268732,1.4515083834974167,0,0,0,1,0,0,0
1386,3.150707991293334,-2.0467633967935193,2.852314468186643,0.256277077576934,0.04744365088656933,0.9749400852953366,-0.8607252839117934,0.012522385515943257,0.005603729841179673,1.4219533531956408,0,0,0,0,0,0,0
1858,-1.3424036826639756,-0.7651784422687042,-1.5121747961723715,-1.245279375853878,1.7631335007572788,-1.1186816952004048,-1.3186698037253457,-0.9745218854865809,0.29455621435913987,-0.22633366089819643,0,0,0,1,0,0,1
1967,3.179010679605728,-1.1766608687551041,-1.6819837935796902,0.31929517140660674,-2.4917204030479216,0.8655496374186996,-0.9658614227931288,0.6708090184662927,0.023573641350693477,-0.7920289796295865,0,0,1,1,1,1,1
1147,-2.064021849067192,-1.5761599963980037,0.2278348126192016,-0.9891047909974287,-1.8930299065292946,1.163333130309597,0.14458937748881684,0.12104105357839058,-1.0842339894462476,-0.7094527798870558,0,0,0,1,1,1,1
