,COUNTY,WWWRACE4,WWWAGEC1,W1STATE,HISWT1RV,STRATA,CENSDIV,CL2,WWWEDU3,RHWT2CC,W3IWER4_A
843,-0.9683681704582068,0.594721082475474,-0.4174659055989308,0.6729308634729035,0.8723770552982815,-0.41609830786545854,0.2554820529263935,0.6630414737623171,0.15491406758173365,0.3279735153967522,0
676,0.5283189000284458,0.9949828346433065,-0.9955797134098126,0.9686048981441262,0.9704373910306059,-0.9991694497838005,0.7874464681990886,0.5357067219100522,-0.1948120925094632,0.048148741298614545,0
393,0.7121539576243809,1.0000000000000002,-0.9955797134098126,0.9806799373194623,0.9704373910306059,-0.9983388995676009,0.8087420055929219,0.5602806137389102,-0.1932074598377846,0.04880674730238917,0
953,-0.9523423804829199,0.3980614599693961,-0.12695499791764864,0.579260501134762,0.8185276027709879,-0.12542251149990657,-0.0016132419145313825,0.7338178120828553,0.32894377238426586,0.46467461241996727,0
1059,-0.9763961194475386,0.6899040073628373,-0.5615889038144308,0.7212675478310552,0.8922682133813158,-0.5608628455611542,0.3853406711238114,0.6285716183988932,0.0698227984670391,0.25678078570879315,0
108,0.7599467145971686,0.9924742519649596,-0.9970531422732084,0.9830949451545297,0.9706134666967494,-1.0,0.8098067824626136,0.5602806137389102,-0.1932074598377846,0.047914204852993914,0
403,-0.5617263891343349,0.9974914173216534,-0.991159426819625,0.8961546630921093,0.9704373910306059,-1.0,0.8076772287232302,0.5602806137389102,-0.1932074598377846,0.0480220666415593,0
692,0.7498506762700903,0.9949828346433065,-0.991159426819625,0.9830949451545297,0.970578933344338,-0.9991694497838005,0.8098067824626136,0.5357067219100522,-0.1948120925094632,0.047914204852993914,0
1017,-0.904336440315494,-0.1885139250530301,0.7435158203398833,0.296344669552668,0.6591954740837339,0.7433224705502932,-0.7724495662568804,0.9394727394519379,0.846454360692611,0.8781503781413027,0
555,-0.05049641960095275,0.9949828346433065,-0.9985265711366043,0.9299647727830506,0.9704373910306059,-0.9991694497838005,0.7970294600263136,0.5357067219100522,-0.1948120925094632,0.04900911075574279,0
570,0.9253328964011767,0.9924742519649596,-0.9941062845464167,0.9951699843298658,0.9744626462304229,-0.9983388995676009,0.8193897742898386,0.5357067219100522,-0.1932074598377846,0.047914204852993914,0
883,-0.988436258572947,0.8372756606847954,-0.7804904402938908,0.7930008965259648,0.9312551890340082,-0.7785101417460879,0.5791930680712182,0.5801029893677635,-0.059846694605073913,0.15194371517617986,0
860,-0.9042693395661585,-0.19062372821564488,0.7445309610265296,0.29554826529651146,0.6577066338243384,0.7449933039930385,-0.7734052918822274,0.9391870139640597,0.8482366547208829,0.8783070137430288,0
694,-0.3821403836400836,0.9949828346433065,-0.9985265711366043,0.9082297022674455,0.9705156567555662,-0.9991694497838005,0.7970294600263136,0.5357067219100522,-0.1932074598377846,0.0480175949792842,0
753,0.7503591098549072,0.9974914173216534,-0.9985265711366043,0.9830949451545297,0.9704939567795849,-1.0,0.8098067824626136,0.5602806137389102,-0.1948120925094632,0.047914204852993914,0
