,CENSDIV,MULT3,W1STATE,W2TOTCL,WWWAGEC1,WWWSEX,WWWAGE,W12SEX,W12EDUC3,W1AGECAT,CENSREGN,W2CIVLIB,W12AGEC1,W2FIPCOM,WWWEDU3,WWWEDU5,W1FIPCOM,IMPHISP,AGE4049M,IMPRACE,W1TRUAM3,W1TRUAM2,AGE5059M,WWWRACE3,WWWMALE,COMPLET3,W12HISP,COMPLET2,WWWBRNUS,RAC3,WWWHISP,W2SECURE,W2MISSCL,WWWBLACK,W12RACE4,W12WHITE,WWWWHITE,MULT2,RACES,USAWT2RC,EDUCAT4,WWWRACE4,W12BLACK,HISWT2RC,WWWHOMLN,AGE65PLM,NEWRACE,W12OTHET,AGE3039,USAWT2CC,RACWT1RV,USAWT1RV,RHWT2RC,RACWT2RC,HISWT1RV,RHWT2CC,USAWT2NC,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
776,-0.3548387096774195,1.0,-0.09090909090909094,-1.0,0.33333333333333326,1,0.06666666666666687,1.0,1.0,0.33333333333333326,-0.33333333333333326,-1.0,0.33333333333333326,-1.0,1.0,1.0,0.9999999999999999,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8582669599330014,-0.6965264146572793,-1.0,-1.0,-0.6965264146572273,-1.0,-1.0,0,0,0,1,0,0,0
1956,-0.935483870967742,1.0,0.49090909090909074,1.0000000000000002,0.9999999999999998,-1,0.6266666666666669,-1.0,1.0,0.9999999999999998,-0.9999999999999999,0.2727272727272727,0.9999999999999998,0.9999999999999999,1.0,1.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,1,1.0,-1.0,1.0,1.0,0.0,-1,-0.09090909090909083,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.953243981730323,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9413330630384245,-0.9668786760682596,0,0,1,1,1,1,1
1530,0.9354838709677418,1.0,0.7454545454545454,1.0000000000000002,-0.6666666666666666,1,-0.7333333333333333,1.0,0.0,-0.6666666666666666,1.0,0.09090909090909105,-0.6666666666666666,-0.1428571428571429,0.0,0.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,0.09090909090909105,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.20477047600230092,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5604380712420982,-0.20653020413753687,0,0,0,0,0,0,0
1177,0.35483870967741926,1.0,-1.0,-1.0,-0.33333333333333326,1,-0.5199999999999999,1.0,1.0,-0.33333333333333326,0.3333333333333335,-1.0,-0.33333333333333326,-1.0,1.0,0.5,0.4285714285714285,0.1428571428571428,-1.0,0.0,0.5,0.6000000000000001,-1.0,0,-1,1.0,-1.0,1.0,1.0,0.0,-1,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-0.07883550671388928,-0.07883550671374162,-1.0,-1.0,-0.07883550671392214,-1.0,-1.0,0,0,0,1,0,0,0
1769,-0.935483870967742,1.0,0.19999999999999996,1.0000000000000002,0.0,1,-0.19999999999999996,1.0,1.0,0.0,-0.9999999999999999,1.0000000000000002,0.0,0.9999999999999999,1.0,1.0,-1.0,0.1428571428571428,1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.8181818181818181,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.925647529898556,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9067065195497805,-0.9044457736983601,1,0,0,1,1,0,0
1263,0.9999999999999998,1.0,-0.8181818181818182,-1.0,-0.33333333333333326,1,-0.5733333333333333,1.0,-1.0,-0.33333333333333326,1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.4285714285714285,0.1428571428571428,-1.0,-1.0,0.0,-0.19999999999999996,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.6823520576987158,-0.31986388014202083,-1.0,-1.0,-0.31986388014209044,-1.0,-1.0,0,0,0,0,0,0,0
772,0.9354838709677418,1.0,-0.7454545454545455,1.0000000000000002,0.0,-1,-0.33333333333333326,-1.0,-1.0,0.0,1.0,-0.2727272727272727,0.0,0.9999999999999999,0.0,-0.5,-0.1428571428571429,0.1428571428571428,1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.4545454545454546,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.8750282297162728,-0.33333333333333326,-0.9999999999999999,-1.0,-0.8750282297160884,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9495452787111046,-0.9184136641339764,-0.8253103309677368,-0.8750282297159981,-0.8750282297162946,-0.8253103309676914,-0.9721112283492442,-1.0,1,0,0,0,0,0,0
1438,0.41935483870967727,1.0,0.4181818181818182,-1.0,-0.33333333333333326,-1,-0.5733333333333333,-1.0,-1.0,-0.33333333333333326,0.3333333333333335,-1.0,-0.33333333333333326,-1.0,0.0,-0.5,0.1428571428571428,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.3014096402445411,0.49579604770030006,-1.0,-1.0,0.4957960477002321,-1.0,-1.0,0,0,0,0,0,0,0
430,0.29032258064516125,1.0,-0.5636363636363637,1.0000000000000002,0.9999999999999998,1,0.3333333333333335,1.0,-1.0,0.9999999999999998,0.3333333333333335,0.09090909090909105,0.9999999999999998,-0.1428571428571429,-1.0,-1.0,-0.1428571428571429,0.1428571428571428,-1.0,0.0,0.5,0.6000000000000001,-1.0,0,-1,1.0,-1.0,1.0,1.0,0.0,-1,0.09090909090909105,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-0.8914945906136512,-0.9999999999999999,-0.33333333333333326,1.0,-0.8914945906136512,-1.0,1.0,0.0,-1.0,-1.0,-0.9571011140571191,-0.9658920441733374,-0.9658920441733987,-0.7925038900584617,-0.8074500059079371,-0.965892044173401,-0.9461727852270598,-1.0,0,0,0,1,1,0,1
1313,0.29032258064516125,1.0,0.8181818181818181,-1.0,0.33333333333333326,1,-0.013333333333333197,1.0,1.0,0.33333333333333326,0.3333333333333335,-1.0,0.33333333333333326,-1.0,1.0,0.5,0.9999999999999999,0.1428571428571428,-1.0,-1.0,0.5,0.6000000000000001,1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7791521035169471,-0.5271285867473439,-1.0,-1.0,-0.5271285867473903,-1.0,-1.0,0,0,0,0,0,0,0
2732,0.41935483870967727,1.0,0.4181818181818182,1.0000000000000002,0.9999999999999998,1,0.3333333333333335,1.0,0.0,0.9999999999999998,0.3333333333333335,0.8181818181818183,0.9999999999999998,0.4285714285714285,0.0,0.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,1.0,-1.0,1.0,1.0,0.0,-1,-0.6363636363636362,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.9951579456349325,-1.0,-1.0,-1.0,-1.0,-1.0,-0.993924450611599,-0.9950234003274319,0,0,0,1,1,0,0
281,0.41935483870967727,1.0,0.709090909090909,1.0000000000000002,0.0,1,-0.33333333333333326,1.0,-1.0,0.0,0.3333333333333335,0.4545454545454546,0.0,0.4285714285714285,0.0,-0.5,-0.1428571428571429,0.1428571428571428,1.0,0.0,0.5,0.6000000000000001,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.2727272727272727,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-0.9341596160332174,-0.33333333333333326,-0.33333333333333326,1.0,-0.9341596160333737,-1.0,-1.0,0.0,-1.0,-1.0,-0.9739692321499074,-0.979303511957283,-0.9793035119571037,-0.8740926961393042,-0.883161903028936,-0.9793035119572499,-0.9673379925614024,-1.0,0,0,0,1,0,0,0
2072,0.29032258064516125,1.0,-0.6000000000000001,1.0000000000000002,0.33333333333333326,1,0.040000000000000036,1.0,1.0,0.33333333333333326,0.3333333333333335,0.09090909090909105,0.33333333333333326,0.9999999999999999,1.0,0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.09090909090909105,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.9371448422999564,1.0,-0.9999999999999999,-1.0,-0.9371448422998719,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9749565498224649,-0.9735789711953613,-0.9434282624856294,-0.9371448422998173,-0.9371448422998772,-0.9434282624856429,-0.9861572704098943,-1.0,1,0,0,1,1,0,1
2382,0.41935483870967727,1.0,0.709090909090909,1.0000000000000002,-0.33333333333333326,-1,-0.46666666666666656,-1.0,-1.0,-0.33333333333333326,0.3333333333333335,-0.2727272727272727,-0.33333333333333326,0.4285714285714285,0.0,-0.5,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,-1.0,1.0,-1.0,1.0,-1.0,1,0.4545454545454546,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.3333333333333335,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9957085013949084,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9944952785820653,-0.9962667707587066,0,0,0,1,0,0,0
2014,0.35483870967741926,1.0,-1.0,0.4545454545454546,0.9999999999999998,1,0.3600000000000001,1.0,0.0,0.9999999999999998,0.3333333333333335,-0.6363636363636362,0.9999999999999998,0.4285714285714285,0.0,0.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,0.2727272727272727,-0.2727272727272727,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.9914544116924346,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9892774554145733,-0.9912169569429753,0,0,0,1,1,0,0
468,0.9999999999999998,1.0,-0.8181818181818182,-1.0,0.0,-1,-0.22666666666666657,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.4285714285714285,0.1428571428571428,1.0,0.0,-1.0,-1.0,-1.0,0,1,1.0,-1.0,1.0,1.0,0.0,-1,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.9872565563114571,-0.9872565563115857,-1.0,-1.0,-0.9872565563114609,-1.0,-1.0,0,0,0,1,0,0,0
3162,-0.29032258064516125,1.0,-0.3090909090909091,1.0000000000000002,-0.33333333333333326,1,-0.5466666666666666,1.0,-1.0,-0.33333333333333326,-0.33333333333333326,0.4545454545454546,-0.33333333333333326,-0.1428571428571429,0.0,-0.5,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,1,-0.2727272727272727,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.6386860142920968,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5365411902031751,-0.6588610897727696,1,0,0,1,0,0,0
1171,-0.3548387096774195,1.0,0.38181818181818183,-1.0,0.0,1,-0.41333333333333333,1.0,1.0,0.0,-0.33333333333333326,-1.0,0.0,-1.0,1.0,0.5,0.4285714285714285,0.1428571428571428,1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8582669599330014,-0.6965264146572793,-1.0,-1.0,-0.6965264146572273,-1.0,-1.0,0,0,0,1,0,0,0
2060,-0.935483870967742,1.0,0.2727272727272727,1.0000000000000002,0.0,1,-0.30666666666666664,1.0,0.0,0.0,-0.9999999999999999,-0.4545454545454545,0.0,-0.1428571428571429,0.0,0.0,-1.0,-0.9999999999999999,1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,0.0,-1,0.6363636363636365,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.5367643401425555,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6704596944382408,-0.5726859753346217,0,0,0,1,0,0,0
586,-0.3548387096774195,1.0,0.38181818181818183,1.0000000000000002,0.33333333333333326,1,0.040000000000000036,1.0,-1.0,0.33333333333333326,-0.33333333333333326,-0.2727272727272727,0.33333333333333326,0.9999999999999999,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,0.5,0.6000000000000001,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.4545454545454546,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.6882460030094484,-0.33333333333333326,-0.9999999999999999,-1.0,-0.6882460030092742,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8769016990118295,-0.8137038447868925,-0.6011095074844119,-0.6882460030093103,-0.6882460030094548,-0.6011095074843201,-0.9319575984337829,-1.0,1,0,0,1,0,0,0
647,0.41935483870967727,1.0,-0.23636363636363644,1.0000000000000002,-0.33333333333333326,1,-0.5199999999999999,1.0,-1.0,-0.33333333333333326,0.3333333333333335,0.2727272727272727,-0.33333333333333326,-0.1428571428571429,0.0,-0.5,0.9999999999999999,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,-0.09090909090909083,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.38497002289894944,-0.33333333333333326,-0.9999999999999999,-1.0,-0.38497002289875437,1.0,-1.0,-1.0,-1.0,1.0,-0.7552632413733389,-0.7436404079148048,-0.45109224701384665,-0.3849700228988788,-0.38497002289896487,-0.4510922470139397,-0.8647221230933669,-1.0,1,0,0,0,0,0,0
1876,0.35483870967741926,1.0,-0.2727272727272728,1.0000000000000002,0.0,1,-0.30666666666666664,1.0,1.0,0.0,0.3333333333333335,0.2727272727272727,0.0,0.9999999999999999,1.0,0.5,-1.0,0.1428571428571428,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.09090909090909083,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9158103310075388,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9534642865146779,-0.9158725226161407,1,0,0,1,1,0,1
1134,0.29032258064516125,1.0,-0.6000000000000001,1.0000000000000002,-0.33333333333333326,1,-0.6533333333333332,1.0,-1.0,-0.33333333333333326,0.3333333333333335,-0.2727272727272727,-0.33333333333333326,-0.1428571428571429,0.0,-0.5,-0.1428571428571429,0.1428571428571428,-1.0,-1.0,0.5,0.6000000000000001,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.4545454545454546,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.47221877502221243,-0.33333333333333326,-0.9999999999999999,-1.0,-0.4722187750221366,-1.0,-1.0,-1.0,-1.0,1.0,-0.7899818365376382,-0.7800078295642647,-0.5289608359640177,-0.4722187750223672,-0.4722187750221286,-0.5289608359640727,-0.8839127745891938,-1.0,0,0,0,0,0,0,0
2027,0.29032258064516125,1.0,0.8181818181818181,1.0000000000000002,0.0,-1,-0.3599999999999999,-1.0,-1.0,0.0,0.3333333333333335,0.4545454545454546,0.0,0.9999999999999999,0.0,-0.5,-1.0,0.1428571428571428,1.0,0.0,-1.0,-1.0,-1.0,0,1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.2727272727272727,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.9103076572466793,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8874588723981688,-0.9195436914047475,1,0,0,1,0,0,0
826,-0.3548387096774195,1.0,-0.09090909090909094,-1.0,0.6666666666666667,-1,0.2266666666666668,-1.0,-1.0,0.6666666666666667,-0.33333333333333326,-1.0,0.6666666666666667,-1.0,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,1.0,0.6000000000000001,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6963810623898478,-0.3499022702759832,-1.0,-1.0,-0.34990227027576337,-1.0,-1.0,0,0,0,0,0,0,0
1622,-0.3548387096774195,1.0,0.9636363636363636,1.0000000000000002,0.33333333333333326,-1,-0.1466666666666665,-1.0,-1.0,0.33333333333333326,-0.33333333333333326,0.8181818181818183,0.33333333333333326,0.9999999999999999,0.0,-0.5,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.6363636363636362,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7139202486033563,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8418698457392155,-0.7139202486033357,0,0,0,0,0,0,0
113,0.41935483870967727,1.0,0.709090909090909,1.0000000000000002,-0.33333333333333326,1,-0.6,1.0,0.0,-0.33333333333333326,0.3333333333333335,-0.09090909090909083,-0.33333333333333326,0.4285714285714285,0.0,0.0,-0.1428571428571429,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1.0,1.0,-1.0,1.0,-1.0,1,0.2727272727272727,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-0.9479789663549859,0.3333333333333335,0.3333333333333335,-1.0,-0.9496153038656647,1.0,-1.0,-1.0,-1.0,1.0,-0.9710380399040706,-0.9570130835841488,-0.9079579917188855,-0.9451074369525315,-0.9479789663550928,-0.8743443998161317,-0.9628503847447113,-1.0,1,0,0,1,0,0,0
708,0.35483870967741926,1.0,0.6727272727272726,1.0000000000000002,0.0,1,-0.3599999999999999,1.0,-1.0,0.0,0.3333333333333335,-0.09090909090909083,0.0,0.9999999999999999,0.0,-0.5,0.9999999999999999,0.1428571428571428,1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.2727272727272727,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.15351592874130127,-0.33333333333333326,-0.9999999999999999,-1.0,-0.15351592874143982,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6631615115650504,-0.6471646597824152,-0.24452191471526452,-0.1535159287413278,-0.15351592874129505,-0.24452191471531826,-0.8138130298381897,-1.0,0,0,0,1,0,0,0
949,-0.3548387096774195,1.0,0.38181818181818183,-1.0,0.33333333333333326,1,-0.1466666666666665,1.0,-1.0,0.33333333333333326,-0.33333333333333326,-1.0,0.33333333333333326,-1.0,0.0,-0.5,-0.1428571428571429,0.1428571428571428,-1.0,0.0,1.0,1.0,1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.6251301215241281,-0.6251301215239655,-1.0,-1.0,-0.6251301215241445,-1.0,-1.0,0,0,0,1,0,0,0
3217,0.35483870967741926,1.0,0.6727272727272726,1.0000000000000002,0.33333333333333326,1,0.040000000000000036,1.0,1.0,0.33333333333333326,0.3333333333333335,-0.4545454545454545,0.33333333333333326,0.9999999999999999,1.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.6363636363636365,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9158103310075388,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9534642865146779,-0.9158725226161407,0,0,0,1,1,0,1
522,-0.29032258064516125,1.0,0.018181818181818077,-1.0,-0.33333333333333326,-1,-0.6,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,1.0,0.5,-0.1428571428571429,0.1428571428571428,-1.0,0.0,0.0,-0.19999999999999996,-1.0,0,1,-1.0,-1.0,-1.0,1.0,0.0,-1,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-0.9970905778905123,-0.9970905778906335,-1.0,-1.0,-0.9970905778905877,-1.0,-1.0,0,0,0,1,0,0,0
842,0.9999999999999998,1.0,0.8909090909090909,-1.0,-0.6666666666666666,1,-0.8133333333333332,1.0,1.0,-0.6666666666666666,1.0,-1.0,-0.6666666666666666,-1.0,1.0,0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,-0.5,-0.6,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9265072077685427,-0.842639929653628,-1.0,-1.0,-0.8426399296538561,-1.0,-1.0,0,0,0,0,0,0,0
2139,0.29032258064516125,1.0,-0.6000000000000001,1.0000000000000002,0.9999999999999998,-1,0.3600000000000001,-1.0,-1.0,0.9999999999999998,0.3333333333333335,-0.6363636363636362,0.9999999999999998,0.4285714285714285,0.0,-0.5,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,-1.0,-1.0,1,0.8181818181818183,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9956272253933103,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9943910255486937,-0.9961960677307707,0,0,0,0,1,0,0
1132,-0.3548387096774195,1.0,-0.38181818181818183,1.0000000000000002,0.6666666666666667,-1,0.1200000000000001,-1.0,1.0,0.6666666666666667,-0.33333333333333326,-0.2727272727272727,0.6666666666666667,0.9999999999999999,1.0,1.0,0.9999999999999999,0.1428571428571428,-1.0,-1.0,-1.0,-0.6,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.4545454545454546,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.9127014423854977,1.0,-0.9999999999999999,-1.0,-0.9127014423855151,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9652982917558395,-0.9485011611772095,-0.8897325757555197,-0.9127014423856067,-0.9127014423857441,-0.8897325757553314,-0.9808186827241111,-1.0,0,0,0,0,1,1,1
95,0.9999999999999998,1.0,-0.8181818181818182,1.0000000000000002,0.33333333333333326,1,0.040000000000000036,1.0,1.0,0.33333333333333326,1.0,0.4545454545454546,0.33333333333333326,0.9999999999999999,1.0,1.0,0.9999999999999999,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-0.2727272727272727,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.9911498877581172,1.0,-0.9999999999999999,-1.0,-0.9911498877581669,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9964686303588477,-0.9961631630067248,-0.9917847053997594,-0.9911498877581397,-0.9911498877583067,-0.9917847053997365,-0.9980480407180687,-1.0,1,0,0,1,1,0,0
1343,0.9354838709677418,1.0,-0.4545454545454546,1.0000000000000002,0.0,-1,-0.3599999999999999,-1.0,1.0,0.0,1.0,0.8181818181818183,0.0,0.9999999999999999,1.0,0.5,0.9999999999999999,0.1428571428571428,1.0,0.0,0.5,0.6000000000000001,-1.0,0,1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.6363636363636362,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-0.8072381574159591,1.0,-0.33333333333333326,1.0,-0.8072381574160992,-1.0,-1.0,0.0,-1.0,-1.0,-0.846103593169751,-0.6183422110590457,-0.61834221105907,-0.631379368940975,-0.6579314168705126,-0.6183422110589052,-0.8068990659975288,-1.0,0,0,0,1,1,0,0
