,WWWMALE,WWWWHITE,WWWSEX,W2TOTCL,W12WHITE,AGE65PLM,W2FIPCOM,AGE4049M,W12EDUC3,W12BLACK,W1FIPCOM,WWWBLACK,AGE5059M,AGE1829,AGE3039,WWWHOMLN,W2CIVLIB,W1TRUAM2,WWWAGEC1,EDUCAT4,CENSDIV,W12HISP,WWWEDU3,WWWBRNUS,WWWHISP,W1STATE,WWWEDU5,W2SECURE,W12RACE4,WWWRACE4,AGE6064M,RAC3,NEWRACE,WWWRACE3,WWWAGE,IMPHISP,COMPLET2,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,MULT2,RHWT2RC,RHWT2CC,USAWT2CC,USAWT2NC,W3IWER4_A
120,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.1428571428571428,-1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,0.3333333333333335,0.35483870967741926,-1.0,0.0,1.0,-1,-0.0181818181818183,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.06666666666666665,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9951194845855169,-0.9960791055379943,-1.0,-1.0,-1.0,-1.0,-1.0,0
118,1,1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.6000000000000001,0.0,0.3333333333333335,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.41333333333333333,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.12222178323847466,-0.29481305628298304,-1.0,-1.0,-1.0,-1.0,-1.0,0
44,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9999999999999999,-1,1.0,-1.0,-1.0,1.0,-1.0,-0.6,0.33333333333333326,1.0,-0.3548387096774195,-1.0,1.0,1.0,-1,-0.09090909090909094,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.01333333333333342,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.862893288322572,-0.8898516036002196,-1.0,-1.0,-1.0,-1.0,-1.0,0
326,-1,-1,1.0,1.0000000000000002,-1.0,1.0,-0.1428571428571429,-1.0,0.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-0.2727272727272727,-1.0,0.9999999999999998,0.3333333333333335,0.35483870967741926,-1.0,0.0,1.0,-1,-1.0,0.0,0.4545454545454546,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.2533333333333334,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.027062003194157747,-0.5713953829696543,-0.5569271276894646,0
528,-1,1,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,0.9999999999999998,-0.33333333333333326,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,-0.5,1.0000000000000002,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.4933333333333334,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-0.6206358054273649,-0.7976543941645406,-0.8374401681098306,-1.0,-0.7447586351311632,-0.8915848209009551,-0.8915848209009407,-1.0,0
69,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.29032258064516125,-1.0,-1.0,1.0,-1,-0.6000000000000001,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9466666666666667,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.0820620666904045,-0.2625496584993644,-1.0,-1.0,-1.0,-1.0,-1.0,0
439,1,-1,-1.0,1.0000000000000002,-1.0,1.0,-0.1428571428571429,-1.0,0.0,1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,-1.0,0.9999999999999998,0.3333333333333335,0.29032258064516125,-1.0,0.0,1.0,-1,-0.5636363636363637,0.0,0.09090909090909105,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.41333333333333355,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7452335559544021,-0.887768722631052,-0.9054664645208832,0
164,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.9999999999999999,-0.29032258064516125,-1.0,-1.0,1.0,-1,0.018181818181818077,-1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.8666666666666666,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.8135197125155782,-0.6792237640524084,-1.0,-1.0,-1.0,-1.0,-1.0,0
454,1,1,-1.0,1.0000000000000002,1.0,-1.0,0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,-0.4545454545454545,-1.0,-0.33333333333333326,0.3333333333333335,0.9354838709677418,-1.0,0.0,1.0,-1,0.23636363636363633,0.0,0.6363636363636365,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.6533333333333332,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7508790626477664,-0.750879062647748,-0.746405749535848,0
413,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.33333333333333326,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,0.709090909090909,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.11999999999999988,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9026812227231042,-0.9218163201094332,-1.0,-1.0,-1.0,-1.0,-1.0,0
182,1,1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.0,0.3333333333333335,-1.0,-1.0,0.0,1.0,-1,-0.20000000000000007,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.30666666666666664,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7315190746129869,-0.7843085649602148,-1.0,-1.0,-1.0,-1.0,-1.0,0
310,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.4285714285714285,1,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,1.0,0.29032258064516125,-1.0,1.0,1.0,-1,-0.1636363636363637,0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.4933333333333333,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9908275056714837,-0.9842218271720731,-1.0,-1.0,-1.0,-1.0,-1.0,0
40,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.9999999999999998,0.3333333333333335,-0.29032258064516125,-1.0,0.0,1.0,-1,-0.3090909090909091,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.3866666666666667,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8464230480056616,-0.8766197892198594,-1.0,-1.0,-1.0,-1.0,-1.0,0
489,1,-1,-1.0,1.0000000000000002,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,0.4545454545454546,-1.0,-0.33333333333333326,-0.9999999999999999,0.9999999999999998,1.0,-1.0,-1.0,1,-0.8181818181818182,-1.0,-0.2727272727272727,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.43999999999999995,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8380404742053812,-0.930207669268254,-0.9316712419932898,0
458,-1,1,1.0,1.0000000000000002,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-0.2727272727272727,-1.0,0.33333333333333326,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,0.38181818181818183,-0.5,0.4545454545454546,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.11999999999999988,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.895833397497852,-0.8958333974978983,-0.8943581384058689,0
27,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.4285714285714285,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,0.0,0.3333333333333335,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.22666666666666657,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9890656195108669,-0.9811910981955753,-1.0,-1.0,-1.0,-1.0,-1.0,0
147,-1,1,1.0,1.0000000000000002,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,0.2727272727272727,-1.0,0.33333333333333326,-0.33333333333333326,-0.935483870967742,-1.0,0.0,1.0,-1,0.49090909090909074,-0.5,-0.09090909090909083,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.11999999999999988,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8114660477423441,-0.8114660477423834,-0.8127635702500398,0
203,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,1.0,1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1,-0.12727272727272732,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.4933333333333333,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.0071357744565543335,-0.19089015296217027,-1.0,-1.0,-1.0,-1.0,-1.0,0
157,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.9999999999999999,0.35483870967741926,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9199999999999999,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6728358889052308,-0.7371638357032553,-1.0,-1.0,-1.0,-1.0,-1.0,0
271,-1,-1,1.0,1.0000000000000002,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1.0,-0.33333333333333326,1.0,0.41935483870967727,1.0,1.0,1.0,1,0.709090909090909,0.5,0.09090909090909105,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.5199999999999999,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9985404931610126,-0.9993710627175286,-0.9994637902893795,0
390,-1,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.3333333333333335,0.29032258064516125,-1.0,0.0,1.0,-1,-0.5636363636363637,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.22666666666666657,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7599377708371864,-0.8071394955439777,-1.0,-1.0,-1.0,-1.0,-1.0,0
510,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-0.29032258064516125,-1.0,0.0,1.0,-1,-0.3090909090909091,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.8933333333333333,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.1633717363309921,-0.32787198745856716,-1.0,-1.0,-1.0,-1.0,-1.0,0
507,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.6666666666666667,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,-0.23636363636363644,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,-1.0,-1,0.14666666666666672,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9026812227231042,-0.9218163201094332,-1.0,-1.0,-1.0,-1.0,-1.0,0
78,-1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999999,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,-0.4181818181818182,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.52,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9966957423672053,-0.9943161427926361,-1.0,-1.0,-1.0,-1.0,-1.0,0
22,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.7142857142857141,1,-1.0,-1.0,-1.0,1.0,-1.0,0.20000000000000018,0.0,1.0,0.29032258064516125,-1.0,1.0,-1.0,-1,-0.1636363636363637,0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.3599999999999999,-1.0,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9979277969078052,-0.9964354757436722,0.0,-1.0,-1.0,-1.0,-1.0,0
309,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.4285714285714285,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,0.8181818181818181,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.09333333333333327,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.721806363320574,-0.5214619794808977,-1.0,-1.0,-1.0,-1.0,-1.0,0
34,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,-0.1636363636363637,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.4933333333333333,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9916961332853081,-0.993328863398882,-1.0,-1.0,-1.0,-1.0,-1.0,0
432,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,-0.5636363636363637,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-1.0,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.2019841388558059,-0.35889230854435006,-1.0,-1.0,-1.0,-1.0,-1.0,0
443,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.9999999999999999,1,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-0.6666666666666666,0.3333333333333335,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.7866666666666666,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.8565098438182418,-0.7531737385412998,-1.0,-1.0,-1.0,-1.0,-1.0,0
167,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,0.38181818181818183,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.11999999999999988,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7979168312808336,-0.8376510040868363,-1.0,-1.0,-1.0,-1.0,-1.0,0
269,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,1.0,-1.0,1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,-0.29032258064516125,-1.0,0.0,1.0,-1,-0.34545454545454546,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.84,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6928460960113232,-0.7532395784397189,-1.0,-1.0,-1.0,-1.0,-1.0,0
150,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,0.709090909090909,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.4933333333333333,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9914412183567844,-0.9931240705753546,-1.0,-1.0,-1.0,-1.0,-1.0,0
207,1,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,0.9999999999999998,-0.9999999999999999,-0.935483870967742,-1.0,-1.0,1.0,-1,0.2727272727272727,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.8133333333333335,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8013252022166358,-0.8403892113439095,-1.0,-1.0,-1.0,-1.0,-1.0,0
96,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,-0.6,-0.6666666666666666,1.0,0.29032258064516125,-1.0,1.0,1.0,-1,-0.6363636363636365,1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.7333333333333333,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9898260515780488,-0.9824991642625466,-1.0,-1.0,-1.0,-1.0,-1.0,0
77,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,1.0,-0.3548387096774195,-1.0,1.0,1.0,-1,0.38181818181818183,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.5466666666666666,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9056651008846651,-0.9242134995803377,-1.0,-1.0,-1.0,-1.0,-1.0,0
126,-1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,-0.9999999999999999,-0.3548387096774195,-1.0,-1.0,1.0,-1,-0.09090909090909094,-1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.41333333333333355,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9933914847344106,-0.9886322855852722,-1.0,-1.0,-1.0,-1.0,-1.0,0
272,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,1.0,0.35483870967741926,-1.0,1.0,1.0,-1,0.6727272727272726,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.6799999999999999,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9107048459789349,-0.9282623155252099,-1.0,-1.0,-1.0,-1.0,-1.0,0
447,-1,-1,1.0,0.8181818181818183,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-0.09090909090909083,-1.0,0.9999999999999998,-0.9999999999999999,0.41935483870967727,1.0,-1.0,-1.0,1,0.709090909090909,-1.0,0.09090909090909105,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,0.44000000000000017,-1.0,0.0,-0.9999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9600778554125527,-0.9827965690507936,-0.979915974949766,0
191,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,0.33333333333333326,-0.33333333333333326,-0.935483870967742,-1.0,0.0,1.0,-1,0.2727272727272727,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.01333333333333342,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9926445122851347,-0.9873473722366433,-1.0,-1.0,-1.0,-1.0,-1.0,0
220,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,1.0,-1.0,1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,0.41935483870967727,1.0,0.0,1.0,1,0.709090909090909,0.0,-1.0,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.8666666666666666,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9782586955129667,-0.9825335332197236,-1.0,-1.0,-1.0,-1.0,-1.0,0
506,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,0.3333333333333335,-0.29032258064516125,-1.0,0.0,1.0,-1,0.018181818181818077,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.41333333333333355,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8464230480056616,-0.8766197892198594,-1.0,-1.0,-1.0,-1.0,-1.0,0
117,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,-0.1636363636363637,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.9466666666666667,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9886614392332582,-0.9804958427892712,-1.0,-1.0,-1.0,-1.0,-1.0,0
61,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,-0.935483870967742,-1.0,0.0,1.0,-1,0.2727272727272727,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.8666666666666666,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6026504044332717,-0.6807784226878192,-1.0,-1.0,-1.0,-1.0,-1.0,0
68,-1,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,0.0,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,0.709090909090909,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.19999999999999996,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8360605983131952,-0.868294834136125,-1.0,-1.0,-1.0,-1.0,-1.0,0
130,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-0.1428571428571429,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,0.0,0.3333333333333335,-0.3548387096774195,-1.0,0.0,1.0,-1,0.38181818181818183,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.2533333333333332,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.8187354698095863,-0.6881957096394391,-1.0,-1.0,-1.0,-1.0,-1.0,0
347,-1,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.0,-0.33333333333333326,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.41333333333333333,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9977436512675056,-0.9981873010331497,-1.0,-1.0,-1.0,-1.0,-1.0,0
337,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.33333333333333326,-0.33333333333333326,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.4933333333333333,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.7662628938350385,-0.5979343976333733,-1.0,-1.0,-1.0,-1.0,-1.0,0
84,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,0.3090909090909091,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.43999999999999995,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.38804137779360304,-0.5083664389995208,-1.0,-1.0,-1.0,-1.0,-1.0,0
