,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,W3IWER4_A
319,-0.6440604218528991,0.09059852495063167,0.14846863209227393,-0.38694496030650577,-0.06258784826894777,0.00048781063799381097,-0.016259539053739835,0.007905396632650975,0.00228224449356674,0
74,-0.29464380984054317,-0.037899061410570346,-0.5134942289866488,0.09959175535177164,-0.061678189711632775,0.040296446447385496,0.00232924880171232,0.004351237118179982,0.0027917980021383054,0
323,-0.2680262467240673,-0.25145122844918033,-0.7736827029322733,0.6165519800361265,-0.029757223623457257,-0.009043666435670512,0.005346669408418519,-0.0020317278574186956,-0.002366739303028787,0
93,-0.1892735316142546,-0.0384065238622066,-0.49355389214686934,0.0914207893393566,0.1309264388946505,-0.00033668068396397336,-0.016216781336608845,0.01121536205022425,0.0021208157786301416,0
380,0.8145063883677088,-0.11766725511034883,-0.44656905746997805,-0.49549449578261373,0.03912742630049656,-0.02682339309576938,0.0060750284428560605,-0.000530937430423204,0.0001271372704450611,0
85,-0.20129196850140008,-0.18474707218486366,-0.8644826872508167,0.5462063775685448,-0.06759115452507689,-0.009537387105165879,0.006125603140889116,-0.0016474186521301009,-0.0022997846503539825,0
15,-0.3644790675048106,-0.3377035464535977,-0.7304217927084863,0.7652497416793932,-0.006972530572378379,0.002667052747166443,-0.015810208392630507,-0.0009072298709687676,-0.0017913968425209475,0
312,-0.4016021589039026,-0.145182203038245,-0.3537908384666025,0.21171645496121905,0.011825195458242396,-0.01677014735113653,0.017644118051611892,0.006412840769472179,0.0002801145430317877,0
370,-1.0147538297932412,-0.21092420058432113,0.5154500931496167,-0.02106744126039473,-0.03300176486898293,-0.00044007595675150615,-0.01153558396356862,-0.005500454872110763,-0.0012048405517735403,0
329,-1.1018717118199273,-0.3175425431298264,0.5623384295108346,0.11968870866110946,-0.019520771236730516,0.04671024359848698,0.0097378118647535,-0.01540404269100866,0.007893590987376875,0
448,2.4433178467577585,-2.0803784693291547,0.5095848109142814,0.15307530231409522,-0.029928723759194784,0.005129752737797689,-0.005142717442959679,0.0009055628416366285,-0.0008131341140989664,0
47,-0.2680262467240673,-0.25145122844918033,-0.7736827029322733,0.6165519800361265,-0.029757223623457257,-0.009043666435670512,0.005346669408418519,-0.0020317278574186956,-0.002366739303028787,0
68,-0.7115056142611573,0.10737290505064187,0.3116025613030545,-0.4858448391339112,-0.07543932410932579,-0.0020337926542319104,-0.011647568887316601,-0.0031044995399896165,-0.0003404733185150118,0
446,0.8566318378478968,-0.1713218283150094,-0.4215454402587477,-0.4752971770782261,0.037665959227307956,-0.021698406221598746,0.006622381905061901,-0.002736922914035653,0.0013164017341842642,0
360,-0.8133864001082176,0.0006013330928967265,0.38636403325990004,-0.3724254357183045,-0.06277564837718184,-0.017662980452025825,0.020945771230993337,0.01206238434543555,-0.003308827114028376,0
334,-0.8898102444171134,-0.10981146721673712,0.3698720052281522,-0.13585212672444424,-0.036113193787139654,0.0017143495981649457,-0.016630987114663376,0.006068536968707717,0.0017835891467398828,0
406,1.8201892245043036,-1.3323650262326323,0.1436776533777271,-0.09361029358032283,-0.0021870613266869246,-0.002815841875678163,0.0008364010850146991,9.056762664456468e-05,0.0002394662559579029,0
396,0.5957579359126711,0.14462961158170423,-0.5747192649331005,-0.5804493786602006,0.04822823112792212,-0.029204480721635066,0.0076825075574037185,-0.0023454205880906243,0.0009562801205270574,0
294,-0.8486210499673924,-0.1440950543785021,0.28059972634709224,-0.024204633532903808,-0.035778771739367686,0.00441868062774731,-0.021269016393006553,-0.003454112307832787,-0.0007097073834762423,0
283,-0.9224797564068372,0.0038976486263226535,0.5692587217792435,-0.41604075333365564,-0.06233218006933586,-0.0006443333676394037,-0.012004355257852494,-0.0022811443799533406,0.0012841562152467142,0
434,0.8560317461736324,-0.1715399930044463,-0.42193435076720637,-0.475056920265422,0.03812480125204969,-0.02029914736849209,0.007180512536398525,-0.002830785334462558,0.0015467559449234556,0
326,-0.7031529538646387,-0.05022419534144581,0.14346429547907233,-0.1355912173626156,-0.05371786319988002,-0.0018897537493441276,-0.010314195920388734,-0.0033415435418844286,-0.0009002326685267492,0
84,-0.8133864001082176,0.0006013330928967265,0.38636403325990004,-0.3724254357183045,-0.06277564837718184,-0.017662980452025825,0.020945771230993337,0.01206238434543555,-0.003308827114028376,0
452,2.396509656915357,-2.024557195354218,0.4820705395273557,0.13466644381117748,-0.027641480291842085,0.005085739025645086,-0.004447845772472392,0.0008737281330429105,-0.0006611895720488962,0
408,1.0725253744142094,-0.43425038713802283,-0.2950889082551613,-0.38873253903018,0.030212922426550423,-0.01328287117723015,0.0071322686115828475,-0.002004329302151075,0.0016588620298200072,0
420,2.438432784557148,-2.0803268840322047,0.5065491209971528,0.15438354659487674,-0.027181278425751753,0.013774851877855458,-0.001800314292401029,3.8980034525090634e-05,0.0006889678982327372,0
431,2.4332448606687493,-2.070426433173329,0.5033145250571612,0.14887500425129524,-0.027822412449367173,0.008234707050576832,-0.003208817121329409,0.00198595658586301,-0.0006113077598445475,0
314,-0.3732366231771616,0.09627395318372382,-0.01743431705458928,-0.35309665501987464,0.10133044887554377,-0.0025172788663578825,-0.013491436868415732,-0.00027759482010295076,8.567930474984247e-06,0
464,1.2987977331321177,-0.7003632615871593,-0.1623132873079986,-0.303434037444447,0.018365189465030872,-0.01862508644231177,0.0023736380680519373,0.000316785445079583,-0.0004522642851441749,0
393,0.5034330710997436,0.25391654773647954,-0.6287483299063239,-0.6150420147266904,0.05244239693980481,-0.02809463784528908,0.008955213367272584,-0.0037949547735889747,0.0017933421495097204,0
53,-1.1018717118199273,-0.3175425431298264,0.5623384295108346,0.11968870866110946,-0.019520771236730516,0.04671024359848698,0.0097378118647535,-0.01540404269100866,0.007893590987376875,0
62,-0.42650609843216236,-0.2823054747467953,-0.5341967687089654,0.5676626221599592,-0.026407140711414645,-0.00794988378213422,0.004829740618848057,-0.0007617005466497064,-0.0005310201040774844,0
287,-0.2997632104885233,-0.004588316997413199,-0.514267747829378,0.09123860719461244,-0.052702512029570464,0.0024413185156828996,-0.017451461804880747,0.002362508681665973,0.0011354599764723191,0
402,0.5033682450905714,0.2534426831162562,-0.6284700349637423,-0.6131699834551072,0.051863923337364205,-0.027300764259851937,0.008562971914990832,-0.005471345494643673,0.0023481128612288264,0
428,0.8569568424307558,-0.1691665457383048,-0.4214496701432075,-0.47739362046346534,0.036959634557426936,-0.02549137701888814,0.005533470852217523,-0.0015520989669924122,0.00045252477212019487,0
52,-0.8290908800892867,-0.258418507200566,0.22459115396195667,0.1571897596838257,0.037811134528789765,-0.01378628785606962,0.03352999037612321,-0.0003657514210426821,0.0032424261091716054,0
306,-0.29424788917032146,-0.28567863681620176,-0.7807143844071914,0.6881591855980872,-0.01949076621103169,-0.0032879135600334146,-0.005125838285040841,-0.0013214820021437567,-0.0020661498868176985,0
13,-0.8242129238680811,-0.10366086029841377,0.2823349715123791,-0.11829055237365754,-0.0422473645278149,-0.0043769118008966995,-0.005871947310909232,0.004405284922259028,0.0004456848241252652,0
383,0.8561576485950705,-0.17128097249976174,-0.421770061365531,-0.47485986082687853,0.03774640311148917,-0.020919461857412513,0.0067799189139370955,-0.0031470396150890703,0.0015387694555291309,0
313,-1.141401962606375,-0.5240964415570494,0.5460748708589801,0.48351639757794374,0.05608181312217775,-0.01049806185788452,0.009477741496888747,-0.008414941066114982,-0.002772688159432168,0
435,2.1742985376412975,-1.7581846070643645,0.35128545789825577,0.045518044692490586,-0.016869545957602844,0.002839093696396484,-0.0014884748429989296,0.0019190761431018102,-0.000550137685936665,0
304,-0.22868011611869227,0.13376023793571956,-0.4997843314685399,-0.1568025943017372,-0.07141993049034683,0.0019957397121355466,-0.017989738808539383,0.003040234908399049,0.0015616504373009079,0
32,-1.1488534552407648,-0.4468683962068139,0.5313013568582363,0.3793007331848075,-0.006998275292033815,-0.004824203180119373,0.00032766119959887706,-0.0053876263825286,-0.0005076497277152571,0
293,-0.369309435531884,0.04238320279779126,-0.09089061899716765,-0.2381270763296332,0.11333006011421465,-0.005305615053685992,-0.00778131526784232,0.009354645847347295,0.0021550557538332167,0
94,-1.0147538297932412,-0.21092420058432113,0.5154500931496167,-0.02106744126039473,-0.03300176486898293,-0.00044007595675150615,-0.01153558396356862,-0.005500454872110763,-0.0012048405517735403,0
55,-0.580500441768933,-0.13798686133974017,-0.13237948150014534,0.13210708091409243,-0.04676780575495748,-0.007900148841002503,0.001915789787152241,-0.0036964698728169758,-0.0017089156870784218,0
301,-0.30739209355613684,-0.2594548623123138,-0.7146738272772731,0.6041818257660232,-0.028832213461334456,-0.008874415504424533,0.005093570364998785,-0.0022820704709304715,-0.0023620821940128944,0
358,-0.31380990690618626,-0.2696094343002661,-0.7136990412714443,0.6214778373735441,-0.02746375740795045,-0.008836825270601251,0.005123400427484202,-0.0023390039226383603,-0.002392365790210477,0
333,-0.3753592967263102,-0.16481878629778407,-0.5269937464300836,0.3755842750588971,-0.035234759484022264,-0.005064136291769642,0.016481826605779487,-0.012377379975197307,0.007062265960417298,0
316,-0.8884165732503584,-0.14023315646494697,0.3740037534309554,-0.10198097222689181,-0.04327003919881843,-0.009477699042823572,0.004696737491461204,0.00416220006536475,0.0008780212053190717,0
12,-0.15669287911292545,-0.2248859242361576,-0.7168943923485618,0.5286793714306045,0.15216322085721118,0.002574615593777462,-0.0197015809130614,0.00136392603940824,-0.0008991906910321997,0
2,-0.18434568997952938,0.20570223962618828,-0.4872485145987499,-0.3008796558773429,-0.08660876243167598,-0.004290285648733144,-0.008187150488683759,0.00023179377972770658,-0.0004338809141325366,0
371,-0.8853504097304857,0.07672171390293411,0.6129961372781161,-0.5842907367353911,-0.0833490605485838,-0.012512403787219304,0.008269105148117434,-0.0060607650886351375,-0.0011011385951806784,0
449,1.9094037773507961,-1.44116191814344,0.19592739537247414,-0.05776802339334881,-0.0051979237422189635,0.0008804555900560399,0.0011345128773860374,0.0003823012997674123,0.00041573179234272325,0
429,0.8550238098506125,-0.1703457352397141,-0.4225178969214971,-0.4754052008080595,0.03815480280825624,-0.0202893348401769,0.007180441010701182,-0.0028765449467418823,0.001563393756447384,0
21,-0.25728334817524123,-0.17520063921971485,-0.7831578110946623,0.48696611317793614,-0.019259771114681544,-0.0024825203772371285,-0.0042534333463138604,0.020136956047220985,-0.0013791689169038485,0
67,-0.5867986712125378,0.04891604267638624,0.2665941227962431,-0.40043743487192185,0.1171320171413757,0.0011825052440464236,-0.020123395284073226,0.008993628152823473,0.002757658356151811,0
373,0.5975682109480281,0.14383202277117405,-0.5734124408913178,-0.5795223952801015,0.047043846184749376,-0.0312615150581164,0.006451417980104988,-0.0031199284514622783,0.0008535504929767923,0
451,0.5939741983083621,0.14667319881735266,-0.575938187132073,-0.5819083731439813,0.04876724938785463,-0.029064812302699288,0.008113272534585993,-0.0015525188474732414,0.0007747498848415207,0
417,2.4381335853518653,-2.079223265126399,0.5065131006814259,0.15441584926175742,-0.0277844400906734,0.012644406059352308,-0.002470744718940696,-0.00041887564023762185,0.0006450939894409113,0
445,0.5039375273161296,0.25445559108931115,-0.6282194985915373,-0.6145250347481228,0.05142794566799598,-0.029822004643393043,0.00787726004041249,-0.004583430067632491,0.001746487812974222,0
278,-0.18434568997952938,0.20570223962618828,-0.4872485145987499,-0.3008796558773429,-0.08660876243167598,-0.004290285648733144,-0.008187150488683759,0.00023179377972770658,-0.0004338809141325366,0
335,-0.9132317575504023,-0.10230323315263266,0.5894869047963329,-0.27691668069318043,-0.006792245194675392,-0.017099563944645478,0.018978042283113672,-0.004934372329170905,-6.952730278943288e-05,0
11,-0.2997632104885233,-0.004588316997413199,-0.514267747829378,0.09123860719461244,-0.052702512029570464,0.0024413185156828996,-0.017451461804880747,0.002362508681665973,0.0011354599764723191,0
349,-0.19050220832346523,-0.1584641846272575,-0.747205051198983,0.4398863478164588,0.02137944681366513,-0.0035602937816523552,-0.006864786006154133,-0.000194681132563117,-0.0014830941453421698,0
95,-0.8853504097304857,0.07672171390293411,0.6129961372781161,-0.5842907367353911,-0.0833490605485838,-0.012512403787219304,0.008269105148117434,-0.0060607650886351375,-0.0011011385951806784,0
433,0.5018344849568636,0.25289821782558564,-0.6295124134993318,-0.6127965553762988,0.05315143048718086,-0.023739509362215624,0.010085616866739052,-0.00547533429143147,0.0028729340980194707,0
286,-0.08636737845399346,0.2055761795777272,-0.6718088288689943,-0.20955710901160368,-0.0804783803609088,0.0009214802408552178,-0.01793221894846795,0.0017479951777134612,-0.00011694191593002341,0
456,2.174575290677043,-1.7586478976919802,0.35146380999264376,0.04579456595961249,-0.01687322253388869,0.003037057079463468,-0.001458464062920675,0.0018059446480701183,-0.0004925517741453405,0
369,-0.1892735316142546,-0.0384065238622066,-0.49355389214686934,0.0914207893393566,0.1309264388946505,-0.00033668068396397336,-0.016216781336608845,0.01121536205022425,0.0021208157786301416,0
64,-0.4504940663807817,0.153937465743064,-0.06789439188149408,-0.406421804790139,-0.08635221733431905,-0.008759020625898985,0.0006188698025573347,-0.0023861061663771497,-0.0007930105303459974,0
279,-0.3491543291695591,-0.33874363348008674,-0.7212362370615529,0.7455603818086,-0.018109680176371042,-0.008614883394772746,0.005393806325625097,-0.00267661344254719,-0.0026054843411506367,0
400,0.8597213371670394,-0.17090752662731634,-0.4196631779136956,-0.47661541627313675,0.03585863491031282,-0.027830687395727704,0.0043623212488704275,-0.0018804080303986884,0.00018879114518136796,0
81,-0.7132991041247102,-0.010317950789751135,0.20605374270237456,-0.26112118314519994,-0.06167283774521986,0.04757948649827704,-0.01180385920727658,0.0028237675129620396,0.0036354991223336683,0
307,-0.48617625068515347,0.0014403888162783656,-0.15050756785864516,-0.13531970192144768,-0.06776262436819125,0.0406175438595717,-4.402898119283966e-05,0.0010004274460899017,0.0012768720087760212,0
432,0.5930510471544425,0.14590978397299517,-0.575948016217852,-0.5784250516594942,0.04817380944831421,-0.026328837518617705,0.00793843990115972,-0.004643820681462634,0.0019856675799981996,0
308,-1.1488534552407648,-0.4468683962068139,0.5313013568582363,0.3793007331848075,-0.006998275292033815,-0.004824203180119373,0.00032766119959887706,-0.0053876263825286,-0.0005076497277152571,0
297,-0.25728334817524123,-0.17520063921971485,-0.7831578110946623,0.48696611317793614,-0.019259771114681544,-0.0024825203772371285,-0.0042534333463138604,0.020136956047220985,-0.0013791689169038485,0
289,-0.8242129238680811,-0.10366086029841377,0.2823349715123791,-0.11829055237365754,-0.0422473645278149,-0.0043769118008966995,-0.005871947310909232,0.004405284922259028,0.0004456848241252652,0
391,0.37243686842577844,0.4089402548273601,-0.7056637313461899,-0.665320268405693,0.05906814244814653,-0.026436712310984604,0.011323878829217114,-0.004635841800193403,0.002674836575313336,0
372,1.4755340316676617,-0.916723666785072,-0.058899344052492725,-0.2323021814482932,0.012935853353000851,-0.010050842849640518,0.0035844901269716785,0.001108754989003631,2.3252751430382338e-05,0
31,-0.48617625068515347,0.0014403888162783656,-0.15050756785864516,-0.13531970192144768,-0.06776262436819125,0.0406175438595717,-4.402898119283966e-05,0.0010004274460899017,0.0012768720087760212,0
411,2.4408478104517437,-2.079353069900414,0.5082386833572488,0.1539454722654057,-0.029370328666479473,0.007988589137210515,-0.004359124927701065,-0.00015310119066577667,-0.00011150579117557408,0
29,-0.27659567538569024,0.07030913077068497,-0.4770545359812464,-0.08094335452347175,-0.06382563912902157,-0.006595133453560351,-0.002597741491718708,0.00913956598620901,0.0015066850725684545,0
23,-0.21618083162408405,-0.23440754024736216,-0.8631541350859857,0.6354397711409293,-0.02619577570795425,-0.003663546891546493,-0.004908284595368696,-0.0007605430542434997,-0.0019512140978031473,0
453,1.9114908212333792,-1.4404527246689431,0.1971539373333688,-0.059172339842644854,-0.006463895351355105,-0.0038996209328485566,-0.000513825951587524,0.0012995411122726926,-0.0005275548343991939,0
430,2.1750453912254653,-1.7585962274383071,0.3521098057922973,0.047322815134660266,-0.01803333770878331,0.0020864079303249622,-0.0025604097353664045,0.00020702277477288345,-0.0002139088644167691,0
30,-0.29424788917032146,-0.28567863681620176,-0.7807143844071914,0.6881591855980872,-0.01949076621103169,-0.0032879135600334146,-0.005125838285040841,-0.0013214820021437567,-0.0020661498868176985,0
422,1.8195093316437023,-1.3330990086037697,0.14322795385437956,-0.09304297207583294,-0.0014674613150609194,-0.0005016762768002672,0.0017343734274944819,-0.00011151052538055808,0.0006317214084864854,0
28,-0.22868011611869227,0.13376023793571956,-0.4997843314685399,-0.1568025943017372,-0.07141993049034683,0.0019957397121355466,-0.017989738808539383,0.003040234908399049,0.0015616504373009079,0
392,1.298626761788264,-0.7011470602726896,-0.16219854093079467,-0.30178431352483537,0.018200915499991525,-0.017168901844516304,0.0024186119924086103,-0.0009989909539771071,0.00010492000491921374,0
285,-0.2288192722109126,0.08879709996869174,-0.4547477373478829,-0.13436384305581084,-0.00824610382871519,-0.006516907528253619,-0.003914517719172755,0.009733115521567623,0.0017548908728512932,0
427,1.4243528935151881,-0.8564157630366814,-0.0885357971725593,-0.24977897291022286,0.014593585621259755,-0.00905257108074482,0.0037606319867126456,-0.0012860832366440888,0.0009597026725820498,0
367,-0.40914653027740383,-0.2681001410441822,-0.5307573956452297,0.5253134818653121,0.050752065316578235,-0.0014659788128101722,-0.006285031319074879,0.01933195961065452,-0.0013556878545909008,0
34,-0.6253545308127227,0.01937256707194306,0.16870000048808143,-0.3001909222714282,-0.006143407611416008,-0.01043504973331052,0.003982099469355764,0.0063021551674952775,0.001442229297787876,0
3,-0.3491543291695591,-0.33874363348008674,-0.7212362370615529,0.7455603818086,-0.018109680176371042,-0.008614883394772746,0.005393806325625097,-0.00267661344254719,-0.0026054843411506367,0
315,-0.9685416790834244,-0.29764229806134557,0.5969349620122805,0.03365779750499594,0.1567826959256009,-0.009789646747321407,0.007407232766637901,0.014616113152687873,-0.0013457255340287343,0
49,-1.1336213635900867,-0.4172222772925713,0.5344049460784158,0.32614904714987536,-0.011009150676485892,-0.0049196843523081355,0.0002123161273863206,-0.0052423993339429376,-0.00041632320039481036,0
397,0.5885935538679872,0.148325577931655,-0.578744202355526,-0.5790038972042838,0.049882977950003814,-0.02197973096444089,0.009845604768280837,-0.004631366823816744,0.002630342744363878,0
366,-0.9116101674184137,-0.008264923766659346,0.5745502913021893,-0.41872803110414436,-0.07177314947777796,-0.01230952632884468,0.0087401056410756,-0.006372841919458449,-0.0013774175809925036,0
14,-0.7868115369939362,-0.05603647151528002,0.2979140992158066,-0.20310127676097,-0.05896707549195178,-0.0071530891345386975,-0.00040596730614231286,-0.004782800359823199,-0.001249908582248133,0
1,-0.07412214393674232,0.17970772498157422,-0.66354214708467,-0.19418483462189642,-0.09388756540139494,-0.015930246835420034,0.013982471245910512,-0.0010146921449104985,-0.001414409476514354,0
336,-0.314888178198473,-0.23912361979326308,-0.7183035696497502,0.5877057927750013,-0.02031432319436577,0.0023538673288749537,-0.016202296344541872,-0.00043066126976299774,-0.0014868351616310535,0
63,-0.8210171715973317,-0.04218833041810495,0.3915843882545366,-0.29843379054737845,-0.06780734460978957,-0.02108349942996319,0.025524633451331335,0.0028851803725596682,0.00036820154895337377,0
345,-0.9652975607177808,-0.06666332232595516,0.5610205864468698,-0.32009097710439177,-0.04871195656240525,-0.010944427599519127,0.010238249936819446,0.014235063798517123,-0.0012074405476586107,0
418,2.477290295326653,-2.123852192543347,0.5294704663265328,0.16809394581489095,-0.03030412525591153,0.009595190884622304,-0.003972041461981479,0.0004837048315075318,-0.0001609388419225018,0
394,2.450942699002424,-2.093200696855592,0.5139036799565273,0.15788679823627413,-0.028539918616970375,0.010728681734710631,-0.003022858785753797,0.0006269828312330464,5.112501751934242e-05,0
4,-0.35477417946458334,0.08724016633613901,-0.08985290387838958,-0.3082143396133415,0.112897607435602,0.000194928094619552,-0.01856052264311718,0.010453041347604405,0.0026991662518640485,0
