,COUNTY,P17_A,W1AGE,WWWBLACK,W1STATE,STRATA,F3,CD2,P1,X1,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
304,-0.41868587644619093,-0.9999999999999999,0.3333333333333335,1,-0.4181818181818182,0.0,-0.9999999999999999,-0.33333333333333326,-1.0,-0.9183673469387755,0,0,0,0,1,0,0
2769,-0.08644400785854633,-0.9999999999999999,0.060606060606060774,1,-0.09090909090909094,0.0,-0.9999999999999999,0.0,-0.5,-0.9387755102040817,1,0,0,0,1,0,0
1352,0.9675471148948556,-0.1428571428571428,-0.5151515151515151,-1,0.9636363636363636,1.0,1.0,0.5151515151515151,-1.0,-0.9591836734693877,1,0,0,1,0,0,0
1154,0.4209415702539472,-0.9999999999999999,0.7272727272727275,-1,0.4181818181818182,1.0,1.0,-0.7272727272727273,-1.0,-0.9183673469387755,1,0,0,1,0,0,0
1565,0.6019064250891362,0.7142857142857144,-0.09090909090909083,-1,0.5999999999999999,1.0,0.3333333333333335,0.1515151515151516,-1.0,-0.9387755102040817,0,0,0,1,1,0,0
2017,0.02022847995343069,-0.9999999999999999,-0.606060606060606,-1,0.018181818181818077,0.0,1.0,0.6666666666666665,-1.0,-0.9387755102040817,0,0,0,1,0,0,0
111,0.7090882631157678,-0.9999999999999999,-0.7878787878787877,-1,0.709090909090909,-1.0,0.3333333333333335,0.7878787878787881,-1.0,-0.9591836734693877,0,0,1,1,0,0,0
611,-0.30866623008076854,-0.1428571428571428,-0.09090909090909083,-1,-0.3090909090909091,1.0,-0.33333333333333326,0.09090909090909083,-1.0,-0.9591836734693877,1,0,0,1,1,0,0
1753,-0.09102815979043888,-0.1428571428571428,-0.33333333333333326,-1,-0.09090909090909094,1.0,0.3333333333333335,0.39393939393939403,-1.0,-0.9591836734693877,1,0,0,1,0,0,0
1112,0.31172233136869654,-0.9999999999999999,0.24242424242424265,-1,0.3090909090909091,1.0,-0.33333333333333326,-0.24242424242424243,-1.0,-0.9387755102040817,0,0,0,1,1,0,0
2247,0.7158553445390379,-0.9999999999999999,-0.1212121212121211,-1,0.709090909090909,-1.0,0.3333333333333335,0.18181818181818188,-1.0,-0.9591836734693877,0,0,1,1,1,0,0
1881,-0.41657571127119275,-0.1428571428571428,0.666666666666667,-1,-0.4181818181818182,1.0,0.3333333333333335,-0.6060606060606061,-1.0,-0.9183673469387755,0,0,0,1,1,0,0
1552,-0.8164156297751584,-0.1428571428571428,0.5454545454545454,-1,-0.8181818181818182,1.0,1.0,-0.48484848484848486,-1.0,-0.9387755102040817,1,0,0,1,0,0,0
1347,-0.6744524485192462,-0.9999999999999999,-0.2424242424242422,-1,-0.6727272727272727,1.0,1.0,0.24242424242424243,-1.0,-0.9591836734693877,0,0,0,1,0,0,0
1656,0.7463435931019426,-0.1428571428571428,-0.6666666666666665,-1,0.7454545454545454,1.0,0.3333333333333335,0.7272727272727271,-1.0,-0.9795918367346939,0,0,0,1,0,0,0
1168,0.4904314923961288,1.0,-0.4242424242424241,-1,0.49090909090909074,1.0,0.3333333333333335,0.4242424242424243,-1.0,-0.9387755102040817,0,0,0,1,0,0,0
3077,0.38608746270828775,-0.9999999999999999,0.09090909090909105,-1,0.38181818181818183,1.0,0.3333333333333335,-0.030303030303030276,-1.0,-0.9795918367346939,0,0,0,1,1,0,0
668,0.9294913774285087,-0.9999999999999999,-0.18181818181818166,-1,0.9272727272727272,1.0,-0.9999999999999999,0.18181818181818188,-1.0,-0.9591836734693877,0,0,0,1,1,0,0
1508,0.3866695772393216,-0.9999999999999999,0.060606060606060774,-1,0.38181818181818183,1.0,-0.33333333333333326,0.0,-1.0,-0.9591836734693877,0,0,0,1,1,0,0
1419,0.6781634286545877,-0.9999999999999999,-0.48484848484848464,-1,0.6727272727272726,1.0,0.3333333333333335,0.48484848484848486,-1.0,-0.9795918367346939,1,0,0,1,0,0,0
1860,0.383540711635014,-0.9999999999999999,0.24242424242424265,1,0.38181818181818183,1.0,-0.33333333333333326,-0.18181818181818188,-1.0,-0.9387755102040817,1,0,0,0,1,0,0
2410,-0.8919449901768174,0.7142857142857144,0.5757575757575757,-1,-0.8909090909090909,-1.0,0.3333333333333335,-0.5151515151515151,-0.5,-0.9591836734693877,1,0,1,1,1,0,0
641,0.4941424725314705,-0.1428571428571428,-0.2727272727272725,-1,0.49090909090909074,1.0,-0.33333333333333326,0.2727272727272727,-0.5,-0.9795918367346939,1,0,0,1,1,0,0
1229,-0.4191224623444664,-0.9999999999999999,0.1515151515151516,-1,-0.4181818181818182,1.0,-0.9999999999999999,-0.1515151515151516,-1.0,-0.9183673469387755,0,0,0,1,1,0,0
1047,0.4934148293676779,-0.1428571428571428,1.0,-1,0.49090909090909074,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0,0,0,1,1,0,0
476,-0.6380702903296225,0.7142857142857144,-0.15151515151515138,-1,-0.6363636363636365,0.0,1.0,0.1515151515151516,-0.5,-0.9183673469387755,1,0,0,1,0,0,0
2064,0.48984937786509475,-0.9999999999999999,0.7272727272727275,1,0.49090909090909074,1.0,-0.33333333333333326,-0.7272727272727273,-1.0,-0.9183673469387755,0,0,0,0,1,0,0
2218,0.7102524921778357,-0.1428571428571428,0.030303030303030498,-1,0.709090909090909,-1.0,0.3333333333333335,0.030303030303030276,-1.0,-0.9591836734693877,0,0,1,1,1,0,0
1188,-0.7105435494433531,-0.1428571428571428,-0.7878787878787877,1,-0.7090909090909091,1.0,1.0,0.7878787878787881,-0.5,-0.9591836734693877,0,0,0,0,0,0,0
1695,0.6005239030779304,-0.9999999999999999,0.060606060606060774,-1,0.5999999999999999,1.0,1.0,0.0,-1.0,-0.9591836734693877,0,0,0,1,0,0,0
637,0.19995634141017238,0.7142857142857144,-0.6969696969696968,-1,0.19999999999999996,1.0,0.3333333333333335,0.6969696969696968,0.5,-0.9387755102040817,0,0,1,1,0,1,1
34,0.7131630648330056,-0.9999999999999999,0.18181818181818188,-1,0.709090909090909,-1.0,0.3333333333333335,-0.18181818181818188,-1.0,-0.9795918367346939,0,0,1,1,1,0,0
1249,-0.41868587644619093,-0.1428571428571428,-0.2424242424242422,-1,-0.4181818181818182,1.0,1.0,0.24242424242424243,-1.0,-0.9591836734693877,0,0,0,1,0,0,0
891,-0.5980499163210362,-0.1428571428571428,0.24242424242424265,-1,-0.6000000000000001,1.0,-0.33333333333333326,-0.24242424242424243,-1.0,-0.9591836734693877,1,0,0,1,1,0,0
1772,0.9655824783526157,-0.9999999999999999,-0.5757575757575757,-1,0.9636363636363636,1.0,1.0,0.6363636363636362,-1.0,-0.9387755102040817,1,0,0,1,0,0,0
2186,0.7090882631157678,-0.9999999999999999,-0.030303030303030276,-1,0.709090909090909,-1.0,1.0,0.09090909090909083,0.0,-0.9183673469387755,1,0,1,1,0,1,0
295,0.27315724368769545,-0.9999999999999999,-0.18181818181818166,1,0.2727272727272727,0.0,-0.9999999999999999,0.18181818181818188,-1.0,-0.9795918367346939,0,0,0,0,1,0,0
581,-0.71083460670887,-0.1428571428571428,-0.8181818181818181,-1,-0.7090909090909091,1.0,0.3333333333333335,0.8181818181818183,-1.0,-0.9387755102040817,0,0,0,1,0,0,0
301,0.4209415702539472,-0.1428571428571428,0.3030303030303032,1,0.4181818181818182,0.0,-0.9999999999999999,-0.303030303030303,-0.5,-0.9591836734693877,1,0,0,0,1,0,0
2408,0.23510150622134884,-0.9999999999999999,-0.36363636363636354,-1,0.23636363636363633,-1.0,0.3333333333333335,0.4242424242424243,-1.0,-0.9183673469387755,1,0,1,1,0,0,0
1216,0.45455868442115976,-0.1428571428571428,-0.6666666666666665,-1,0.45454545454545436,1.0,-0.33333333333333326,0.6666666666666665,-1.0,-0.9591836734693877,0,0,0,1,0,0,0
169,0.7090882631157678,0.7142857142857144,-0.15151515151515138,-1,0.709090909090909,-1.0,-0.33333333333333326,0.1515151515151516,-1.0,-0.9387755102040817,1,0,1,1,1,0,0
215,0.7249508840864438,-0.1428571428571428,-0.2727272727272725,-1,0.709090909090909,-1.0,0.3333333333333335,0.2727272727272727,-1.0,-0.9591836734693877,0,0,1,1,1,0,0
2031,-0.23531979917048695,-0.1428571428571428,-0.5151515151515151,1,-0.23636363636363644,0.0,-0.33333333333333326,0.5757575757575757,-0.5,-0.9591836734693877,0,0,0,0,0,0,0
1990,0.2743942370661425,0.7142857142857144,-0.3939393939393938,1,0.2727272727272727,0.0,-0.9999999999999999,0.4545454545454546,-1.0,-0.9183673469387755,0,0,0,0,0,0,0
1021,0.7141090009459359,-0.9999999999999999,-0.1212121212121211,-1,0.709090909090909,1.0,0.3333333333333335,0.1212121212121211,-1.0,-0.9591836734693877,0,0,0,1,1,0,0
885,-0.08906352324819922,-0.9999999999999999,-0.5757575757575757,-1,-0.09090909090909094,1.0,0.3333333333333335,0.5757575757575757,-1.0,-0.9795918367346939,0,0,0,1,0,0,0
371,0.27366659390235015,0.7142857142857144,0.18181818181818188,1,0.2727272727272727,0.0,1.0,-0.18181818181818188,-0.5,-0.9387755102040817,0,0,0,0,0,0,0
1960,-0.6380702903296225,0.7142857142857144,-0.8181818181818181,1,-0.6363636363636365,0.0,-0.9999999999999999,0.8787878787878789,-1.0,-0.9183673469387755,0,0,0,0,0,0,0
3279,-0.01477115622498748,-0.9999999999999999,-0.9393939393939392,-1,-0.0181818181818183,1.0,0.3333333333333335,1.0,-1.0,-0.9591836734693877,0,0,0,1,0,0,0
3013,-0.08644400785854633,-0.1428571428571428,-0.5757575757575757,1,-0.09090909090909094,0.0,1.0,0.6363636363636362,-0.5,-0.9183673469387755,0,0,0,0,0,0,0
892,-0.09088263115768047,-0.9999999999999999,0.5151515151515151,-1,-0.09090909090909094,1.0,-0.33333333333333326,-0.5151515151515151,-1.0,-0.9795918367346939,1,0,0,1,1,0,0
1357,0.455213563268573,1.0,0.5454545454545454,-1,0.45454545454545436,1.0,-0.33333333333333326,-0.5454545454545454,-0.5,-0.9387755102040817,0,0,1,1,1,0,0
1389,-0.4543403914720222,0.7142857142857144,-0.6969696969696968,-1,-0.4545454545454546,1.0,-0.33333333333333326,0.6969696969696968,-1.0,-0.9795918367346939,0,0,0,1,0,0,0
737,-0.41868587644619093,-0.9999999999999999,-0.33333333333333326,1,-0.4181818181818182,1.0,-0.9999999999999999,0.33333333333333326,-1.0,-0.9183673469387755,0,0,0,0,0,0,0
172,0.7158553445390379,-0.9999999999999999,-0.9999999999999999,-1,0.709090909090909,-1.0,-0.33333333333333326,1.0,-1.0,-0.9387755102040817,1,0,1,1,0,0,0
1607,-0.8173615658880886,-0.1428571428571428,0.8484848484848486,-1,-0.8181818181818182,1.0,-0.33333333333333326,-0.7878787878787878,-1.0,-0.9387755102040817,1,0,0,1,1,0,0
1015,0.31325038201266087,-0.9999999999999999,-0.2727272727272725,-1,0.3090909090909091,1.0,0.3333333333333335,0.2727272727272727,-1.0,-0.9795918367346939,0,0,0,1,1,0,0
334,-0.37990249581605195,0.7142857142857144,0.7878787878787881,1,-0.38181818181818183,0.0,-0.9999999999999999,-0.7878787878787878,-1.0,-0.9387755102040817,0,0,0,0,1,0,0
2052,-0.16393800480244503,-0.1428571428571428,-0.8484848484848484,1,-0.1636363636363637,0.0,0.3333333333333335,0.9090909090909092,-1.0,-0.9387755102040817,0,0,0,0,0,0,0
1075,-0.340245943389362,-0.9999999999999999,0.18181818181818188,-1,-0.34545454545454546,1.0,-0.9999999999999999,-0.18181818181818188,-1.0,-0.9591836734693877,0,0,0,1,1,0,0
412,-0.8186713235829151,-0.9999999999999999,-0.3939393939393938,1,-0.8181818181818182,0.0,-0.33333333333333326,0.39393939393939403,-1.0,-0.9591836734693877,0,0,0,0,0,0,0
553,0.8210725460234298,-0.1428571428571428,0.18181818181818188,-1,0.8181818181818181,1.0,0.3333333333333335,-0.18181818181818188,-1.0,-0.9795918367346939,1,0,0,1,1,0,0
755,-0.561231172233137,-0.1428571428571428,0.4242424242424243,-1,-0.5636363636363637,1.0,1.0,-0.4242424242424243,-1.0,-0.9183673469387755,0,0,0,1,0,0,0
3277,0.02364840282325531,0.7142857142857144,0.8181818181818183,1,0.018181818181818077,1.0,0.3333333333333335,-0.7575757575757576,-1.0,-0.9387755102040817,1,0,0,0,1,0,0
3255,0.23568362075238292,0.7142857142857144,0.21212121212121238,-1,0.23636363636363633,1.0,0.3333333333333335,-0.1515151515151516,-1.0,-0.9795918367346939,1,0,0,1,1,0,0
556,-0.5539547405952122,-0.1428571428571428,-0.8484848484848484,-1,-0.5636363636363637,1.0,0.3333333333333335,0.8484848484848486,-1.0,-0.9795918367346939,0,0,0,1,0,0,0
1022,-0.050061849668922465,-0.9999999999999999,-0.4242424242424241,-1,-0.054545454545454564,1.0,1.0,0.4242424242424243,-1.0,-0.9387755102040817,0,0,0,1,0,0,0
861,-0.6013243105581024,0.7142857142857144,-0.030303030303030276,-1,-0.6000000000000001,1.0,0.3333333333333335,0.030303030303030276,-0.5,-0.9591836734693877,0,0,0,1,1,0,0
1914,0.9662373572000287,-0.9999999999999999,-0.5454545454545454,-1,0.9636363636363636,1.0,1.0,0.606060606060606,-1.0,-0.9591836734693877,1,0,0,1,0,0,0
274,0.8448300953212542,1.0,-0.3939393939393938,-1,0.8181818181818181,0.0,-0.9999999999999999,0.39393939393939403,-1.0,-0.9591836734693877,0,0,1,1,0,0,0
2003,0.19915593393000064,-0.1428571428571428,-0.8787878787878787,1,0.19999999999999996,0.0,-0.9999999999999999,0.9393939393939394,0.0,-0.9183673469387755,0,0,1,0,0,1,1
1190,-0.562104344029688,0.7142857142857144,-0.6666666666666665,-1,-0.5636363636363637,1.0,1.0,0.6666666666666665,-1.0,-0.9183673469387755,0,0,0,1,0,0,0
1610,0.38608746270828775,-0.9999999999999999,0.060606060606060774,-1,0.38181818181818183,1.0,-0.33333333333333326,0.0,-1.0,-0.9387755102040817,1,0,0,1,1,0,0
2067,0.4930510077857817,-0.1428571428571428,-0.8181818181818181,-1,0.49090909090909074,1.0,1.0,0.8181818181818183,-1.0,-0.9387755102040817,0,0,0,1,0,0,0
2848,-0.41868587644619093,0.7142857142857144,0.3030303030303032,-1,-0.4181818181818182,0.0,0.3333333333333335,-0.24242424242424243,-1.0,-0.9183673469387755,1,0,0,1,1,0,0
2095,0.4174488830677434,-0.9999999999999999,-0.15151515151515138,-1,0.4181818181818182,1.0,0.3333333333333335,0.1515151515151516,-1.0,-0.9591836734693877,0,0,0,1,1,0,0
130,0.7102524921778357,-0.9999999999999999,0.3030303030303032,-1,0.709090909090909,-1.0,-0.9999999999999999,-0.303030303030303,-1.0,-0.9591836734693877,1,0,1,1,1,0,0
847,-0.08782652986975203,-0.9999999999999999,-0.2727272727272725,-1,-0.09090909090909094,1.0,-0.33333333333333326,0.2727272727272727,-1.0,-0.9183673469387755,0,0,0,1,1,0,0
573,0.9644182492905475,-0.1428571428571428,0.3333333333333335,-1,0.9636363636363636,1.0,-0.33333333333333326,-0.33333333333333326,-1.0,-0.9591836734693877,1,0,0,1,1,0,0
2148,-0.8917994615440589,0.7142857142857144,-0.030303030303030276,-1,-0.8909090909090909,-1.0,-0.9999999999999999,0.09090909090909083,-1.0,-0.9591836734693877,0,0,1,1,1,0,0
1985,-0.41868587644619093,-0.9999999999999999,-0.09090909090909083,1,-0.4181818181818182,0.0,-0.33333333333333326,0.1515151515151516,-1.0,-0.9591836734693877,0,0,0,0,1,0,0
