,CL7R,CT2BIN,CL2R,CL5R,CL1R,DEMOC,MOD,CON,WWWWHITE,FEMALE,COLGRD,SOMCOL,W12WHITE,CL9R,REPUB,INDEP,COMHS,AGE65PLM,CL8R,W2TOTCL,BABS,CD4A_A,PTYID3,CD4A_B,AGE4049M,W12EDUC3,WWWBLACK,AGE5059M,LIB,STRATA,VPROUD,AGE3039,IDEO3,COMPLET2,DOG4R,W1TRUAM2,CT1A,WWWHOMLN,CD7_A,ADVDEG,CENSDIV,INCA,W2CIVLIB,EDUCAT4,CL7,GT2,AGE1829,PROUD,CL2,AGE6064M,CL5,CL10R,INCOME,CL4A,WWWAGEC1,FIP2,CL6B,P17_A,W1STATE,WWWEDU3,WWWEDU5,MEANFR,CL9,FIP1,W12HISP,CL1,WWWHISP,SEC4,CL8,B1,LOPROU,RAC3,W12RACE4,CD8,WWWAGE,W2SECURE,CD6,WWWRACE4,CLPROP,MNDOG,POLINT,WWWRACE3,NEWRACE,LTHS,V1_B,B2,IWER3,FIPCOM,DOG2R,USAWT2RC,WWWBRNUS,DOG6R,RI2_A,DOG3R,DOG5R,DOG1R,DG2,CL10,DG3,CD5A,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
1188,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.6000000000000001,-0.33333333333333326,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,1.0,0.1428571428571428,-1.0,1.0,1.0,0.1428571428571428,-1.0,-1.0,1.0,0.75,-1.0,-0.6666666666666666,-1.0,0.5,-0.1428571428571428,-0.7090909090909091,1.0,0.5,-0.19999999999999973,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.5,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,-0.7878787878787877,-1.0,-0.11111111111111116,-0.33333333333333326,-0.13888888888899986,-0.1666666666666501,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,0.0,1.0,-1.0,1.0,-0.75,-0.9999999999999999,-0.75,-1.0,-1.0,-0.9999999999999999,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
1695,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-0.75,-1.0,0.29032258064516125,0.0,-0.2727272727272727,0.3333333333333335,0.7142857142857144,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.5,0.5,0.33333333333333326,-1.0,0.5,-0.9999999999999999,0.5999999999999999,0.0,0.0,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,1.0,1.0,-0.5999999999999999,0.060606060606060774,0.4545454545454546,-0.11111111111111116,1.0,-0.5,-0.4166666666666501,0.3333333333333335,1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,1.0,-0.75,0.1428571428571428,-0.75,-0.5,1.0,-0.1428571428571428,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
637,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,-1,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-1.0,-0.935483870967742,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.75,0.5,-0.33333333333333326,-1.0,0.5,0.7142857142857144,0.19999999999999996,1.0,0.5,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,0.0,1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6969696969696968,-1.0,0.11111111111111116,-0.9999999999999999,0.9722222222222503,-0.66666666666665,0.3333333333333335,-1,-1.0,-1.0,-0.5,0.1428571428571428,1.0,0.0,0.5,-1.0,1.0,-1.0,-0.9999999999999999,-0.75,-1.0,-1.0,-0.7142857142857142,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-0.19999999999999996,0.3333333333333335,1.0,-0.75,-1.0,0.41935483870967727,-1.0,-0.09090909090909083,1.0,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.75,0.5,0.33333333333333326,-1.0,0.5,-0.9999999999999999,0.709090909090909,1.0,0.5,-0.5999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.5,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.18181818181818188,0.2727272727272727,-0.11111111111111116,-0.9999999999999999,-0.6944444444444999,-0.5,-0.33333333333333326,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,1.0,-0.5,-0.9965579008211022,1.0,-0.75,-0.9999999999999999,-0.75,-0.5,-0.5,-0.4285714285714285,0.33333333333333326,-0.5,1.0,0,0,1,1,1,1,1
1249,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,0.75,-1.0,-0.3548387096774195,-1.0,-1.0,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.75,0.5,0.0,-1.0,0.5,-0.1428571428571428,-0.4181818181818182,0.0,-0.5,0.3333333333333335,1.0,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.2424242424242422,-1.0,-0.11111111111111116,-0.9999999999999999,0.41666666666675,0.08333333333334991,-0.9999999999999999,-1,-1.0,-1.0,-0.75,-0.9999999999999999,1.0,0.0,1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.0,-0.5,1.0,-0.9999999999999999,0.33333333333333326,-1.0,1.0,0,0,0,0,0,0,0
891,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,-1.0,-0.75,-1.0,0.29032258064516125,-1.0,-0.2727272727272727,1.0,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,1.0,0.33333333333333326,1.0,-0.25,0.0,0.6666666666666667,-1.0,0.0,-0.1428571428571428,-0.6000000000000001,1.0,0.5,0.06666666666666687,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,0.20000000000000018,0.24242424242424265,0.4545454545454546,-0.11111111111111116,-0.9999999999999999,0.13888888888899986,-0.1666666666666501,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,1.0,0.5,-0.8860144120922288,1.0,-1.0,-0.9999999999999999,-0.75,0.5,0.5,-0.7142857142857142,0.33333333333333326,-0.5,1.0,1,0,1,1,1,1,0
1772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,-0.3548387096774195,-1.0,-0.09090909090909083,1.0,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.25,0.5,-0.33333333333333326,0.0,0.5,-0.9999999999999999,0.9636363636363636,1.0,0.5,-0.5999999999999999,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.5,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.5757575757575757,0.2727272727272727,-0.7777777777777778,-0.9999999999999999,-0.25,0.08333333333334991,1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.5,-1.0,1.0,0.0,-0.9999999999999999,-0.25,-0.5,1.0,-0.4285714285714285,0.33333333333333326,-0.75,1.0,1,0,1,1,1,1,1
2186,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.3333333333333335,-1.0,-0.75,-1.0,0.41935483870967727,0.0,0.6363636363636365,-0.9999999999999999,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,-0.75,0.5,0.33333333333333326,-1.0,0.5,-0.9999999999999999,0.709090909090909,-1.0,-1.0,-0.5999999999999999,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.5,0.1428571428571428,-1.0,1.0,-1.0,-0.9999999999999999,-0.5999999999999999,-0.030303030303030276,-0.4545454545454545,-0.11111111111111116,-0.9999999999999999,0.75,0.0,-0.33333333333333326,-1,-1.0,1.0,-1.0,-0.9999999999999999,1.0,0.0,-0.5,-1.0,1.0,-0.25,-0.9999999999999999,-0.75,0.5,0.5,-0.4285714285714285,0.33333333333333326,-0.5,1.0,1,0,1,1,1,1,1
295,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.6,1.0,1.0,0.75,-1.0,-0.935483870967742,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.25,0.5,0.0,0.0,0.5,-0.9999999999999999,0.2727272727272727,0.0,-0.5,0.6000000000000001,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,-0.18181818181818166,-1.0,-0.11111111111111116,-0.33333333333333326,0.13888888888899986,-0.3333333333333499,1.0,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.9999999999999999,-0.75,-1.0,0.5,-0.1428571428571428,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
581,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-0.75,0.20000000000000018,0.3333333333333335,-1.0,-0.75,-1.0,-1.0,-1.0,-1.0,1.0,0.1428571428571428,0.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,1.0,-0.25,0.5,-0.6666666666666666,0.0,0.0,-0.1428571428571428,-0.7090909090909091,1.0,0.5,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,1.0000000000000004,-0.8181818181818181,-1.0,-0.7777777777777778,-0.9999999999999999,0.41666666666675,0.1666666666666501,-0.33333333333333326,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,1.0,-1.0,1.0,-0.75,-0.9999999999999999,-0.25,-0.5,1.0,-0.9999999999999999,0.33333333333333326,-0.75,1.0,0,0,0,0,0,0,0
301,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,0.0,1,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-0.33333333333333326,-1.0,0.75,-1.0,0.41935483870967727,-1.0,0.4545454545454546,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,1.0,0.33333333333333326,1.0,0.5,0.0,0.6666666666666667,-1.0,-1.0,-0.1428571428571428,0.4181818181818182,0.0,0.0,0.6000000000000001,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-1.0,0.1428571428571428,0.75,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,0.3030303030303032,-0.2727272727272727,-0.11111111111111116,-0.33333333333333326,0.13888888888899986,0.1666666666666501,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,0.0,1.0,-0.9772374527433528,1.0,-0.75,-0.9999999999999999,-0.75,-1.0,1.0,-0.9999999999999999,0.33333333333333326,-0.5,1.0,1,0,0,0,1,0,0
2408,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,0.9354838709677418,-1.0,0.8181818181818183,1.0,-0.9999999999999999,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.75,0.5,0.0,-1.0,0.5,-0.9999999999999999,0.23636363636363633,1.0,0.5,-0.7333333333333333,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,1,-0.5,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.36363636363636354,-0.6363636363636362,0.33333333333333326,0.3333333333333335,1.0,-0.75,1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,1.0,-0.5,-1.0,1.0,-0.75,-0.9999999999999999,-0.75,-1.0,-1.0,-0.4285714285714285,0.33333333333333326,-0.5,1.0,1,0,0,1,0,1,0
1216,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-1.0,0.75,-1.0,0.9999999999999998,-1.0,0.8181818181818183,0.3333333333333335,-0.9999999999999999,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.0,-1.0,-0.33333333333333326,-1.0,0.5,-0.1428571428571428,0.45454545454545436,0.0,0.0,0.06666666666666687,0.1428571428571428,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,1.0000000000000004,-0.6666666666666665,-0.6363636363636362,-1.0,-0.9999999999999999,0.6944444444444999,-0.75,0.3333333333333335,-1,-1.0,-1.0,-0.75,-0.9999999999999999,1.0,0.0,-1.0,-0.8663239729700382,1.0,-0.75,-0.9999999999999999,-0.75,-0.5,-1.0,-0.1428571428571428,0.33333333333333326,-0.5,1.0,0,0,0,1,0,1,1
169,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.25,1.0,-0.33333333333333326,1.0,0.0,-1.0,0.41935483870967727,-1.0,-0.09090909090909083,-0.9999999999999999,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.25,0.5,0.0,-1.0,0.5,0.7142857142857144,0.709090909090909,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,0.1428571428571428,1.0,0.1428571428571428,1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,-0.15151515151515138,0.2727272727272727,-0.7777777777777778,0.3333333333333335,-0.13888888888899986,0.8333333333333499,-0.33333333333333326,-1,-1.0,1.0,-1.0,-0.9999999999999999,-1.0,0.0,1.0,-0.7829315671901246,1.0,0.0,-0.9999999999999999,0.0,0.5,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,1,0,0,0,1,0,1
215,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.75,0.6000000000000001,0.3333333333333335,-1.0,0.0,-1.0,0.41935483870967727,-1.0,-1.0,0.3333333333333335,-0.9999999999999999,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.5,0.5,0.0,-1.0,0.5,-0.1428571428571428,0.709090909090909,0.0,0.0,0.06666666666666687,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.2727272727272725,-1.0,-0.11111111111111116,-0.9999999999999999,0.6944444444444999,-0.1666666666666501,1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,-1.0,-1.0,1.0,-0.75,-0.9999999999999999,-0.75,0.5,1.0,-0.1428571428571428,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
2031,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-0.25,-1.0,1.0,-1.0,0.0,-1.0,0.41935483870967727,-1.0,0.8181818181818183,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,-0.25,0.5,-0.33333333333333326,0.0,0.5,-0.1428571428571428,-0.23636363636363644,0.0,-0.5,-0.46666666666666656,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,1.0000000000000004,-0.5151515151515151,-0.6363636363636362,-0.11111111111111116,-0.33333333333333326,1.0,0.5833333333333499,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,-1.0,0.5,-1.0,1.0,-0.25,-0.9999999999999999,-0.25,0.5,1.0,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,0,0,0,1
1990,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,1.0,1.0,-1.0,1.0,1.0,1,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.33333333333333326,-1.0,0.75,-1.0,-0.935483870967742,0.0,0.2727272727272727,1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.33333333333333326,1.0,-0.75,-1.0,0.0,-1.0,-1.0,0.7142857142857144,0.2727272727272727,1.0,0.5,0.7333333333333334,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,0.0,-1.0,0.0,-0.33333333333333326,-0.19999999999999973,-0.3939393939393938,-0.09090909090909083,-0.11111111111111116,-0.33333333333333326,0.25,0.5,1.0,0,0.0,-1.0,-0.75,0.1428571428571428,1.0,0.0,0.5,-1.0,-1.0,-0.25,-0.9999999999999999,-0.25,-0.5,1.0,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,0,0,0,0
1021,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,0.41935483870967727,-1.0,-0.8181818181818181,1.0,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.25,0.5,0.0,-1.0,0.5,-0.9999999999999999,0.709090909090909,1.0,0.5,-0.06666666666666665,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.1212121212121211,1.0000000000000002,-0.11111111111111116,-0.9999999999999999,-0.41666666666675,-0.3333333333333499,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,1.0,-0.7397036879044652,1.0,-1.0,-0.9999999999999999,-0.75,-1.0,0.5,-0.9999999999999999,0.33333333333333326,-0.5,1.0,0,0,0,1,0,0,0
885,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-0.19999999999999996,0.3333333333333335,-1.0,0.0,-1.0,-0.3548387096774195,-1.0,0.8181818181818183,0.3333333333333335,-0.9999999999999999,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.75,0.5,-0.33333333333333326,0.5,0.5,-0.9999999999999999,-0.09090909090909094,0.0,0.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.5757575757575757,-0.6363636363636362,-0.11111111111111116,-0.9999999999999999,0.9722222222222503,0.5,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.5,0.5,-0.24489467562289724,1.0,-0.25,-0.9999999999999999,-0.75,0.5,1.0,-0.7142857142857142,0.33333333333333326,-0.5,1.0,0,0,1,1,1,1,1
371,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.9999999999999999,-1.0,0.75,-1.0,-0.935483870967742,0.0,0.09090909090909105,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.33333333333333326,-1.0,-0.5,0.5,0.33333333333333326,0.0,0.0,0.7142857142857144,0.2727272727272727,0.0,-0.5,0.6000000000000001,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,1.0000000000000004,0.18181818181818188,0.09090909090909105,-0.11111111111111116,-0.33333333333333326,0.13888888888899986,-0.5,0.3333333333333335,0,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.983748609376511,1.0,-1.0,-0.9999999999999999,-0.75,0.5,-0.5,-0.1428571428571428,-1.0,-0.5,1.0,0,0,0,0,0,0,0
1960,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-0.25,-1.0,-0.33333333333333326,-1.0,0.75,-1.0,0.29032258064516125,-1.0,0.4545454545454546,-0.33333333333333326,0.1428571428571428,-1.0,1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.0,0.5,-0.6666666666666666,-1.0,-1.0,0.7142857142857144,-0.6363636363636365,0.0,-0.5,0.6000000000000001,0.1428571428571428,0.1428571428571428,-1.0,-0.9999999999999999,-1,-1.0,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,1.0000000000000004,-0.8181818181818181,-0.2727272727272727,0.5555555555555554,-0.33333333333333326,0.5,0.75,0.3333333333333335,0,0.0,-1.0,-0.75,0.1428571428571428,1.0,0.0,1.0,-1.0,1.0,-0.25,-0.9999999999999999,0.0,0.5,1.0,-0.9999999999999999,0.33333333333333326,-1.0,1.0,0,0,0,0,1,0,0
3279,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,-0.75,-1.0,0.35483870967741926,-1.0,-0.09090909090909083,0.3333333333333335,0.1428571428571428,0.0,1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.25,0.0,-1.0,-1.0,0.5,-0.9999999999999999,-0.0181818181818183,0.0,0.0,-0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,0.6000000000000001,-0.9393939393939392,0.2727272727272727,0.5555555555555554,-0.9999999999999999,-0.25,0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,0.5,-1.0,1.0,-1.0,-0.9999999999999999,-0.25,0.5,1.0,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,1,1,0,1
