,CL7R,CT2BIN,CL2R,CL5R,CL1R,DEMOC,MOD,CON,WWWWHITE,FEMALE,COLGRD,SOMCOL,W12WHITE,CL9R,REPUB,INDEP,COMHS,AGE65PLM,CL8R,W2TOTCL,BABS,CD4A_A,PTYID3,CD4A_B,AGE4049M,W12EDUC3,WWWBLACK,AGE5059M,LIB,STRATA,VPROUD,AGE3039,IDEO3,COMPLET2,DOG4R,W1TRUAM2,CT1A,WWWHOMLN,CD7_A,ADVDEG,CENSDIV,INCA,W2CIVLIB,EDUCAT4,CL7,GT2,AGE1829,PROUD,CL2,AGE6064M,CL5,CL10R,INCOME,CL4A,WWWAGEC1,FIP2,CL6B,P17_A,W1STATE,WWWEDU3,WWWEDU5,MEANFR,CL9,FIP1,W12HISP,CL1,WWWHISP,SEC4,CL8,B1,LOPROU,RAC3,W12RACE4,CD8,WWWAGE,W2SECURE,CD6,WWWRACE4,CLPROP,MNDOG,POLINT,WWWRACE3,NEWRACE,LTHS,V1_B,B2,IWER3,FIPCOM,DOG2R,USAWT2RC,WWWBRNUS,DOG6R,RI2_A,DOG3R,DOG5R,DOG1R,DG2,CL10,DG3,CD5A,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
820,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,0.75,-1.0,-0.935483870967742,-1.0,0.2727272727272727,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,1.0,0.33333333333333326,1.0,0.0,0.0,0.6666666666666667,-1.0,-1.0,0.7142857142857144,0.49090909090909074,0.0,-0.5,-0.19999999999999973,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,0.21212121212121238,-0.09090909090909083,-0.11111111111111116,-0.33333333333333326,0.13888888888899986,0.1666666666666501,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,0.0,0.5,-0.11571440606451422,1.0,0.0,-0.9999999999999999,-0.25,-0.5,0.5,-0.7142857142857142,0.33333333333333326,-0.75,1.0,1,0,0,0,0,0,1
1115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,1.0,-1.0,-0.75,-1.0,0.29032258064516125,-1.0,-0.2727272727272727,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.0,0.5,-0.33333333333333326,-1.0,0.5,-0.9999999999999999,-0.6000000000000001,0.0,-0.5,-0.7333333333333333,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.45454545454545436,0.4545454545454546,-0.11111111111111116,-0.9999999999999999,-0.41666666666675,-0.3333333333333499,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,1.0,-1.0,-0.5214437810905768,1.0,-1.0,-0.9999999999999999,0.0,-0.5,0.5,-0.1428571428571428,0.33333333333333326,-1.0,1.0,1,0,0,1,1,1,1
1998,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,0.0,1,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-0.75,-1.0,-0.9999999999999999,-1.0,0.75,-1.0,-0.3548387096774195,0.0,0.2727272727272727,0.3333333333333335,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,-0.75,0.0,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-0.09090909090909094,0.0,0.0,-0.19999999999999973,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-1.0,-0.9999999999999999,0.0,-1.0,0.0,-0.33333333333333326,-0.19999999999999973,-0.5151515151515151,-0.09090909090909083,0.33333333333333326,-0.33333333333333326,0.25,0.08333333333334991,0.3333333333333335,0,0.0,-1.0,-0.75,0.1428571428571428,1.0,0.0,1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.0,-1.0,1.0,-0.9999999999999999,0.33333333333333326,-1.0,1.0,0,0,0,0,0,0,0
1691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.75,1.0,-0.3548387096774195,-1.0,0.2727272727272727,1.0,-0.9999999999999999,0.0,-1.0,1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.75,-1.0,-0.33333333333333326,-1.0,0.5,-0.1428571428571428,-0.09090909090909094,1.0,1.0,-0.5999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.1428571428571428,-1,-0.5,-0.9999999999999999,0.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6666666666666665,-0.09090909090909083,-0.11111111111111116,-0.9999999999999999,0.25,-0.4166666666666501,0.3333333333333335,-1,-1.0,-1.0,-0.75,0.1428571428571428,1.0,1.0,-1.0,-1.0,1.0,-0.75,-0.9999999999999999,-0.25,-1.0,0.5,-0.1428571428571428,0.33333333333333326,-0.75,1.0,1,0,1,1,1,1,1
1458,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.6,1.0,-1.0,0.75,-1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999999,-1.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,1.0,1.0,0.0,-0.6666666666666666,-1.0,0.5,0.7142857142857144,0.5636363636363635,1.0,0.5,-0.33333333333333326,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,1.0000000000000004,-0.8484848484848484,-1.0,-0.7777777777777778,-0.9999999999999999,0.41666666666675,-0.1666666666666501,0.3333333333333335,-1,-1.0,-1.0,-0.75,-0.9999999999999999,1.0,1.0,0.5,-1.0,1.0,-0.75,-0.9999999999999999,-1.0,0.5,0.5,-0.7142857142857142,0.33333333333333326,-0.25,1.0,0,0,0,0,0,0,0
2714,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.3333333333333335,1.0,0.75,-1.0,-0.935483870967742,0.0,-0.2727272727272727,-0.9999999999999999,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,0.5,0.33333333333333326,0.0,0.5,-0.1428571428571428,0.49090909090909074,-1.0,-1.0,0.6000000000000001,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,1.0,0.1428571428571428,-1.0,-1.0,1.0,1.0,0.20000000000000018,0.12121212121212133,0.4545454545454546,0.5555555555555554,1.0,-0.5,-0.7,1.0,1,1.0,1.0,-0.25,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,1.0,-0.25,-0.9999999999999999,-1.0,-1.0,-1.0,-0.1428571428571428,-1.0,-0.25,1.0,0,0,0,0,0,0,0
1971,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.33333333333333326,-1.0,-0.75,-1.0,-0.3548387096774195,-1.0,0.2727272727272727,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,1.0,-1.0,1.0,-0.25,0.5,0.6666666666666667,-1.0,0.5,-0.9999999999999999,-0.4181818181818182,0.0,-0.5,-0.19999999999999973,0.1428571428571428,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.5,0.1428571428571428,0.0,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,0.21212121212121238,-0.09090909090909083,0.5555555555555554,-0.33333333333333326,0.25,1.0,0.3333333333333335,0,0.0,-1.0,-0.75,0.1428571428571428,1.0,0.0,1.0,-1.0,1.0,0.0,-0.9999999999999999,0.0,1.0,1.0,-0.9999999999999999,0.33333333333333326,-1.0,1.0,0,0,0,0,0,0,0
920,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.6,0.3333333333333335,-1.0,-0.75,-1.0,-0.935483870967742,-1.0,0.4545454545454546,0.3333333333333335,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,-1.0,-0.25,0.0,-0.33333333333333326,-1.0,0.5,-0.9999999999999999,0.49090909090909074,0.0,0.0,-0.06666666666666665,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.5454545454545454,-0.2727272727272727,-0.11111111111111116,-0.9999999999999999,0.41666666666675,0.0,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,0.5,-0.2308561959037747,1.0,-1.0,-0.9999999999999999,-0.25,0.5,0.5,-0.7142857142857142,-1.0,-0.75,1.0,1,0,1,1,1,1,1
1176,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.20000000000000018,1.0,-1.0,-0.75,-1.0,0.41935483870967727,-1.0,-0.09090909090909083,0.3333333333333335,-0.9999999999999999,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.75,0.0,-0.33333333333333326,-1.0,0.5,-0.1428571428571428,0.709090909090909,0.0,0.0,-0.33333333333333326,0.7142857142857144,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.5999999999999999,-0.5151515151515151,0.2727272727272727,-0.11111111111111116,-0.9999999999999999,0.41666666666675,-0.1666666666666501,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,0.5,-0.19616645948818723,1.0,-1.0,-0.9999999999999999,-1.0,0.5,1.0,-0.7142857142857142,0.33333333333333326,-0.25,1.0,0,0,0,1,1,1,0
1903,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.8181818181818183,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,0.41935483870967727,-1.0,0.2727272727272727,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,1.0,0.0,-1.0,0.33333333333333326,-1.0,0.0,-0.9999999999999999,0.709090909090909,0.0,-0.5,0.4666666666666668,0.1428571428571428,-0.9999999999999999,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.5999999999999999,-0.06060606060606055,-0.2727272727272727,-0.11111111111111116,-0.9999999999999999,0.41666666666675,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.0,-1.0,0.5,-0.9999999999999999,0.33333333333333326,-1.0,1.0,0,0,1,1,0,1,1
1874,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.25,-1.0,1.0,-1.0,-0.75,1.0,-0.3548387096774195,-1.0,0.2727272727272727,1.0,0.1428571428571428,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.0,0.0,0.0,-1.0,0.5,-0.9999999999999999,0.38181818181818183,1.0,1.0,-0.33333333333333326,-0.9999999999999999,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.19999999999999973,-0.33333333333333326,-0.09090909090909083,0.33333333333333326,-0.9999999999999999,0.25,0.3333333333333499,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,0.5,-1.0,1.0,-0.75,-0.9999999999999999,0.0,-0.5,1.0,-0.7142857142857142,0.33333333333333326,-1.0,1.0,0,0,1,1,1,1,1
311,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,1.0,1.0,-1.0,-1.0,1.0,1,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.20000000000000018,-0.9999999999999999,-1.0,0.75,-1.0,0.29032258064516125,-1.0,0.6363636363636365,1.0,0.1428571428571428,-1.0,-1.0,1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,0.0,0.5,-0.33333333333333326,0.0,0.5,0.7142857142857144,-0.1636363636363637,1.0,0.5,-0.46666666666666656,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-1.0,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,1.0000000000000004,-0.48484848484848464,-0.4545454545454545,-0.11111111111111116,-0.33333333333333326,0.41666666666675,-0.08333333333334991,0.3333333333333335,0,0.0,-1.0,-0.75,0.1428571428571428,1.0,0.0,0.5,-0.9798918350855168,1.0,-0.25,-0.9999999999999999,-0.75,-0.5,0.5,-0.7142857142857142,0.33333333333333326,-0.5,1.0,1,0,0,0,0,0,0
1956,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0000000000000002,-1.0,1.0,0.0,-1.0,-1.0,1.0,1,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-0.935483870967742,1.0,0.2727272727272727,1.0,0.1428571428571428,0.0,-1.0,1.0,0.1428571428571428,-1.0,-1.0,1.0,1.0,-1.0,0.9999999999999998,-1.0,0.0,0.7142857142857144,0.49090909090909074,1.0,1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,0.7878787878787881,-0.09090909090909083,0.5555555555555554,-0.33333333333333326,0.25,-0.25,-0.33333333333333326,0,0.0,-1.0,1.0,-0.9999999999999999,1.0,1.0,-0.5,-1.0,1.0,-0.25,0.1428571428571428,-1.0,-0.5,-1.0,-0.4285714285714285,0.33333333333333326,-0.25,1.0,0,0,0,0,1,0,1
1530,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.3333333333333335,-1.0,1.0,-1.0,0.9354838709677418,-1.0,0.09090909090909105,0.3333333333333335,-0.9999999999999999,-1.0,1.0,-1.0,-0.9999999999999999,-1.0,0.33333333333333326,1.0,0.0,0.5,-0.6666666666666666,0.0,0.5,0.7142857142857144,0.7454545454545454,0.0,0.0,0.19999999999999996,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.7575757575757575,0.09090909090909105,0.33333333333333326,-0.9999999999999999,0.0,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-0.25,-0.9999999999999999,1.0,-1.0,0.5,-1.0,1.0,-0.75,-0.9999999999999999,-0.25,-0.5,0.5,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,1,1,0,0
430,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.6000000000000001,-0.9999999999999999,-1.0,-0.75,-1.0,0.29032258064516125,0.0,0.09090909090909105,-0.9999999999999999,0.1428571428571428,0.75,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.5,0.5,0.9999999999999998,0.0,0.0,1.0,-0.5636363636363637,-1.0,-1.0,0.6000000000000001,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-0.75,1.0,-1.0,-1.0,0.0,-0.33333333333333326,0.20000000000000018,0.4545454545454546,0.09090909090909105,-0.11111111111111116,-0.33333333333333326,0.13888888888899986,-0.66666666666665,-0.33333333333333326,0,0.0,1.0,-0.25,0.1428571428571428,-1.0,-1.0,-0.5,-0.8032293079416173,1.0,-0.75,-0.9999999999999999,-0.75,-1.0,-0.5,-0.4285714285714285,0.33333333333333326,-0.5,1.0,0,0,0,0,0,0,0
1313,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.6000000000000001,-0.33333333333333326,-1.0,-0.75,-1.0,0.29032258064516125,1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.33333333333333326,1.0,1.0,-1.0,0.33333333333333326,-1.0,0.5,-0.9999999999999999,0.8181818181818181,1.0,0.5,-0.19999999999999973,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.5999999999999999,0.060606060606060774,-1.0,-0.11111111111111116,-0.9999999999999999,0.6944444444444999,-0.3333333333333499,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,1.0,0.5,-1.0,1.0,-0.75,0.1428571428571428,-0.25,-1.0,-0.5,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,0,0,0,0
281,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-0.75,0.6000000000000001,-0.33333333333333326,-1.0,0.75,-1.0,0.41935483870967727,-1.0,0.4545454545454546,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.33333333333333326,1.0,0.75,-1.0,0.0,1.0,0.5,-0.9999999999999999,0.709090909090909,0.0,-0.5,0.7333333333333334,0.1428571428571428,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,0.1428571428571428,-1.0,-1.0,0.0,-0.33333333333333326,-0.5999999999999999,-0.303030303030303,-0.2727272727272727,-0.11111111111111116,-0.33333333333333326,0.41666666666675,0.0,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,1.0,-1.0,-1.0,-0.8806008106710724,1.0,1.0,-0.9999999999999999,0.0,-0.5,1.0,-0.1428571428571428,0.33333333333333326,-1.0,1.0,0,0,0,0,1,0,0
2072,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.20000000000000018,0.3333333333333335,-1.0,0.75,-1.0,0.29032258064516125,-1.0,0.09090909090909105,1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.33333333333333326,1.0,0.5,0.0,0.33333333333333326,-1.0,-1.0,0.7142857142857144,-0.6000000000000001,1.0,0.5,-0.19999999999999973,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,0.20000000000000018,0.12121212121212133,0.09090909090909105,-0.11111111111111116,-0.9999999999999999,-0.41666666666675,-0.4166666666666501,0.3333333333333335,-1,-1.0,-1.0,-0.5,-0.9999999999999999,-1.0,0.0,-1.0,-0.8860144120922288,1.0,-0.75,-0.9999999999999999,-1.0,0.5,0.5,-0.1428571428571428,0.33333333333333326,-0.25,1.0,1,0,1,1,1,1,1
586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,0.0,-1.0,-0.3548387096774195,-1.0,-0.2727272727272727,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.25,0.0,0.33333333333333326,-1.0,0.0,-0.9999999999999999,0.38181818181818183,0.0,-0.5,-0.19999999999999973,-0.9999999999999999,0.1428571428571428,-1.0,-0.9999999999999999,-1,-0.75,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.12121212121212133,0.4545454545454546,-0.11111111111111116,-0.9999999999999999,-0.6944444444444999,-0.58333333333335,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.0,-0.5,-0.4346452394702859,1.0,-0.75,-0.9999999999999999,-1.0,-1.0,0.5,-0.4285714285714285,0.33333333333333326,-0.25,1.0,1,0,1,1,1,1,1
647,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.75,0.20000000000000018,-0.33333333333333326,1.0,-0.75,-1.0,0.41935483870967727,1.0,0.2727272727272727,-0.33333333333333326,0.7142857142857144,0.0,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,1.0,-0.75,0.5,-0.33333333333333326,-1.0,0.5,-0.9999999999999999,-0.23636363636363644,0.0,-0.5,-0.19999999999999973,0.1428571428571428,-0.9999999999999999,-1.0,0.1428571428571428,-1,-0.75,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.5151515151515151,-0.09090909090909083,-0.7777777777777778,-0.9999999999999999,0.6944444444444999,-0.1666666666666501,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,1.0,-0.5,0.11533493966108832,1.0,-0.75,-0.9999999999999999,-0.25,-1.0,1.0,-0.4285714285714285,0.33333333333333326,-0.75,1.0,1,0,0,1,0,0,0
1876,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,0.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.35483870967741926,-1.0,0.2727272727272727,1.0,-0.9999999999999999,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.33333333333333326,1.0,0.25,0.5,0.0,-1.0,0.5,-0.1428571428571428,-0.2727272727272728,1.0,0.5,0.06666666666666687,0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-1,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,1.0000000000000004,-0.2727272727272725,-0.09090909090909083,-0.11111111111111116,-0.9999999999999999,0.25,-0.58333333333335,0.3333333333333335,-1,-1.0,-1.0,-0.75,-0.9999999999999999,1.0,1.0,-1.0,-1.0,1.0,-0.75,-0.9999999999999999,-1.0,-1.0,1.0,-0.1428571428571428,0.33333333333333326,-0.25,1.0,1,0,1,1,0,1,1
1134,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.6000000000000001,1.0,-1.0,-0.75,-1.0,0.29032258064516125,-1.0,-0.2727272727272727,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,1.0,0.0,0.5,-0.33333333333333326,0.0,0.5,-0.9999999999999999,-0.6000000000000001,0.0,-0.5,0.3333333333333335,1.0,0.1428571428571428,-1.0,0.1428571428571428,-1,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6666666666666665,0.4545454545454546,-0.11111111111111116,-0.9999999999999999,0.13888888888899986,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,0.5,-0.042887562181153416,1.0,-0.75,-0.9999999999999999,-0.25,-1.0,1.0,-0.7142857142857142,0.33333333333333326,-0.75,1.0,0,0,0,1,0,1,0
