,W2TOTCL,W2FIPCOM,W2CIVLIB,CENSDIV,W12AGEC1,WWWAGE,W1STATE,W1AGE,AGE3039,COMPLET2,WWWSEX,CENSREGN,RACWT1RV,WWWMALE,W1FIPCOM,W2SECURE,WWWAGEC1,W12OTHET,EDUCAT4,WWWEDU3,W1TRUAM3,IMPHISP,USAWT2CC,W12BLACK,WWWHISP,RAC3,WWWEDU5,AGE65PLM,WWWBRNUS,W12EDUC3,USAWT1RV,RACES,W1AGECAT,WWWWHITE,WWWBLACK,W12RACE4,WWWRACE3,NEWRACE,W12SEX,W1TRUAM2,USAWT2RC,AGE4049M,MULT3,WWWRACE4,AGE6064M,RHWT2RC,IMPRACE,HISWT1RV,W2MISSCL,COMPLET3,W12HISP,RHWT2CC,WWWHOMLN,USAWT2NC,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
693,1.0000000000000002,0.9999999999999999,-0.2727272727272727,-1.0,0.0,-0.2533333333333332,0.16363636363636358,-0.2533333333333332,-1.0,-1.0,1,-0.9999999999999999,-0.8530810381374121,-1,0.9999999999999999,0.4545454545454546,0.0,-1.0,1.0,1.0,-0.5,0.1428571428571428,-0.8621673717478031,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.6854225091750198,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.19999999999999996,-0.656885862713226,1.0,1.0,-0.9999999999999999,-1.0,-0.6568858627133262,-1.0,-0.6854225091750306,-0.8181818181818181,-1.0,-1.0,-0.9238132210991096,-1.0,-1.0,1,0,1,1,0,1,1
337,-1.0,-1.0,-1.0,-0.3548387096774195,0.9999999999999998,0.6266666666666669,-0.4181818181818182,0.6266666666666669,-1.0,1.0,-1,-0.33333333333333326,-0.8382414438091699,1,0.4285714285714285,-1.0,0.9999999999999998,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-1.0,1.0,-1,0.0,-0.5,1.0,1.0,-1.0,-0.838241443809086,-0.5999999999999999,0.9999999999999998,-1,1,-0.33333333333333326,0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.8382414438091171,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0
1744,1.0000000000000002,0.4285714285714285,0.09090909090909105,-0.29032258064516125,0.33333333333333326,-0.06666666666666665,-0.054545454545454564,-0.06666666666666665,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,0.09090909090909105,0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9552608371111665,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-1.0,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.975270494697451,-1.0,-0.9551803709908882,1,0,1,1,0,1,1
2500,1.0000000000000002,0.1428571428571428,-0.4545454545454545,0.29032258064516125,-1.0,-0.9466666666666667,-0.6000000000000001,-0.9466666666666667,-1.0,-1.0,-1,0.3333333333333335,-1.0,1,-1.0,0.6363636363636365,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9956272253933103,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,1.0,-0.9943910255486937,-1.0,-0.9961960677307707,0,0,0,1,0,0,0
2819,1.0000000000000002,0.4285714285714285,0.2727272727272727,-0.935483870967742,-0.33333333333333326,-0.6,0.19999999999999996,-0.6,1.0,1.0,1,-0.9999999999999999,-1.0,-1,-1.0,-0.09090909090909083,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,-1.0,0.1428571428571428,-0.9743372116137454,1.0,-1,0.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.5999999999999999,-0.33333333333333326,-1,1,-0.33333333333333326,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.9677997134010831,-1.0,-0.9733229835075915,1,0,0,1,0,0,0
144,-1.0,-1.0,-1.0,0.41935483870967727,0.9999999999999998,0.4666666666666668,0.709090909090909,0.4666666666666668,-1.0,-1.0,-1,0.3333333333333335,-0.9825470984918755,1,0.7142857142857141,-1.0,0.9999999999999998,-1.0,-0.33333333333333326,0.0,0.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,-0.5,1.0,1.0,-1.0,-0.9626304876210496,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,0.20000000000000018,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9626304876210404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0
1653,1.0000000000000002,0.9999999999999999,0.4545454545454546,0.41935483870967727,0.33333333333333326,-0.1466666666666665,-0.23636363636363644,-0.1466666666666665,-1.0,-1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.2727272727272727,0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9706619587343713,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-1.0,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.9837834416158711,-1.0,-0.9706836309894791,1,0,1,1,0,1,1
898,1.0000000000000002,0.4285714285714285,0.6363636363636365,0.41935483870967727,0.0,-0.17333333333333334,-0.23636363636363644,-0.17333333333333334,-1.0,-1.0,-1,0.3333333333333335,-0.6656979520888967,1,0.4285714285714285,-0.4545454545454545,0.0,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-0.6266947731128923,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.2842047202335266,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,-1.0,1.0,-0.06778412139555856,1.0,1.0,-0.9999999999999999,-1.0,-0.06778412139568146,-1.0,-0.28420472023335996,-0.8181818181818181,-1.0,-1.0,-0.793656094757398,-1.0,-1.0,0,0,1,1,0,1,1
2376,1.0000000000000002,-0.1428571428571429,-0.2727272727272727,0.41935483870967727,-0.33333333333333326,-0.5199999999999999,0.709090909090909,-0.5199999999999999,1.0,1.0,1,0.3333333333333335,-1.0,-1,-1.0,0.4545454545454546,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9980845037996748,-1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,-1,0.3333333333333335,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,1.0,-0.9975429858120778,1.0,-0.9977766813531014,0,0,0,1,0,0,0
1600,0.6363636363636365,0.4285714285714285,0.2727272727272727,0.29032258064516125,0.9999999999999998,0.7600000000000002,0.5999999999999999,0.7600000000000002,-1.0,-1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.4545454545454545,0.9999999999999998,-1.0,-0.33333333333333326,0.0,-1.0,0.1428571428571428,-0.8781741379635881,-1.0,-1,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,-1.0,-1.0,-0.9326609371592418,-1.0,-0.8781097751877884,1,0,1,0,0,1,1
1429,-1.0,-1.0,-1.0,0.29032258064516125,0.0,-0.22666666666666657,0.3090909090909091,-0.22666666666666657,-1.0,-1.0,1,0.3333333333333335,-0.06491895468075481,-1,0.4285714285714285,-1.0,0.0,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-1.0,1.0,-1,0.0,-0.5,-1.0,1.0,-1.0,-0.06491895468086262,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,1.0,1.0,-1.0,1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.06491895468067599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
2941,0.8181818181818183,-0.1428571428571429,0.6363636363636365,0.29032258064516125,0.33333333333333326,-0.013333333333333197,-0.5636363636363637,-0.013333333333333197,-1.0,-1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.6363636363636362,0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9949753210938509,1.0,-1,0.0,1.0,-1.0,1.0,1.0,-1.0,-0.5999999999999999,0.33333333333333326,-1,1,-0.33333333333333326,0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.6363636363636362,-1.0,-1.0,-0.9972226162576441,-1.0,-0.9949790328660066,0,0,1,1,1,1,1
2033,1.0000000000000002,0.4285714285714285,0.6363636363636365,-0.3548387096774195,-0.6666666666666666,-0.7333333333333333,-0.4181818181818182,-0.7333333333333333,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.4545454545454545,-0.6666666666666666,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.9959129736076712,1.0,-1,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5999999999999999,-0.6666666666666666,-1,1,-0.33333333333333326,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.9948718191028677,-1.0,-0.9957383489803898,0,0,0,1,0,0,0
1150,1.0000000000000002,0.9999999999999999,0.6363636363636365,-0.935483870967742,-1.0,-0.9199999999999999,0.49090909090909074,-0.9199999999999999,-1.0,-1.0,-1,-0.9999999999999999,-0.5995185523584332,1,0.4285714285714285,-0.4545454545454545,-1.0,-1.0,1.0,1.0,-0.5,0.1428571428571428,-0.6725625402088147,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.14250381758885777,-0.9999999999999999,-1.0,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-0.6,-0.1820672280904131,-1.0,1.0,-0.9999999999999999,-1.0,-0.18206722809051767,-1.0,-0.1425038175886323,-0.8181818181818181,-1.0,-1.0,-0.81900943434563,-1.0,-1.0,1,0,1,1,0,1,1
1282,1.0000000000000002,0.9999999999999999,0.6363636363636365,0.29032258064516125,-0.33333333333333326,-0.4933333333333333,0.3090909090909091,-0.4933333333333333,1.0,-1.0,-1,0.3333333333333335,-0.7377976614680097,1,0.9999999999999999,-0.4545454545454545,-0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.7975972372203162,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.4385819726868333,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-0.6,-0.48520989411833715,-1.0,1.0,-0.9999999999999999,-1.0,-0.48520989411839577,-1.0,-0.4385819726868173,-0.8181818181818181,-1.0,-1.0,-0.8881221759145372,-1.0,-1.0,0,0,1,1,0,1,1
1788,0.6363636363636365,-0.1428571428571429,0.09090909090909105,-0.3548387096774195,-0.33333333333333326,-0.5199999999999999,0.9636363636363636,-0.5199999999999999,1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.2727272727272727,-0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9676412843372318,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,-1.0,-1.0,-0.982113768365473,-1.0,-0.9675830852083565,0,0,1,1,0,1,0
1206,1.0000000000000002,0.4285714285714285,0.4545454545454546,-0.3548387096774195,0.0,-0.19999999999999996,-0.4181818181818182,-0.19999999999999996,-1.0,-1.0,-1,-0.33333333333333326,-0.8871352739537887,1,0.9999999999999999,-0.2727272727272727,0.0,-1.0,0.3333333333333335,0.0,0.0,0.1428571428571428,-0.9177055107138348,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-0.7583381894879058,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-0.19999999999999996,-0.7918058540776518,1.0,1.0,-0.9999999999999999,-1.0,-0.7918058540776316,-1.0,-0.758338189487864,-0.8181818181818181,-1.0,-1.0,-0.9545118442598629,-1.0,-1.0,1,0,1,1,0,1,1
1172,1.0000000000000002,0.4285714285714285,0.6363636363636365,-0.3548387096774195,0.33333333333333326,-0.1466666666666665,0.38181818181818183,-0.1466666666666665,-1.0,-1.0,-1,-0.33333333333333326,-0.8970023223542634,1,0.9999999999999999,-0.4545454545454545,0.33333333333333326,-1.0,1.0,1.0,-0.5,0.1428571428571428,-0.930596583511679,-1.0,-1,-1.0,1.0,-1.0,1.0,1.0,-0.7794651515107414,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-0.19999999999999996,-0.8254028847713026,-1.0,1.0,-0.9999999999999999,-1.0,-0.8254028847712134,-1.0,-0.7794651515106628,-0.8181818181818181,-1.0,-1.0,-0.9616373654481328,-1.0,-1.0,1,0,1,1,1,1,1
222,1.0000000000000002,-0.1428571428571429,0.6363636363636365,-0.935483870967742,-0.33333333333333326,-0.6266666666666666,0.2727272727272727,-0.6266666666666666,1.0,-1.0,1,-0.9999999999999999,-0.9981201465885603,-1,0.9999999999999999,-0.4545454545454545,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0.0,0.1428571428571428,-0.9980022231943683,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.9959749268453236,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.20000000000000018,-0.9950454961360051,-1.0,1.0,-0.9999999999999999,-1.0,-0.9950454961359302,-1.0,-0.9959749268453741,-0.8181818181818181,-1.0,-1.0,-0.9988957318618136,-1.0,-1.0,0,0,1,1,0,0,1
258,-1.0,-1.0,-1.0,0.9354838709677418,-0.6666666666666666,-0.7599999999999999,0.23636363636363633,-0.7599999999999999,-1.0,-1.0,-1,1.0,-0.9968944889027467,1,-0.1428571428571429,-1.0,-0.6666666666666666,-1.0,0.3333333333333335,0.0,-0.5,-0.9999999999999999,-1.0,-1.0,1,-1.0,0.0,-1.0,-1.0,0.0,-0.9933505935768921,-0.9999999999999999,-0.6666666666666666,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-0.19999999999999996,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-0.990922241153153,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0,0,0,1,0,0,0
393,1.0000000000000002,-0.1428571428571429,0.2727272727272727,-0.3548387096774195,-0.33333333333333326,-0.6,-0.09090909090909094,-0.6,1.0,-1.0,1,-0.33333333333333326,-0.997723568414832,-1,0.4285714285714285,-0.09090909090909083,-0.33333333333333326,-1.0,1.0,1.0,0.5,0.1428571428571428,-0.9983833718014495,1.0,-1,0.0,0.5,-1.0,1.0,1.0,-0.997723568414992,-0.5999999999999999,-0.33333333333333326,-1,1,-0.33333333333333326,0,0.0,1.0,0.6000000000000001,-0.9954008700126168,-1.0,1.0,-0.33333333333333326,-1.0,-0.9912050322016958,0.0,-0.9977235684149361,-0.8181818181818181,-1.0,-1.0,-0.9979715418864644,-1.0,-1.0,1,0,1,1,0,0,0
2119,1.0000000000000002,0.4285714285714285,0.09090909090909105,0.9999999999999998,-1.0,-0.9466666666666667,-0.8181818181818182,-0.9466666666666667,-1.0,1.0,-1,1.0,-1.0,1,-1.0,0.09090909090909105,-1.0,-1.0,-0.33333333333333326,0.0,-1.0,-0.9999999999999999,-0.43648021497768263,-1.0,1,-1.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,1.0,-0.27717105012797527,1.0,-0.4514834658331104,0,0,0,1,0,0,0
53,1.0000000000000002,-0.1428571428571429,-0.2727272727272727,0.29032258064516125,-0.33333333333333326,-0.5199999999999999,-0.6000000000000001,-0.5199999999999999,1.0,-1.0,-1,0.3333333333333335,-0.9952189936581728,1,-0.1428571428571429,0.4545454545454546,-0.33333333333333326,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.9972672857861864,-1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-0.9897630846314488,-0.9999999999999999,-0.33333333333333326,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-0.6,-0.99310639406434,-1.0,1.0,0.3333333333333335,-1.0,-0.9927258712116556,-1.0,-0.9860245797685178,-0.8181818181818181,-1.0,1.0,-0.9964947371893473,1.0,-1.0,1,0,0,1,0,1,0
960,0.8181818181818183,0.9999999999999999,-0.2727272727272727,-1.0,0.9999999999999998,0.2533333333333334,-0.7090909090909091,0.2533333333333334,-1.0,-1.0,-1,-0.9999999999999999,-0.7571242790554881,1,0.9999999999999999,0.2727272727272727,0.9999999999999998,-1.0,1.0,1.0,-0.5,0.1428571428571428,-0.8014224889084302,-1.0,-1,-1.0,1.0,1.0,1.0,1.0,-0.47996341719013447,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-0.19999999999999996,-0.5039570176557364,-1.0,1.0,-0.9999999999999999,-1.0,-0.503957017655877,-1.0,-0.4799634171901097,-0.6363636363636362,-1.0,-1.0,-0.8902365780579089,-1.0,-1.0,0,0,1,1,1,1,1
691,-1.0,-1.0,-1.0,-1.0,0.0,-0.3866666666666665,-0.12727272727272732,-0.3866666666666665,-1.0,-1.0,1,-0.9999999999999999,-0.9265405190686282,-1,0.9999999999999999,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.8427112545876589,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.6,-1.0,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8427112545875153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0
2283,1.0000000000000002,0.4285714285714285,-0.2727272727272727,0.41935483870967727,-1.0,-0.9466666666666667,0.709090909090909,-0.9466666666666667,-1.0,1.0,-1,0.3333333333333335,-1.0,1,-1.0,0.4545454545454546,-1.0,-1.0,-0.33333333333333326,0.0,-1.0,-0.9999999999999999,-0.9914170027899425,-1.0,1,-1.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,1.0,-0.9889905571640413,1.0,-0.9925335415175356,1,0,0,1,0,0,0
2183,1.0000000000000002,0.4285714285714285,-0.8181818181818181,0.29032258064516125,0.9999999999999998,0.3333333333333335,-0.6000000000000001,0.3333333333333335,-1.0,1.0,-1,0.3333333333333335,-1.0,1,-1.0,1.0000000000000002,0.9999999999999998,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9982638654763278,-1.0,-1,-1.0,0.5,1.0,1.0,1.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.9990403542414089,-1.0,-0.9982419572447202,0,0,1,0,1,0,1
2467,1.0000000000000002,-0.1428571428571429,-0.2727272727272727,0.9999999999999998,-0.33333333333333326,-0.5733333333333333,-0.8181818181818182,-0.5733333333333333,1.0,1.0,1,1.0,-1.0,-1,-1.0,0.4545454545454546,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,-1.0,-0.9999999999999999,-0.9977225159747175,-1.0,1,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-0.33333333333333326,-1,-1,0.3333333333333335,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,1.0,-0.9970786626661746,-1.0,-0.9977016416674345,0,0,0,1,0,0,0
877,1.0000000000000002,0.4285714285714285,-0.2727272727272727,0.9354838709677418,0.9999999999999998,0.4666666666666668,0.1272727272727272,0.4666666666666668,-1.0,-1.0,-1,1.0,-0.8007431785226357,1,0.4285714285714285,0.4545454545454546,0.9999999999999998,-1.0,0.3333333333333335,0.0,0.0,0.1428571428571428,-0.8163715005241269,-1.0,-1,-1.0,0.0,1.0,1.0,0.0,-0.5733586043938215,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,0.20000000000000018,-0.5332098488447912,-1.0,1.0,-0.9999999999999999,-1.0,-0.5332098488446522,-1.0,-0.5733586043939412,-0.8181818181818181,-1.0,-1.0,-0.8984996218465885,-1.0,-1.0,1,0,1,0,1,1,1
2104,-0.8181818181818181,-1.0,-0.8181818181818181,0.41935483870967727,0.0,-0.2533333333333332,0.709090909090909,-0.2533333333333332,-1.0,1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.8181818181818181,0.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9801548556262892,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,0.0,-1,-1,0.3333333333333335,-1,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,1.0,1.0,-0.974544558595914,1.0,-0.9769657180590627,0,0,0,1,0,0,0
947,1.0000000000000002,0.9999999999999999,-0.4545454545454545,0.29032258064516125,0.9999999999999998,0.52,-0.1636363636363637,0.52,-1.0,-1.0,1,0.3333333333333335,-0.7800078295642647,-1,0.9999999999999999,0.6363636363636365,0.9999999999999998,-1.0,-0.33333333333333326,0.0,0.5,0.1428571428571428,-0.7899818365376382,-1.0,-1,-1.0,-0.5,1.0,1.0,-1.0,-0.5289608359640177,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.6000000000000001,-0.47221877502221243,-1.0,1.0,-0.9999999999999999,-1.0,-0.4722187750223672,-1.0,-0.5289608359640727,-0.8181818181818181,-1.0,-1.0,-0.8839127745891938,-1.0,-1.0,0,0,1,0,1,1,1
1944,1.0000000000000002,0.4285714285714285,-0.09090909090909083,-0.29032258064516125,-0.33333333333333326,-0.6533333333333332,-0.054545454545454564,-0.6533333333333332,1.0,-1.0,-1,-0.33333333333333326,-1.0,1,-1.0,0.2727272727272727,-0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.6987028880850293,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.8334584724964188,-1.0,-0.6982248410490666,1,0,1,1,0,1,1
318,-1.0,-1.0,-1.0,-0.3548387096774195,0.0,-0.33333333333333326,-0.4181818181818182,-0.33333333333333326,-1.0,-1.0,1,-0.33333333333333326,-0.9920873920590908,-1,0.9999999999999999,-1.0,0.0,-1.0,0.3333333333333335,0.0,0.0,0.1428571428571428,-1.0,1.0,-1,0.0,0.0,-1.0,1.0,0.0,-0.9920873920589667,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,1.0,-0.19999999999999996,-1.0,1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.992087392059186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1067,-1.0,-1.0,-1.0,0.35483870967741926,0.9999999999999998,0.44000000000000017,0.6727272727272726,0.44000000000000017,-1.0,-1.0,1,0.3333333333333335,-0.7647764398549435,-1,0.4285714285714285,-1.0,0.9999999999999998,-1.0,-0.9999999999999999,-1.0,1.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-0.4963479431435097,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.49634794314364894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0
1950,1.0000000000000002,-0.1428571428571429,0.6363636363636365,0.29032258064516125,0.0,-0.3599999999999999,-0.5636363636363637,-0.3599999999999999,-1.0,1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.4545454545454545,0.0,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.9451619702721232,1.0,-1,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,1.0,-1.0,-1.0,1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.9311921897501267,-1.0,-0.9436381956481616,0,0,0,1,0,0,0
2899,1.0000000000000002,0.4285714285714285,0.2727272727272727,0.29032258064516125,0.9999999999999998,0.5733333333333337,-0.1636363636363637,0.5733333333333337,-1.0,-1.0,-1,0.3333333333333335,-1.0,1,-1.0,-0.09090909090909083,0.9999999999999998,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9968028571055645,-1.0,-1,-1.0,0.5,1.0,1.0,1.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.9982327840518833,-1.0,-0.996762512451357,1,0,1,0,0,1,1
377,0.4545454545454546,0.4285714285714285,0.09090909090909105,0.29032258064516125,-0.6666666666666666,-0.7066666666666666,-0.5636363636363637,-0.7066666666666666,-1.0,-1.0,1,0.3333333333333335,-0.9916326526864011,-1,-0.1428571428571429,-0.4545454545454545,-0.6666666666666666,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.9924730761277595,1.0,-1,0.0,1.0,-1.0,-1.0,1.0,-0.9916326526862609,-0.5999999999999999,-0.6666666666666666,-1,1,-0.33333333333333326,0,0.0,1.0,-0.6,-0.9830958485335721,-1.0,1.0,-0.33333333333333326,-1.0,-0.9839279229241197,0.0,-0.9885769110401497,-0.2727272727272727,-1.0,-1.0,-0.994645436420932,1.0,-1.0,1,0,0,1,1,0,0
