,UMAP_1,UMAP_2
575,9.078608,7.760001
1428,8.695245,6.5025067
1386,8.164197,7.663164
1967,5.8778033,4.922987
2243,7.1799197,4.4092636
1196,8.087848,6.3689036
419,5.603785,4.269038
1826,9.81796,7.0790677
1260,9.440253,4.2123322
3072,11.423074,5.2216067
1642,9.7077,4.3063216
3189,8.975596,4.8563457
928,9.84357,5.98532
610,7.4077234,5.717624
1575,8.8551,3.5970116
185,8.420275,7.189334
2782,5.8551645,4.513269
449,6.5215635,5.958248
1198,10.472304,7.5934987
1356,6.060057,3.2602253
399,7.1075273,5.542928
3168,8.825948,5.119107
1781,8.605793,5.8626623
2995,5.7531033,5.459632
411,5.728578,5.0093355
2878,7.97573,6.8963666
3264,10.304501,7.494959
2071,10.505314,4.723243
680,9.466466,5.675276
865,11.397577,4.4162593
444,9.1329155,5.4424677
211,10.353733,5.4654965
569,10.51782,7.356307
1243,9.289739,6.5974064
780,7.8263335,5.594284
779,11.498833,5.4441285
2076,9.376652,8.002565
1744,9.223054,3.6680577
144,8.724161,6.96086
898,9.897395,6.689705
1429,6.105524,5.1428647
2033,6.410108,4.017634
1150,8.338314,3.402286
1282,11.37008,5.93042
1206,9.70093,5.979659
1172,9.3923235,4.0784836
258,7.318394,4.7132635
393,5.735169,3.5443695
960,9.918713,4.1469874
877,8.897405,7.3325834
947,8.8335705,7.4838977
1944,10.843921,5.3421283
1950,5.178059,4.0378737
2501,9.692465,6.823324
3087,7.892691,6.694259
1387,9.755817,5.373705
820,5.8587213,5.3270345
1115,9.217166,7.4422326
1998,5.4080963,3.9219582
1691,9.189259,4.1199274
1458,8.780376,3.5652428
2714,6.1198225,5.7375593
1971,10.039218,7.9581847
920,10.493476,6.672194
1176,9.863423,6.4918876
1903,10.050935,7.5791655
1874,11.587511,5.272668
311,6.2050605,3.482434
1956,9.906532,3.8196886
1530,8.124639,4.6351175
430,6.584079,6.025511
1313,11.158359,4.1565213
281,5.841202,4.7292304
2072,8.8094,3.8460088
586,8.540296,7.1726885
647,9.897353,7.8708863
1876,9.89743,4.346651
1134,9.802461,7.4672923
2027,5.0920258,4.3995643
1622,10.447904,7.252597
1132,10.404715,4.262313
2800,10.117188,3.8464983
1447,9.5623665,7.4605966
1604,9.460572,7.2508883
642,10.076641,6.865772
2712,5.740395,4.4113107
220,10.654623,3.951393
164,7.533217,4.2514668
1256,11.42852,5.032224
2059,5.1781287,4.335123
1111,5.8488355,3.2631996
1073,8.430419,5.7542458
1870,10.354881,4.29972
593,10.803183,5.9268847
1345,6.6725216,4.441845
808,9.1696415,6.767404
2044,5.510734,3.7682235
1411,7.9580774,4.9859376
1510,8.413237,3.3651056
1655,8.707169,7.5764575
160,7.9567375,6.6943507
1275,11.407727,5.668514
883,8.879648,6.2935033
2479,9.302963,4.7206006
1146,11.358426,5.412407
1096,8.585461,5.4729085
874,7.213273,5.3332505
663,7.8871813,4.955041
1056,11.322914,5.618318
2068,10.318884,7.593371
2753,6.012621,3.813135
1793,9.031737,5.782906
878,10.328832,7.7383165
984,9.660806,7.652407
968,8.21309,4.8077345
1039,9.500674,5.7873936
1242,10.757409,3.943236
2345,6.4150176,5.893958
1667,9.899082,4.177518
682,8.894637,3.9675088
1069,7.080755,6.1343966
1314,11.4474945,4.898736
192,7.196435,4.9508476
1239,9.388474,7.783439
270,5.968964,5.328897
1182,10.1121,4.5328374
658,10.627847,5.192363
1658,8.470773,6.7620077
1005,9.378675,3.652277
106,6.0974393,5.6640735
1089,8.215422,4.8142667
1663,8.78958,7.4310594
1406,9.849625,5.7842484
706,9.075582,6.854258
2940,6.5829067,3.5140324
1910,9.33916,4.9452085
1037,10.829235,4.1325803
3086,8.68898,7.528918
2703,7.8212805,4.428287
349,5.5820003,4.844499
3309,10.077578,7.3862185
1269,5.4693775,3.614325
915,8.004151,4.8931427
1165,9.60595,6.963843
304,5.8025513,4.2306967
2769,5.487701,3.930008
1352,8.513452,4.1074457
1154,9.746297,7.9580545
1565,11.190588,4.854716
2017,11.16972,4.658619
111,8.361296,7.490823
611,10.514103,3.822727
1753,10.450862,4.566111
1112,11.187096,4.3535905
2247,9.284915,4.169076
1881,9.766843,4.3142676
1552,8.5678835,5.6580873
1347,10.282676,6.515089
1656,9.89224,6.619683
1168,7.868473,5.4006815
3077,8.517087,7.147751
668,6.2716217,5.270311
1508,11.17803,4.610392
1419,11.241197,5.1434364
1860,5.8124957,5.7383733
2410,6.571149,4.546002
641,9.455853,6.3971157
1229,11.532308,4.551462
1047,7.6049366,6.5305023
476,8.587324,3.757474
2064,9.855181,8.083051
2218,10.585852,3.7996452
1188,6.162086,3.526604
1695,9.197806,7.7844634
637,8.547346,3.4421754
34,11.221001,4.976387
1249,7.6078744,5.603745
891,10.472263,4.423517
1772,11.137452,5.256108
2186,10.402594,7.2560735
295,6.022151,5.240287
581,10.155786,5.334049
301,5.2428923,4.2342415
2408,10.767238,5.8280277
1216,8.771782,4.8451943
169,7.2541027,4.65909
215,9.378391,5.744777
2031,5.10715,4.1078663
1990,6.0177164,3.6755013
1021,10.897131,5.046976
885,10.1119,6.135946
371,5.2762465,4.5012927
1960,5.74695,4.629453
3279,9.476311,7.2668204
3013,5.1053185,3.9362926
892,8.081043,7.035556
1357,9.204013,6.362343
1389,8.533981,3.908442
737,6.026875,4.0979714
172,9.340021,7.3049574
1607,8.384347,6.1799703
1015,9.68698,7.349658
334,5.9902577,5.145543
2052,6.4887347,3.5299354
1075,7.806235,6.17125
412,5.8301497,4.8212976
553,8.923194,5.0008707
755,9.34129,5.075306
3277,6.8550544,3.5234132
3255,8.847452,4.7246447
556,9.533111,5.2983055
1022,10.993946,5.1890316
861,8.173217,3.6200469
1914,11.161039,5.6285253
274,7.612353,5.554478
2003,6.4931855,3.3204536
1190,8.669934,3.9200833
1610,8.926995,7.6035023
2067,10.003765,5.056112
2848,9.001683,4.074562
2095,10.03111,6.5807424
130,11.2433195,5.670503
847,5.8731093,3.4037693
573,9.284014,5.4884596
2148,7.165489,4.7958035
1985,5.8986545,4.143751
