,UMAP_1,UMAP_2
276,8.2913065,-1.7120838
1785,-3.1207783,6.1104836
681,18.665462,8.961715
998,2.9411564,10.376221
3207,4.337523,14.29702
2066,2.5107615,8.128066
1440,7.7986507,13.431876
270,8.360769,-1.9517758
125,9.281991,-1.8901207
304,8.528812,-2.0789301
1395,2.8619578,10.349084
3233,10.087379,-1.6211922
1215,1.8107172,11.95226
941,1.4857835,14.552089
1164,4.0572743,13.912469
870,2.1564944,14.788792
1761,1.3255589,15.76608
2170,7.9659305,14.603739
2038,10.6455345,-2.748897
1840,10.486991,-3.6236188
305,2.5740175,8.879693
1165,-9.442016,8.221672
2732,9.367548,-3.6728532
1618,-3.2264779,0.28185546
2277,18.924994,9.010972
100,2.4868114,8.092814
3224,7.3333406,14.331449
1514,10.200079,-1.7730579
1095,2.2888784,7.9615
2401,18.699211,8.97702
1853,4.55337,13.864671
14,1.494255,14.341875
464,8.662209,-1.4131465
2872,9.997193,-2.587026
1224,6.986102,13.7206545
2094,-9.789325,7.59377
574,7.092547,13.187983
1769,9.80267,-3.1884282
604,2.7495522,10.495628
1466,-3.0612936,0.87028134
1119,1.761864,11.9227
1153,18.696384,8.984574
1818,-3.72594,6.499013
1216,-9.547437,8.2181015
1569,-3.7460449,6.4833155
341,8.043804,-1.4553747
709,-3.2960498,7.037592
122,18.923923,9.359896
3150,1.5137006,15.672118
759,-2.7619703,0.4482597
2516,19.680525,9.058142
1965,10.572407,-2.737367
1391,1.3823416,8.955005
2371,1.8067099,15.580713
349,8.393051,-0.67352974
760,9.921734,-1.4763604
358,9.861435,-3.0564978
1169,4.0904107,14.017835
2864,10.145922,-3.426853
1513,-3.421342,0.8228856
2166,18.30896,9.07412
733,1.8048246,11.486674
931,-2.674652,0.49492958
3173,4.020885,14.245916
474,8.836082,-2.6763806
2752,10.385829,-3.6275191
1820,-3.122054,0.29456273
288,8.898775,-3.12718
1615,-3.2042372,0.35363787
2102,18.685865,9.119381
671,1.8484066,14.930051
2087,-2.82051,6.876898
496,1.9441762,11.479547
420,9.650626,-2.364202
564,7.044689,13.179845
488,8.377168,-0.9063207
311,9.601952,-2.4421613
2139,18.33801,9.442255
1540,-3.1636524,0.297406
2935,2.4220922,9.061854
1449,7.7672906,13.413687
2382,19.410908,9.128307
3279,-3.4718893,0.7382171
1425,4.177862,14.116566
1492,-10.100678,8.250695
2490,19.48066,9.836599
905,6.8930793,13.350616
535,8.21625,-0.8559949
388,2.8231099,10.428595
1742,-10.334796,8.5225
2206,1.0530269,16.212902
1212,1.7018563,11.640201
796,2.7430809,10.47967
1987,1.8092799,15.557198
1074,1.8187987,11.4508915
147,-2.8556454,6.8783374
254,2.7556791,10.466256
457,9.61313,-2.4522903
1563,1.512238,15.667054
1510,-3.2430825,0.41760325
347,8.65416,-2.2585735
3235,1.2212102,16.075808
1085,-9.370497,8.094135
533,8.310228,-1.816862
3164,1.0913892,16.181189
2769,10.453643,-3.5196557
1460,8.311214,-2.101371
959,-9.40311,7.8582134
367,8.690216,-2.3952436
994,4.3264365,13.843207
1147,2.1009388,14.770276
1601,-3.1323192,6.3623543
553,7.611143,13.641198
1315,7.6501427,13.322951
2278,4.5599904,13.884835
2877,4.6716404,14.09474
1167,6.82354,13.998729
3142,-10.379196,7.8900075
895,-2.847226,7.0898666
3258,18.317936,9.522099
1430,8.856435,-2.6975856
95,7.1493015,13.165203
1803,10.210908,-1.9919487
986,1.7896737,14.54226
908,18.829615,9.433578
2883,-3.3219924,0.49826038
2286,19.323557,10.014296
1470,-2.789391,0.891162
1288,2.3934705,9.043487
3079,-10.277399,8.152179
1195,1.74958,11.698653
1081,19.161894,9.766493
1698,7.968991,14.527311
24,6.9092007,13.368638
1907,4.3171787,14.325123
1309,7.0813856,13.884717
1731,1.1718881,16.155104
509,4.1677256,13.87623
1268,-3.1913643,7.1201177
890,1.5921078,14.553843
1313,3.0023594,10.306276
957,7.432475,13.50894
373,8.286173,-0.7568418
2466,18.572212,8.884482
2188,19.273716,9.959794
2854,10.010969,-2.5374138
1478,2.4814024,8.05694
473,8.307162,-0.7131171
1760,7.6981444,14.37333
529,8.272786,-0.7741624
2383,18.906424,8.973505
919,1.8081955,11.360465
1708,7.4960823,15.139205
1297,2.7271435,8.877967
2049,9.288213,-3.5658088
668,8.868229,-1.9694029
3255,4.295622,14.250261
2406,18.53198,9.224375
1886,-3.491684,0.70834154
1714,-10.420767,8.676826
975,1.0940702,8.653206
1770,19.606106,9.039057
1827,-3.1268795,6.3035254
1940,1.4909302,15.6559
1125,1.0995325,8.658914
1878,6.8377776,14.512355
2598,7.95535,14.53579
264,2.368841,10.816307
1039,2.5148747,8.96329
1609,-3.1001823,6.292493
685,1.6190528,14.481317
765,-2.9035435,0.77198786
2808,10.466679,-3.5389569
1581,9.973913,-2.5210245
1381,1.057576,8.6156645
2211,19.765404,8.910537
3246,10.534538,-3.5575778
761,-2.7473595,0.53943217
1044,-2.8970876,7.2263217
2508,18.902197,8.974075
1368,-9.645235,8.135528
1715,7.495152,15.112434
885,-9.574828,7.657082
3117,0.9419759,16.150837
613,6.9119234,13.384201
1961,9.801252,-3.0285523
279,9.153387,-2.6898432
2031,9.90878,-2.5553992
702,2.9339132,10.371081
720,2.697321,8.75379
2340,18.506556,8.936319
940,-9.503568,8.11352
383,8.197524,-2.1529026
1920,-3.350172,0.6986266
1305,-9.625247,7.680729
1014,-3.2880797,6.9697394
392,8.039611,-1.659316
201,1.1886921,8.752978
285,8.649009,-1.4254924
468,8.222928,-1.758996
487,8.018991,-1.5378274
2958,10.452545,-3.4304326
2542,1.0829166,16.14128
657,1.492391,14.39655
1634,1.0301926,16.223394
1646,-3.144492,6.1175265
1807,10.244761,-1.8136535
1462,8.705851,-1.347102
687,2.2682889,7.9882617
1852,0.9132672,16.091515
456,8.275436,-0.81286436
87,19.175564,9.298674
963,8.285341,-2.0704837
1858,-3.34443,0.6972999
1405,-9.544335,7.6649814
193,7.606447,13.352298
997,2.1386034,8.073785
1142,9.533635,-2.4175174
1210,-2.785681,0.47533825
342,-9.81345,8.119667
1791,18.331863,9.182019
117,9.942669,-2.0202222
1814,4.2443657,14.252413
888,3.9475362,13.983553
1637,7.4184036,15.109262
2416,19.425821,9.880627
953,1.8230377,14.806809
497,8.304742,-2.0097706
1346,-3.0123272,0.8859234
625,2.1431112,14.889953
2037,1.1137571,16.16983
2325,19.654568,9.068561
511,8.050091,-1.4725581
79,18.894663,8.918022
77,2.1748915,14.727588
525,8.88989,-1.2507614
809,2.504206,8.069636
1533,1.1527923,15.355623
1638,-2.9231544,6.1696362
2492,1.0619783,16.152622
2515,7.6599984,14.313205
2215,19.147844,8.810583
2140,10.001511,-3.0598457
376,8.610954,-2.2218132
1234,1.7526255,11.732406
1230,1.3552202,8.900188
485,10.3023,-2.8085601
789,2.1787336,8.062972
2326,19.1283,10.110662
1314,7.0767183,13.13433
755,1.7360874,11.662856
1036,2.3762012,10.749658
663,1.1904575,8.749874
532,9.622214,-2.5102153
1129,7.792072,13.371178
723,2.5663774,8.863583
624,2.879584,10.318753
2092,10.115717,-1.7402006
3128,7.0005355,14.648185
1705,-3.8110824,6.5238113
1649,-10.13789,7.67889
1347,-2.9112942,7.0774946
3209,-10.2518635,8.2538185
3119,-3.57829,6.6916094
153,18.805744,9.599608
627,2.125174,7.996085
1668,-3.5819168,0.5833113
2138,18.36509,8.96941
2332,6.9675193,14.510257
1384,2.9746954,10.237306
1454,-2.9586868,0.8292225
1930,-3.457756,0.73099947
2979,1.5351181,15.855424
196,19.403532,9.113502
2529,18.420116,9.436807
1451,19.403042,9.657583
3248,-3.2196882,6.1965017
2072,7.0842013,13.167486
1354,-9.486252,7.7591505
455,9.570359,-2.9747038
1113,2.8357995,10.404062
872,-9.433677,8.14256
967,7.7869916,13.403961
659,1.9987044,11.582108
1408,2.5710397,8.850523
1966,10.474291,-3.5662773
269,8.421992,-1.513486
22,1.6534221,11.795562
871,7.9308233,13.674955
1438,2.3385746,9.081234
1641,7.7183075,14.367382
850,-9.526608,7.604157
156,19.070644,9.817187
2421,19.747341,8.952768
1082,-2.7602813,0.5811803
541,2.4128585,9.109515
1656,-10.214056,8.291787
2435,18.949432,8.885928
1819,7.9536667,14.523872
839,-9.680496,8.055272
461,8.416477,-2.0034437
3018,-3.4691489,0.62631524
869,-9.839338,8.007591
1789,-3.298528,6.4585605
1535,-3.822816,6.573043
1627,-10.216549,8.45056
1206,-3.0363438,7.0355835
2248,18.388098,9.460117
1628,-10.265679,8.480399
322,8.146643,-1.906217
2274,19.266699,9.629085
2823,1.8516455,15.561845
1937,7.5577765,14.372487
335,9.557163,-3.536339
1771,-3.092339,6.100532
1871,-3.4941628,0.6993536
1426,8.634496,-1.4241396
1389,-9.737823,8.05918
301,9.021427,-2.812234
2481,18.251034,9.496597
1738,7.944861,14.488932
724,1.306984,8.880031
1843,10.498081,-3.4975045
1097,4.191929,14.089394
3088,-3.2950249,6.4842315
1602,4.5685787,13.885747
1895,7.5177393,14.409546
3158,9.255954,-3.646606
2896,9.981091,-3.301647
19,2.4582462,10.797929
978,1.903701,15.37454
1732,-3.2362428,6.430772
32,2.9207418,10.254315
1023,6.8519483,13.420248
556,2.1397703,8.15583
1366,-9.43031,7.8237596
630,9.878207,-1.4653447
2093,19.199993,10.07535
3239,-10.319265,7.93744
792,1.4188328,14.529992
1412,2.4239795,9.100723
751,1.6843685,11.820297
1480,8.635863,-1.4118493
1782,-3.1098006,0.35588348
1228,-9.711996,7.5495286
757,-9.721744,7.5587444
498,9.597462,-3.5219343
1889,7.0234413,14.6419525
2077,-2.9386556,7.192109
2967,4.293642,14.248441
1813,7.36119,15.054636
1574,10.085556,-1.6693996
435,9.162799,-1.9100579
2391,19.359905,9.705261
917,6.8401,13.665565
1751,-10.121531,7.690659
2017,-10.294539,8.006187
938,2.6490774,8.789772
169,19.009491,9.241858
1065,3.9758513,14.0602255
386,8.878106,-3.105341
747,2.9448128,10.26201
275,8.2718115,-2.2649024
1027,18.865091,9.573985
860,-3.385658,7.0442286
1752,-3.4842281,6.6051936
309,8.252831,-1.9739081
1350,1.2682203,8.807875
1721,7.125718,14.799421
611,7.746016,13.373678
1704,-3.4553714,0.6637656
171,19.470928,9.083238
1808,7.423719,14.372394
3299,-3.1642256,6.1414523
841,2.6754723,8.779882
452,8.887733,-1.3222824
2890,-3.1703844,0.64463353
2982,9.963701,-3.0929515
2159,19.539192,9.10622
988,6.8942995,13.976965
1398,1.500667,9.043663
2171,1.3358059,15.77011
1763,7.440518,15.113523
1505,7.4509077,15.110444
1526,-3.565008,0.58423
2090,1.9733983,11.602074
3100,-3.3543916,0.558635
2205,-3.7902749,6.538985
831,1.34857,14.800744
746,1.353004,8.9002905
2006,9.915697,-3.2205398
3096,-3.2178833,0.41688046
1702,-3.5493908,6.6651955
1324,2.9103656,10.33871
2133,18.2581,9.488947
448,7.8002715,13.471051
2259,18.572598,9.484514
2132,18.403818,8.896983
472,1.8786159,11.979231
775,9.881754,-1.4695662
345,8.680994,-1.4802003
1700,1.8079437,15.558992
45,1.0926882,8.657144
3237,7.4936576,15.142573
2158,8.024038,14.411882
926,7.261654,13.50591
222,-9.312202,8.135466
682,-9.763644,7.6086693
1446,-2.8082922,0.58196926
1218,2.168995,14.753269
936,6.995841,13.724573
517,9.575184,-2.960457
1730,-10.286557,7.881024
984,-2.8812122,0.8565446
423,18.920473,9.422902
770,-2.8429615,0.43039674
2168,10.572901,-2.7551763
927,9.104841,-2.746233
2169,18.411232,9.454703
1662,-3.435718,6.5060744
1534,-10.411437,7.962369
2316,18.261606,9.430984
1414,8.2721195,-1.870087
1356,9.68915,-2.4237955
2057,9.589554,-3.6432939
133,-3.1278095,7.223776
632,1.6216044,14.555824
1536,-3.3288748,0.5023211
2501,19.738855,8.973563
