,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
1252,1.084962174315065,0.4645845221892639,-2.0738125672069425,-1.6873766341266903,-1.2341098359721276,-2.012064286312168,1.7778388869213584,-0.9107944841528441,-1.0325319656290333,-0.087424920722593
1399,1.5756123085478473,2.4552368792726926,-0.19283584163337208,1.0939610300419753,-2.8727817647938765,0.5954091925648405,1.1231960417412203,-1.4348093073095394,-0.3074221026907104,-0.6886979437919195
160,-0.7735274438973121,-2.7957659505294994,0.21164787453084868,-2.9412419144660205,-0.9095679999657144,2.5039640976578648,-0.19069615106936727,0.6398038719917515,0.9138186002981938,-0.8432008081228873
2823,-3.215580524448782,1.8078472476230283,1.2509366180529085,-1.078933005620883,1.8742756585544345,2.4156496401035166,0.22198313766202737,0.2089316517878282,0.3458986595788924,-0.35338294692073097
326,4.46162721612528,-1.7176711490053826,-0.11054364152574196,1.6558751871851018,0.33686576396514917,-1.8666678705390485,-1.352156674232275,-0.8853388218479356,0.570128420391844,1.0010707299906443
762,-1.8541824639811535,1.3783541095593919,0.24253806122512653,0.09782757974028503,0.5326483308834966,-0.007189549748956296,-1.8670182974803853,-1.9811058039482283,-0.29337427637325764,-1.3378870503748046
122,-1.3392529108312983,1.3437853592917588,2.882729527346611,2.4192107342106692,-1.3890471976513072,0.31070670462771527,-0.1360422635613426,1.1465677673602208,1.6301864727081719,1.0901130669269912
3232,0.0004888399587731846,3.6919287424508775,-1.9515924998352152,-1.848609911239703,0.04272298692018401,2.2851822036756686,-0.7134416945017545,0.7861686386240216,1.5192560041705676,-0.0703433082935461
1096,0.6908791505777727,-1.710355000263328,-1.6734120821832965,-1.061134963710957,-0.6765580369474262,-0.270273653243324,-0.13284822561820303,-2.69034554318477,-1.393301752159254,-1.160844485747049
1579,-3.797439583134378,-1.1846089483754199,0.5469572391643436,-1.4598877344516266,1.4835412480162606,-1.630592715702067,0.9818493359524643,0.7900589258370526,0.5274961698844529,-0.7928717927172064
2031,2.5640992583012467,-0.36408118631021624,-2.4783430905192674,1.3262886394319637,1.8068335992392177,-1.7211445954110025,-0.9797543364189332,-0.6514137451043871,1.964771380110714,-1.7039471935531025
296,2.903834506931208,-2.8917403187379405,1.4423424968159912,-1.128486874911004,1.7836637130211042,0.20289526646429054,-1.2827893941275146,-0.8471403411886191,-0.6198811315041504,1.7627556039636472
1534,2.9462292969745056,3.233174683585767,-0.4401899571578343,-0.3482432529716934,-0.8667015137386003,0.518876091616897,1.5395404467454963,0.47034536818190054,-2.4464409068776796,-0.7975604505846989
