,UMAP_1,UMAP_2
1290,-4.9368854,9.980891
776,1.6366243,7.323133
1071,-1.2264444,15.771783
1742,4.9672394,-0.6893052
2284,12.720275,15.31272
1252,2.2509437,-1.8780687
1730,5.396367,-0.06937794
1891,-2.6555126,12.894276
2518,11.844551,13.775614
1399,3.8441274,8.699937
2590,-4.0926466,8.238495
1309,-5.50279,11.846537
160,-2.8098645,11.581246
2823,-2.7717247,12.982207
326,14.355657,13.319947
385,16.89208,14.200379
762,-0.47065228,14.962777
122,13.065576,13.007149
1157,3.2197185,8.918985
3232,-2.6442397,12.877098
1096,-5.008667,9.867235
1579,-1.5197434,15.527673
2031,15.111631,14.804734
821,15.387415,12.651541
296,16.162674,14.1853485
1186,17.115995,14.218097
2158,-4.416098,12.125311
1534,5.301087,-0.09708107
511,15.371794,12.623431
3280,1.9465842,-1.2477164
1069,1.0560654,8.247697
500,15.361013,12.667025
423,13.040652,12.989468
2339,12.9504795,15.405968
1410,-1.313192,15.853183
3221,11.989333,13.990652
2079,-3.607002,9.689946
137,-1.4744273,15.833244
609,-4.7348022,10.135023
2537,12.704133,14.007894
2015,17.167536,14.719934
1663,-4.091169,8.450472
734,-3.3475096,11.243165
521,15.99901,15.556433
27,1.3128757,8.216337
2191,1.9455801,-1.2650908
1350,2.8589265,8.351386
1553,12.651073,14.0229845
1829,-5.509322,12.494874
1313,1.6144526,7.289463
1685,1.9272393,-1.2348423
3018,1.9101815,-2.1262946
204,1.4249357,7.941972
1505,-5.5857835,8.579121
574,-4.463185,10.43021
2069,1.9680903,7.7256465
1254,13.252715,13.119642
663,3.458731,8.828133
847,16.97202,14.181074
1459,-5.4793744,11.427737
1117,3.0205343,8.10493
2081,12.591858,14.939506
1034,1.7780879,7.4115005
3157,17.2318,14.536707
2305,-2.6255045,12.847657
1450,-3.5296342,9.729329
1893,5.1587605,-0.40496218
3022,17.210503,14.731344
509,-4.0189857,10.3021555
2930,17.28879,14.658254
1014,-0.86552256,14.837761
232,5.591693,-0.49382707
1439,-4.734567,10.144175
3238,-4.582619,7.9030733
1182,-3.5398993,11.493075
2732,17.070517,15.831983
244,1.3321683,7.7434206
474,16.107338,13.752719
1657,-2.9804358,12.960932
2245,12.665132,14.845808
1479,14.856438,12.744384
684,-4.3826823,11.581884
1910,-5.5904093,8.949476
1535,-0.788761,15.4097185
1609,-1.8253943,15.420137
958,1.9949924,7.8297133
2928,16.088394,15.797441
2894,12.10332,14.198226
1786,-2.607103,11.937073
1871,1.9814639,-2.1890454
2264,-4.002701,8.39187
2175,12.094027,13.736187
2044,15.286522,14.711721
1298,-0.45420915,14.792424
548,14.976505,14.280954
1565,-5.5933576,8.639022
3240,-4.121417,8.468819
2991,17.227964,14.618255
1875,-1.4119341,15.577917
1640,-4.402103,7.9182467
112,14.441501,13.137504
2288,12.795821,15.335433
2172,11.740061,13.695139
3137,2.564894,-1.6641432
480,14.820956,14.495758
1762,-4.0739937,8.4543295
772,-1.844094,15.478245
922,1.1056743,8.101526
1541,1.6880691,-1.8933476
1083,14.398799,13.201767
2343,-5.1552315,8.10784
54,13.052749,12.825898
2107,-2.688133,12.901466
2882,16.090824,15.358789
940,5.6264915,-0.49943948
1773,-4.050181,8.427691
1847,4.734575,-1.0455618
3188,5.0813074,-0.5526842
1984,16.828604,15.882962
898,-1.886243,15.650943
2331,16.90005,14.824134
233,3.7402098,8.60664
2848,-5.1427298,8.117633
211,3.8951757,8.772586
1695,16.09354,15.779142
2260,-4.4280605,7.9196873
309,14.664635,11.981239
48,13.0573015,12.872325
896,13.325201,13.145424
2807,15.214471,14.7116585
919,1.8148807,7.9735837
1622,-5.5956116,12.516082
2693,17.27841,15.683262
1975,16.10338,15.386444
1053,-4.154022,10.298876
2424,11.734157,13.6633415
533,14.92956,11.851224
690,-4.116872,9.957065
1552,-2.595949,11.8892355
2123,-2.7204673,12.955729
534,16.245848,13.864194
597,1.8274394,5.540133
1649,4.6859207,-2.0568237
927,16.696676,14.134887
1746,-4.3559766,7.9249864
770,2.6256316,-1.4963632
446,3.013569,8.575356
951,-0.37947348,14.788399
2373,12.626518,14.051172
839,5.661399,-0.33636123
2332,-5.6062107,9.04194
1818,-0.79830855,15.4153595
192,12.801316,13.145977
1088,-4.343382,11.528139
307,1.6279769,8.008083
1100,4.7592964,-2.1249297
2017,5.297185,-0.10853304
1009,1.2229367,7.462276
1788,5.304693,-0.09300733
376,15.465092,12.588084
2169,11.995557,14.16099
1814,-2.8153853,12.090826
1189,4.848305,-2.1194966
2428,-2.8302834,13.032415
1809,-1.6815114,15.268065
3207,-4.616006,8.805218
1462,14.972891,12.885398
1058,4.5880456,-1.3040283
275,14.605537,12.046655
1275,1.0233996,5.66293
1022,1.2236154,5.5881157
1207,5.5983367,-0.1694333
573,-5.115295,11.412872
629,16.49979,13.967683
1305,4.8512006,-2.1528583
535,14.483752,13.211878
513,17.06908,15.856053
237,-3.6897743,9.814457
1481,-4.4173875,11.583264
1401,-4.4113374,10.497029
444,0.9197098,6.1512814
1908,5.0071144,-0.6437209
1610,-5.6055636,12.506975
2771,17.067156,15.82011
825,15.033114,12.484241
472,1.1127354,8.283118
1024,-2.717837,11.615922
1198,3.2372,8.844208
2887,16.657446,15.628834
2258,12.758787,15.389025
3174,12.170648,14.185039
1938,-1.7906721,15.373808
1606,-5.6340694,8.923495
870,-3.548322,9.97036
