,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
210,3.100259688646013,1.392338243131605,-1.046708689722346,0.8737837383144167,2.6084140793763972,0.852007582877843,2.7895794468775206,1.9118521952401462,-1.6507567220715222,-0.7686800092887265
642,-3.169615930440491,-0.2625113510169793,-0.7898791290228098,2.253080427288878,-1.0874466838494257,0.7970628129545638,-0.32103503293336455,1.4847265818936004,0.9334752543229976,0.6856644759750152
1323,-2.0255889396808575,2.3252499896903984,0.8055912706131634,-1.5607854798634773,-1.0894551490958526,-1.0520197058465917,-0.8285650939713972,0.6180975488274572,-1.8576541749209483,0.6282098107149704
1247,-1.2409903114566638,-2.437870223168571,2.277514951141626,-2.0474217332282865,0.7056480383154472,0.5412955576075797,1.0123118185444513,1.6868601505216507,1.0850501408191318,1.9303291870190706
1000,-2.827238120959423,-0.3641387639434247,0.34649602074456964,0.6857577682707593,-0.7831286406817093,-1.3024798953022618,1.3745158928283443,2.2637696236982507,0.40880599960431047,-0.765571212603623
1017,1.1485508133749958,-0.2544923046621177,-1.9736642614708109,-1.015508784749213,-1.2766952899855564,-0.7382229816774661,1.6066331638402322,1.475319671748822,-0.09511744758126685,0.2892893352424334
932,0.13811665084009123,-3.121190284699768,0.19581127197827172,0.6536658165855233,0.6667191126692076,-0.30076812888197696,-0.55114671798431,-1.055467493346832,1.4731811033584612,1.1035994311129216
968,-0.42876757646299024,1.5819259779822488,-0.5119538297931898,-1.0750986165438876,-2.104517952601379,2.081885918915191,-1.7909374946099084,2.85889472047861,0.9960428015489544,-0.975082141607454
3234,-1.8609408459145493,-0.4000699624792683,-1.2269390818930737,-1.30396787783746,-0.22652667695856107,-1.8857177886064076,1.8495197318399883,-0.06657189873642316,2.2996604364749076,0.4850401137452278
1764,-2.274124596690647,-3.1543788196388967,1.4062000399262713,0.22529631098384972,-0.5187268870318493,-0.6896230325880156,0.4053017564273447,-1.0389842568301095,0.7546009407768814,-0.5168958718756801
