,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
1290,-0.6375590456559209,-0.1487641838261729,-1.816208608656952,-0.07174095070877726,-0.8599898702187911,-0.9423816123716315,0.49077473383894893,-1.2080206835799687,1.1423480714584788,0.20943189776782148
776,-1.7827088537133935,2.3673522072424147,0.5690717891599396,-0.46835636869848163,0.5102262060702392,-0.6295511956368253,-0.1046513415839353,-0.848856109537068,1.8863261502680433,0.41006991723047864
1071,-0.9944422518531437,-0.035356174713405165,-0.329429252767824,0.42240940048957165,0.05310724898494005,-1.0284830915346648,1.6053964988646239,-0.18309329963822366,-0.7668788048867916,-0.2664846474932793
1742,-0.1335096734304289,-0.8436488028047878,-1.1940259195126182,0.926556127301016,-0.9363096586408612,-1.4944147280510276,-1.0837958125847755,0.7725013029387572,-1.2451001166960132,1.5036860994206898
2284,3.0824042543969825,-1.1884205722428827,-0.9423379705187607,2.6312666985530595,0.7043894008208398,-0.2981892531420211,-0.7180822100765065,1.2379218960090583,0.5095665228255913,0.4737736316434777
1252,-1.021080305897615,-0.15131332802183123,-0.4028444677247315,1.308724758850835,-0.9483997301651022,-0.7626502121997939,-0.25440645661094513,-0.07293154739055259,0.03755362532997055,-1.459327567542705
1730,-1.6027127668251606,-0.8403649010897324,0.9465261161363726,0.8883527914081946,0.13908633163746942,-1.2656860754949752,-1.1449095751591831,-0.11953816864801607,-0.6637623736296216,0.31194721043999524
1891,-1.8818834888593674,-1.5868977210317705,0.32160939089633167,-1.401128136478645,0.388884484812933,1.028957398223305,-0.6646744749074287,1.6526709872216558,-0.46335819731641936,0.8377176829925921
2518,1.7753620780191572,-1.8761958000261814,-0.3502084649213656,-0.4684832700734594,2.9941967007590593,-0.21521796142117272,-0.44390251917836204,-0.12869373524635178,0.3755077147572592,-0.28073580142484067
1399,-1.3757832584233765,2.4308951255387825,0.876961883687092,0.16697545260587804,1.2442503162019487,-0.7794328268300837,1.1371414258959085,0.2537369357648915,-0.18692447252473915,-0.06301790341938514
2590,-0.8228463530271399,-0.6320232501139802,-1.0307460357512368,-1.3304539231259722,1.282362325932737,-0.8455074832135151,-0.47689368412780353,0.8683039003473532,0.17627078579206315,-0.5026356854288105
1309,-0.359039133527617,-0.2320873621543621,-1.9371629374586685,0.08037562782504178,-1.0866723970297227,1.04366067003502,0.30649666981504187,-0.5476870584318565,0.3673356014474563,1.972262046073236
160,-0.6680419433849797,-0.342081520089614,-2.1628521150931674,-1.2760970942617686,0.2691554642195435,1.2260474227470888,-0.11757996198137512,-0.06920392668832626,-0.49372822463668814,-0.8147320167352703
2823,-1.9666438763706644,-1.6607085141651357,0.23310202587045012,-1.3226872292030292,0.7349573312704892,1.045647303902362,-0.3253400024604106,0.767561945084101,-0.12117655978226206,-0.5265899486929169
326,2.6304902676763353,2.0317921398721204,0.3358746602953306,0.4128561081870989,-1.6667476541108484,1.1649229325573491,-0.8065369729729149,2.0104507244040257,0.36366786925822203,0.184318662052908
385,1.679647529578344,-0.26294562490957185,1.5335564256393022,-0.2289004833613397,-0.6787074446105295,1.3091077304771632,1.5511767535208163,-0.5427100940901929,-0.9948708311088795,-0.2033556566839282
762,-1.7592572882600501,0.1497212001467959,1.0438285638244857,0.09099482774169182,0.270039735303892,-0.8806346795109165,1.1288004412325416,0.5198328744589753,-1.1147697164614567,1.0850642782150919
122,1.2386897064311564,1.8405823265756869,1.954038173760838,1.4453923415093972,3.549439973936711,0.1325695541948168,1.0504764010047418,-0.976877370092484,0.4265405492687405,0.17814036300744898
1157,-0.06943902608667515,2.6821440041142766,-1.2880869498972054,0.2833364577856247,0.23130534428630073,-0.9671857042217762,1.5456412192790638,0.06506869682894506,-0.4444385368107215,-0.3310296372468778
3232,-1.9341644257082782,-1.7999401295572004,0.18986388100276072,-1.4442482312928007,0.9898544092363736,1.1642440761315842,-0.4698277369085321,0.6791038046564005,-0.27649954030070467,-0.34201875142727917
1096,-0.5922309102578893,-0.5280894537458892,-1.7067555187501,-0.04672860272414615,-0.8507117599736862,-0.9305552429787183,0.38998300793665536,-1.1339093904363426,1.0360033451563797,0.3681219083615612
