,UMAP_1,UMAP_2
2780,12.585414,-1.2970524
210,12.250554,14.193328
3218,-2.744346,-8.162552
1348,-2.6829143,-0.7550798
1124,-2.0875263,-0.3545875
2419,11.836324,15.458599
1175,-0.4920766,0.80282277
1692,-2.262747,9.704817
1020,3.4593544,6.8793554
1238,-0.054774575,13.194707
833,-0.28932694,1.3602788
642,-2.9112678,-8.642503
1323,-0.25313833,1.5589329
353,12.900109,0.057426956
2418,11.940621,15.480433
2283,11.5675125,14.3847885
1247,4.242394,6.260144
797,-0.672298,0.16248414
1600,-4.0995407,9.252721
1000,4.2284927,6.5047956
1894,-4.101697,9.322387
2021,13.375058,-0.5322703
1779,3.5334516,8.354871
1968,12.30427,-1.2688402
3121,0.5983257,12.709037
1017,-4.176687,-6.7779784
344,14.171761,0.33393493
1586,3.8365352,5.6250296
2096,-2.642779,-9.221493
2354,12.085861,15.219419
1932,-1.4890825,6.5591187
932,-0.9826384,-8.378065
968,-1.4050244,-8.289098
3234,-2.6519308,-8.259609
431,14.480167,1.419949
1764,0.5790372,12.722684
2902,13.317826,-0.42707247
891,-2.650697,9.713019
2055,-2.7653005,6.016733
2056,11.777592,0.7760767
2199,13.248644,15.492969
1635,-4.4220195,-6.606798
2961,12.358533,-1.2961029
1179,3.8305342,8.179782
660,14.025524,0.4518341
324,13.871367,2.8354506
2339,11.604375,14.430509
508,13.614616,-0.29782578
1973,12.267183,-0.18870507
2032,12.823748,-1.055766
868,-0.46615547,0.39609557
1753,3.9086094,5.695767
2803,12.56713,0.0015576647
3168,-0.871539,7.960063
1677,-4.005284,9.320423
1778,-1.4357632,6.5363545
545,13.900369,2.9099631
428,14.727072,0.9010566
1652,13.082963,15.304815
1070,-1.374689,-8.299201
2050,12.497435,-0.030719008
1851,-1.8398846,-8.058359
46,-0.30334547,1.607976
1040,-2.6737566,-0.8321786
2929,13.299309,-0.9899478
893,-0.65615934,-0.8338899
586,-2.7200475,10.702949
1768,-3.0867329,10.75193
1653,-1.8583813,9.821728
1515,-2.3987026,9.694724
1590,3.371567,6.8247204
1815,-0.94517815,7.8003383
81,-0.5584839,7.5557947
1896,-1.0433661,7.8478155
2287,11.57335,14.302166
1459,-0.6873637,7.4988317
1379,13.949673,1.413375
1183,-1.1504612,0.30737755
516,13.714577,1.7985404
127,12.650855,15.507895
404,14.485219,1.4035335
2467,11.699013,15.616635
1552,-1.4431674,6.6243134
1190,-2.063514,-0.32806274
1338,4.1828537,6.082513
387,13.942278,2.9361668
1935,-0.8599079,7.9978228
1493,12.762317,15.26024
391,13.551092,-0.5252774
803,-0.6437329,0.2140097
879,-2.1588182,-0.25465077
2070,-0.8530535,7.5960445
734,-2.2645488,6.957612
1341,13.966123,2.9602199
1809,3.7077315,8.027816
1093,-0.4308499,-1.152996
1362,-2.8353996,-8.414545
1648,-1.8289906,-8.097524
2196,-4.19754,-7.0652766
1969,3.588651,8.368218
1729,-2.401657,6.1810403
161,-2.6689365,-1.11402
892,-3.6338255,8.641468
2023,11.807469,0.8538635
989,-3.4311666,8.880429
2718,12.206739,-0.18594885
598,3.7898052,7.9488015
1131,-0.4656335,7.4424973
1330,14.548391,1.4548038
146,-2.1355526,-0.28499272
1417,13.88484,2.9045699
2154,11.844145,15.518014
2813,13.257283,-0.9787078
1121,14.2807,0.647468
829,12.726977,14.890846
