,UMAP_1,UMAP_2
3267,3.8851397,5.683679
1856,3.4377618,6.9371705
1691,-2.361576,-9.1698885
583,-0.7866413,0.55700475
3157,12.300341,-0.22758274
943,-2.5661974,10.520841
1660,-4.41049,-6.6532946
1952,13.389124,-0.7373254
1101,-0.9117729,-8.314573
3217,-1.9114983,9.90258
2775,11.891215,0.6855832
1981,12.523674,-0.026759258
1468,-2.6974096,-1.0128125
2878,-4.1430635,9.236877
2245,11.762,15.52684
1337,-2.6464493,6.74239
2136,-3.51223,-5.792588
2850,13.4103775,-0.7354629
2061,-2.8686717,-8.468776
124,13.507277,-0.26950777
1862,-1.6057911,6.5030284
1844,-3.7891707,9.515152
1435,12.839442,0.039103314
59,12.788248,14.424526
728,-0.4093321,-1.181943
1723,3.8159268,5.705189
1495,-1.6683768,6.474417
538,13.922337,2.9229755
805,-3.8380136,8.903504
94,-2.7157726,6.379493
1445,13.930072,2.9266388
2189,11.597415,14.114767
1672,12.647674,1.1155132
297,14.766515,0.65504986
2243,12.681475,15.308644
2404,11.954689,14.139094
3095,-1.411043,6.488098
543,12.234714,-0.30720806
274,-0.3645183,-1.333322
1177,13.917114,1.5048776
1883,3.8975236,5.682442
2034,12.243941,-1.1088167
635,-0.5033276,0.6484763
2753,12.681895,1.3001267
1271,12.085495,15.199573
503,13.994418,1.3825619
42,-0.64666796,0.2284285
958,-0.8683134,0.66279685
1963,11.812055,0.8633642
565,-2.1738594,10.354959
531,12.914357,1.2922405
246,3.7953625,7.9233766
699,13.847682,0.66263217
3086,-3.6082752,10.024402
947,-3.661269,8.673972
1943,12.608909,1.2108729
1464,-2.9054513,-8.659741
415,13.920719,2.925187
1262,4.1384773,6.049853
2422,11.900151,14.21342
1037,-0.5281418,1.3974656
1928,-1.8754159,9.865662
1697,-3.4048324,-5.6629252
1571,-3.4713488,-5.785896
29,12.322085,14.204339
1404,-4.1012163,-6.777023
1849,-3.1556852,10.731598
370,14.134104,0.3586724
1875,3.4851491,6.7966547
1380,0.024773153,13.125649
1573,-3.698269,9.533137
2472,-0.9958994,-8.336966
928,-0.41396877,-1.1735402
2313,13.202586,14.795758
306,13.3197775,1.5206636
1501,-3.0952678,10.725294
875,-0.47626212,1.3755913
1931,-3.7924125,9.516863
1520,11.776609,0.91231954
2111,13.24996,15.412401
991,13.96998,1.4354846
1567,-2.3379815,-9.158866
1923,-2.6546392,5.9550233
1411,4.237677,6.52369
845,-0.5290126,7.5433645
453,-1.3586211,0.3973318
626,-2.6652796,6.7065005
779,-3.666338,-5.946547
1477,-0.41110906,-1.2407959
329,12.820033,1.3089365
2713,12.565698,-1.3831658
2177,-2.3985853,-9.204499
1112,-1.3236585,0.26691446
1632,3.4708955,6.7940598
2214,13.364226,-0.55665725
2976,12.161671,-0.21209477
1994,11.940967,0.7660528
835,-0.54611796,0.6223685
454,12.539202,-0.013445974
217,-2.198091,10.396989
2796,-1.8698865,-8.091278
1182,-2.5878496,6.654633
2260,-3.186299,9.348546
1035,3.667348,8.545667
284,14.766135,0.61940885
1060,-3.0054536,9.284891
658,-2.6474085,-9.278803
2373,13.202456,14.735394
390,13.738718,1.7353297
2387,0.5596288,12.742652
2463,11.906661,14.205651
2030,12.297348,-1.0786651
1978,11.839921,0.832975
655,4.0817294,5.949441
942,13.849917,1.5048168
1614,-1.4874647,6.569137
2289,13.112405,14.760369
1903,-3.1246984,10.771113
1293,-0.5909055,-0.93095464
638,-1.1896349,0.34489408
1386,14.69285,0.7395842
3191,11.656179,15.458031
1428,-0.33421972,-1.2484069
1450,-3.7240825,8.646701
1140,-1.8409162,-0.8104314
2281,13.132787,15.455458
925,-2.986987,9.225696
326,13.70622,2.6327279
2988,-3.1486025,10.761767
2080,-0.9247748,0.10034153
1659,3.628345,6.6190004
1734,3.5231771,6.761909
35,3.5914905,8.443581
3124,12.69429,1.2689099
1046,-0.57290983,0.30105403
1681,-1.8941978,9.799114
1985,12.295978,-1.2450905
489,14.405576,1.1209406
1834,12.624934,15.500109
2234,11.658271,14.460502
993,-2.598348,6.6534114
609,-2.6813946,10.654003
1892,-2.3888974,6.149174
1011,-2.0127294,-0.41029236
1138,-1.7175902,6.857016
1279,-3.707276,8.65234
2083,-3.1350799,9.336837
114,11.703476,15.570128
631,-3.0498655,10.850295
1079,-2.6444235,-0.7754818
1427,-2.739045,6.427924
1736,-2.5206695,-9.326883
2288,11.789298,14.118705
1276,-0.50308824,7.4666486
1447,-3.908897,-7.154228
2376,11.675073,15.614552
2095,3.7700827,8.107828
1509,-3.4190898,-5.6819
1772,-0.86727756,-8.2391615
276,14.753556,0.9767843
1785,3.6111746,6.6361237
681,12.535935,14.848309
998,-0.41337764,1.5287093
3207,-3.592993,10.040788
2066,-2.5236804,-0.56511515
1440,-0.04514055,13.18165
270,14.815413,0.6146013
125,14.115635,0.38288227
304,14.186924,1.138141
1395,-0.46007842,1.393656
3233,12.695374,1.2008046
1215,-0.5668135,0.6228641
941,-3.7937875,8.795783
1164,-2.0943882,6.979371
870,-3.0073159,9.240588
1761,-1.6104445,6.511626
2170,0.4974202,12.797157
2038,11.831167,0.8191599
1840,12.6154995,-1.315915
305,-1.9785079,-0.6641559
1165,-2.9277792,-8.667622
2732,13.327563,-0.673433
1618,-3.568851,-5.8395686
2277,12.426706,15.084665
100,-2.4903154,-0.4855496
3224,-0.9671501,7.8686614
1514,12.450035,-1.0703057
1095,-2.6908576,-0.98208433
2401,12.530831,14.921117
1853,-2.7178962,5.9994645
14,-2.0185716,7.008267
464,13.671261,1.8422527
2872,12.784823,1.2591989
1224,-0.7082171,7.5145817
2094,-0.8954494,-8.441024
574,-2.296034,10.407589
1769,12.151201,-0.29364917
604,-0.261949,1.3599656
1466,-4.3143125,-6.5501204
1119,-0.54964185,0.6339056
1153,12.511873,15.181529
1818,3.881815,5.743213
1216,-2.875481,-8.596733
1569,3.9428232,5.7346687
341,14.508131,1.4076499
709,3.700203,8.504017
122,12.522003,14.456482
3150,-1.7920384,6.3408203
759,-3.4372923,-5.601544
2516,11.725543,15.581894
1965,11.97822,0.70053583
1391,-0.6216654,-0.89249706
2371,-2.4123418,6.140684
349,13.890304,2.8825707
760,13.779693,1.4216354
358,12.334497,-0.09874459
1169,-2.878428,9.879531
2864,12.838411,-1.0542141
1513,-4.438822,-6.563572
2166,13.233139,14.759376
733,-1.0016881,0.15381683
931,-3.506878,-5.8057547
3173,-1.4004638,6.704493
474,13.716462,0.13963416
2752,12.4958315,-1.3320547
1820,-3.3810296,-5.6375337
288,13.416778,-0.32211173
1615,-3.4730234,-5.742365
2102,13.163181,15.488236
671,-2.2017,6.894415
2087,4.1280456,6.5302467
496,-1.187149,0.35486406
420,12.852309,1.1556921
564,-2.2887723,10.338028
488,13.821466,2.530005
311,12.689771,1.1935999
2139,13.156044,15.467086
1540,-3.4355896,-5.6867614
2935,-1.8650264,-0.7130366
1449,-0.085660815,13.221946
2382,11.753947,15.282633
3279,-4.397483,-7.0214305
1425,-2.8780184,9.911422
1492,-1.52399,-8.246683
2490,11.865347,14.230788
905,-2.627069,10.606208
535,13.875515,2.6920898
388,-0.20967849,1.5141562
1742,-2.440292,-8.194294
2206,-3.7588995,9.512585
1212,-0.59515893,0.2709464
796,-0.41411135,1.3048156
1987,-2.383747,6.093951
1074,-1.2255819,0.28899628
147,3.7091513,7.7072763
254,-0.30385903,1.318539
457,12.838967,1.2592887
1563,-1.6550885,6.477033
1510,-3.651505,-5.9023237
347,14.179639,0.33612153
3235,-3.740546,9.503921
1085,-2.9238522,-8.672765
533,14.703893,1.0137203
3164,-4.1038785,9.279238
2769,12.36086,-1.2670406
1460,14.832733,0.5329361
959,-1.4206107,-8.348777
367,14.139485,0.3998842
994,-2.6646578,6.4750094
1147,-3.010474,9.238244
1601,3.7359676,7.753275
553,-0.49217248,7.4767737
1315,-0.068019606,13.198946
2278,-2.6933491,5.9599547
2877,-2.376437,9.723617
1167,-2.8546565,10.720929
3142,-2.332439,-9.127872
895,4.1810145,6.51646
3258,12.898446,15.148994
1430,13.450813,0.13479957
95,-2.217355,10.332686
1803,12.416257,-1.2836635
986,-3.4173207,8.9600935
908,12.667415,14.559268
2883,-4.1837616,-7.054141
2286,11.591572,14.3237095
1470,-3.8575704,-7.206876
1288,-1.8775684,-0.7770064
3079,-2.6358364,-8.679781
1195,-0.5750585,0.30370262
1081,12.237929,14.218332
1698,0.5758227,12.728198
24,-2.5641363,10.580764
1907,-3.5930524,10.021512
1309,-0.98512393,7.683026
1731,-3.78779,9.514291
509,-2.663649,9.763733
1268,4.1974225,6.229249
890,-3.66181,8.677623
1313,-0.4367394,1.4362688
957,-0.5304383,7.496176
373,13.767317,2.6560826
2466,12.848584,14.8824
2188,11.551723,14.334686
2854,12.725739,1.3282839
1478,-2.6276789,-0.69318897
473,13.781749,2.7276216
1760,-0.89255965,8.019977
529,13.7807455,2.7088635
2383,12.705668,15.229077
919,-1.2436388,0.38317612
1708,-1.8511808,9.831569
1297,-2.138578,-0.25351763
2049,13.299029,-0.39151505
668,14.804703,0.6700326
3255,-3.4760795,10.06676
2406,13.092459,15.543423
1886,-4.310239,-6.970501
1714,-1.9008086,-8.059868
975,-0.25776044,-1.3440208
1770,11.727689,15.320885
1827,3.7352982,7.83222
1940,-1.7252779,6.429566
1125,-0.31723115,-1.3023185
1878,-3.1583269,10.82784
2598,0.487812,12.813516
264,-1.0949585,-0.03668659
1039,-1.9739051,-0.71526355
1609,3.7341135,7.851095
685,-3.6685355,8.679527
765,-4.0196333,-6.9406238
2808,12.60351,-1.3044848
1581,12.744014,1.309136
1381,-0.33760142,-1.2799246
2211,11.702487,15.43482
3246,12.523394,-1.3580519
761,-3.5225463,-5.7349157
1044,4.2898383,6.3890133
2508,13.115052,15.49605
1368,-2.7166595,-9.207126
1715,-1.8201419,9.804112
885,-1.4306726,-8.331499
3117,-4.158449,9.224768
613,-2.6439443,10.61633
1961,12.764912,0.0273052
279,12.909877,0.067923374
2031,12.8021,1.2558924
702,-0.3611536,1.4767356
720,-2.1196537,-0.36873648
2340,12.7037325,14.803429
940,-2.918387,-8.651664
383,14.535301,0.7328715
1920,-4.439608,-6.8980885
1305,-0.9851516,-8.378273
1014,3.652097,8.475201
392,14.297775,1.2594308
201,-0.39601472,-1.1931767
285,13.646303,1.8554612
468,14.685053,0.9677908
487,14.440134,1.3982085
2958,12.3401785,-1.0564085
2542,-3.739212,9.555526
657,-2.0600407,6.9932895
1634,-4.143895,9.194219
1646,3.6045427,6.6349297
1807,12.329553,-0.3760817
1462,13.625556,1.8599787
687,-2.6580472,-0.98602736
1852,-4.1423674,9.251169
456,13.805324,2.7673886
87,12.874926,15.05003
963,14.790217,0.6198236
1858,-4.3542743,-6.935309
1405,-1.3860877,-8.305399
193,-0.10364019,13.232025
997,-2.596014,-1.132548
1142,12.785969,1.3411862
1210,-3.429985,-5.662264
342,-2.589939,-9.288461
1791,13.155515,14.871396
117,13.352787,-0.89693636
1814,-1.6331027,6.6619525
888,-1.9531907,7.0650454
1637,-1.9104911,9.872926
2416,11.824054,14.146088
953,-2.1961787,6.97762
497,14.731472,0.622133
1346,-4.406296,-6.663195
625,-2.6319623,6.667438
2037,-4.139826,9.299938
2325,11.805353,15.537789
511,14.489653,1.3478118
79,12.622752,14.691003
77,-3.0065491,9.245302
525,13.835715,1.5703703
809,-2.5291548,-0.55786294
1533,-1.3928256,6.548176
1638,3.3924334,6.910535
2492,-4.0999746,9.2715645
2515,-0.8593452,7.939283
2215,12.703619,15.55178
2140,12.391281,-0.062325966
376,14.283096,0.6087318
1234,-0.6293036,0.248519
1230,-0.63784313,-0.8578229
485,12.069966,0.7662447
789,-2.6344495,-1.1834211
2326,11.714099,14.137781
1314,-2.253721,10.367133
755,-0.8686438,0.5263907
1036,-1.1098678,-0.15506427
663,-0.36563936,-1.2387246
532,12.785872,1.2873921
1129,-0.06247078,13.200602
723,-1.9326805,-0.6617024
624,-0.6403211,1.2089103
2092,11.83096,0.90697575
3128,-2.9809225,10.614425
1705,3.9044275,5.6554694
1649,-0.93810004,-8.328479
1347,4.229984,6.453314
3209,-2.677822,-8.598278
3119,3.5781531,8.3861065
153,12.699663,14.479858
627,-2.6644762,-1.0745395
1668,-4.301472,-7.0388465
2138,13.164242,14.786739
2332,-3.1595259,10.642441
1384,-0.5149324,1.3420947
1454,-4.1603107,-6.757653
1930,-4.440163,-7.0833077
2979,-3.266642,9.468268
196,11.776465,15.290455
2529,12.802928,15.213296
1451,11.720711,14.514169
3248,3.5808477,6.6382604
2072,-2.232654,10.347674
1354,-1.3634423,-8.320375
455,12.197996,-0.20120716
1113,-0.35704446,1.503819
872,-2.8937213,-8.601879
967,-0.067711145,13.201134
659,-0.6465145,0.17681697
1408,-2.0838199,-0.33464387
1966,12.508843,-1.385006
269,13.739477,1.8302898
22,-0.42335767,0.43875793
871,0.13430284,13.044271
1438,-1.9449807,-0.78068334
1641,-0.86751586,7.9683833
850,-1.393731,-8.321449
156,12.235142,14.176408
2421,11.900704,15.509774
1082,-3.37081,-5.7099347
541,-1.8811718,-0.7790894
1656,-2.6077707,-8.681003
2435,12.95131,15.534435
1819,0.61245626,12.695328
839,-2.7142599,-9.184579
461,14.806009,0.60146755
3018,-4.3025875,-6.9709263
869,-2.6548507,-9.245729
1789,3.6793149,8.034555
1535,3.8930936,5.6507697
1627,-1.6683687,-8.194502
1206,3.7776382,8.189197
2248,13.235894,15.495068
1628,-2.7419064,-8.175533
322,14.5190525,0.89785033
2274,11.893357,14.434153
2823,-2.4001846,6.149713
1937,-0.84235847,7.9957952
335,13.358104,-0.990846
1771,3.514261,6.7661343
1871,-4.3627357,-6.932622
1426,13.672042,1.858249
1389,-2.6935027,-9.176003
301,13.196568,-0.043650135
2481,12.925031,15.2144
1738,0.5692656,12.732009
724,-0.560607,-0.96685284
1843,12.272354,-1.1587437
1097,-2.8244238,9.929187
3088,3.680407,8.059928
1602,-2.6606581,6.0119114
1895,-0.840494,7.925962
3158,13.309997,-0.46650586
2896,12.797389,-0.5129846
19,-0.8356871,0.03198598
978,-2.5807376,6.5185184
1732,3.672346,8.081711
32,-0.46175176,1.4066564
1023,-2.5820196,10.546985
556,-2.632323,-1.131299
1366,-1.4568468,-8.342174
630,13.836701,2.7193105
2093,11.707832,14.188786
3239,-2.3543322,-9.190226
792,-1.6446387,6.818271
1412,-1.8889945,-0.7880849
751,-0.38056284,0.490037
1480,13.630559,1.8587443
1782,-3.4240246,-5.790188
1228,-0.9369067,-8.376259
757,-0.88949233,-8.410702
498,13.357626,-0.9163537
1889,-2.9524674,10.621029
2077,4.2443147,6.4773602
2967,-3.36825,10.19926
1813,-2.0110757,9.936509
1574,13.121703,-0.93900317
435,14.03589,0.40135476
2391,11.8637905,14.255799
917,-2.6871605,10.663882
1751,-0.9070827,-8.340454
2017,-2.4502683,-9.231696
938,-2.1650753,-0.27303275
169,13.208464,14.718878
1065,-1.4684111,6.8870525
386,13.532693,-0.40944958
747,-0.48681834,1.3787504
275,14.410601,0.71753204
1027,12.853184,14.4192095
860,4.1995754,6.1688356
1752,3.5927238,8.367979
309,14.757365,0.6694049
1350,-0.41566417,-1.1351346
1721,-3.1109462,10.675488
611,0.012198795,13.134734
1704,-4.350887,-7.001611
171,11.691855,15.608491
1808,-0.97026813,7.8136497
3299,3.5707557,6.65311
841,-2.1933951,-0.2602321
452,13.867567,1.5024546
2890,-3.957422,-7.1500044
2982,12.502011,-0.03169841
2159,11.75176,15.553527
988,-3.0635836,10.771134
1398,-0.7008267,-0.7885697
2171,-1.6061076,6.4932756
1763,-1.8816001,9.881541
1505,-1.9294409,9.896217
1526,-4.2837152,-7.0005717
2090,-0.690866,0.19183865
3100,-4.1376595,-7.0996766
2205,3.8997855,5.65868
831,-1.6064364,6.7923045
746,-0.59136695,-0.92098117
2006,13.034908,-0.21791843
3096,-3.6888022,-5.9173064
1702,3.6015549,8.360961
1324,-0.3315686,1.4669603
2133,12.879063,15.128814
448,0.047136314,13.103184
2259,12.944088,15.203948
2132,13.199575,14.753906
472,-0.52512383,0.6643195
775,13.936175,2.6787271
345,13.663955,1.8149829
1700,-2.400159,6.1479244
45,-0.29305902,-1.3318266
3237,-1.9006342,9.871135
2158,0.39129913,12.883351
926,-0.5125896,7.4622865
222,-2.889097,-8.491499
682,-0.9382441,-8.371919
1446,-3.6103647,-5.887724
1218,-3.0932066,9.355132
936,-0.77115303,7.5617776
517,12.216261,-0.18285558
1730,-2.340646,-9.162343
984,-3.8086443,-7.216404
423,12.648459,14.409396
770,-3.3713012,-5.6032395
2168,11.883667,0.8462742
927,13.031266,0.08110966
2169,12.84994,15.228253
1662,3.6135693,8.285517
1534,-2.3858128,-9.14852
2316,13.2180805,15.423695
1414,14.670819,0.98485243
1356,12.88754,1.1399492
2057,13.2738905,-0.9784556
133,3.7215278,8.509164
632,-3.7094872,8.766903
1536,-4.0939746,-7.1016207
2501,11.793366,15.52391
