,UMAP_1,UMAP_2
1290,10.10376,5.2279596
776,3.530814,1.0790396
1071,8.136811,17.170496
1742,0.23092505,12.261306
2284,-0.87973607,-1.154235
1252,-2.8653095,15.228735
1730,0.94985247,12.376018
1891,8.795228,-2.548261
2518,-2.2114854,-1.5552199
1399,2.689364,0.07732084
2590,8.53015,-1.411269
1309,10.69075,4.960064
160,8.166884,-1.7975231
2823,8.645278,-2.6141167
326,-2.1215584,4.0685635
385,-3.3028398,5.671535
762,7.9309797,17.577812
122,-1.0462341,-0.28287807
1157,2.1892538,0.4391053
3232,8.724684,-2.7081184
1096,10.146592,5.248652
1579,8.468011,17.10678
2031,-2.3378937,5.812976
821,-3.7449234,3.5499194
296,-4.6680956,4.796372
1186,-3.5506644,5.018279
2158,11.201195,5.675253
1534,0.8399018,12.438651
511,-3.6530602,3.58284
3280,-3.516978,15.564757
1069,4.7210913,0.3027842
500,-3.7649465,3.5875154
423,-1.0594015,-0.16581804
2339,-0.8132421,-0.98632663
1410,7.922331,17.308182
3221,-1.7963699,-1.3985227
2079,8.340429,-1.2361917
137,8.25178,16.936583
609,10.147089,5.094356
2537,-1.4758326,-1.3083224
2015,-3.1826396,5.8322906
1663,8.319434,-1.301048
734,8.152622,-2.1703115
521,-3.8565786,6.504432
27,4.5333314,0.14612187
2191,-3.5480034,15.55916
1350,2.1252367,-0.08445301
1553,-1.4534308,-1.4914544
1829,11.049068,5.847861
1313,3.5035236,1.1109132
1685,-3.505249,15.559478
3018,-3.1058722,15.606976
204,4.4238772,0.11034567
1505,10.323646,6.0766125
574,11.164888,4.950062
2069,3.3549852,0.34697735
1254,-0.8447335,-0.17325488
663,2.4426334,0.20465885
847,-3.5460024,5.064237
1459,10.604875,5.0977173
1117,2.3077555,-0.322389
2081,-1.3370079,-1.847259
1034,3.5119765,1.101974
3157,-3.636038,4.9527407
2305,8.64614,-2.6302845
1450,8.186059,-1.0116172
1893,0.5986273,12.418806
3022,-3.2051706,5.7797537
509,10.642112,1.8314189
2930,-3.012747,5.628181
1014,8.274073,17.736214
232,0.93480295,12.127707
1439,10.237413,5.107631
3238,8.741235,-2.1967638
1182,8.211068,-2.5468922
2732,-5.13836,5.0924487
244,3.4839554,0.46075165
474,-4.421416,5.383973
1657,10.518934,1.8046288
2245,-1.2610657,-1.7806772
1479,-3.0767674,3.8504472
684,11.47402,5.11915
1910,10.081851,6.1789813
1535,8.070155,18.02149
1609,8.649931,17.005314
958,3.3586292,0.37213022
2928,-3.8212984,6.5563493
2894,-1.7048622,-1.6754264
1786,8.198837,-1.6827248
1871,-3.2164145,15.558763
2264,8.610508,-1.5877608
2175,-2.1090693,-1.0219398
2044,-2.3780305,5.8861494
1298,7.748633,17.543583
548,-2.3515415,6.019287
1565,10.577174,5.9164977
3240,8.321989,-1.3645142
2991,-3.1772895,5.677503
1875,8.456759,17.178854
1640,8.7788315,-1.7236598
112,-2.4016776,4.087032
2288,-1.0170087,-1.339894
2172,-2.1247323,-1.6974249
3137,-3.2054443,15.011441
480,-2.116517,4.602313
1762,8.333697,-1.3544366
772,8.585234,16.946217
922,4.6616125,0.33581242
1541,-3.2344155,15.674018
1083,-2.1231942,4.0336266
2343,10.624524,1.7118044
54,-0.937148,-0.26894602
2107,8.71436,-2.6857705
2882,-3.8914716,6.4214015
940,0.6307398,12.1750345
1773,8.361188,-1.3521476
1847,0.1351057,12.150657
3188,0.5359546,12.322988
1984,-5.1496468,5.287453
898,8.542467,16.900574
2331,-3.0222945,5.9428606
233,2.5746589,0.05595475
2848,10.6293,1.7153242
211,2.5636144,0.045270223
1695,-3.9272938,5.0055757
2260,8.650107,-2.1605732
309,-3.003336,3.5059028
48,-0.96088225,-0.20152365
896,-0.8052778,-0.08631418
2807,-2.336644,5.9130588
919,4.3160276,0.018470297
1622,10.8876505,5.8464813
2693,-4.925411,5.017796
1975,-3.871904,6.4711833
1053,10.5375805,1.874256
2424,-2.2038348,-1.591741
533,-2.7712436,3.464707
690,10.197944,2.2354577
1552,8.411822,-1.8392168
2123,8.691218,-2.7283182
534,-4.4880342,5.5430956
597,1.1932052,2.0935917
1649,0.72828126,11.465771
927,-3.5440903,5.7426596
1746,8.912846,-1.6124841
770,-3.1575928,14.798384
446,2.0348718,-0.010424628
951,7.6324997,17.580032
2373,-1.5596528,-1.2969306
839,1.0630974,12.039327
2332,10.023529,6.219062
1818,8.097607,17.76594
192,-1.9452109,-1.4865134
1088,11.3124895,4.9470835
307,4.2408285,-0.08527168
1100,0.6456131,11.278407
2017,0.8269796,12.430221
1009,3.8439748,0.89225197
1788,0.8892305,12.291015
376,-3.8066564,4.059369
2169,-1.7991898,-1.7392191
1814,10.18106,2.1197424
1189,0.63152754,11.36317
2428,8.69331,-2.6846857
1809,8.520614,17.514296
3207,10.310597,2.007191
1462,-3.3948119,3.678675
1058,0.24973871,11.708051
275,-2.8725903,3.7362208
1275,2.4807544,2.6664808
1022,2.5766819,2.5344052
1207,1.0406256,12.042062
573,10.374668,2.094616
629,-3.5116005,5.7137527
1305,0.47553396,11.485701
535,-2.1748512,4.037311
513,-4.8160133,4.901466
237,8.351852,-0.8920012
1481,11.37161,5.1971617
1401,11.371753,4.93983
444,2.4907315,2.8482945
1908,0.3539625,12.340175
