,UMAP_1,UMAP_2
1610,10.817926,5.920465
2771,-5.0545154,5.1383166
825,-3.7595093,4.0050693
472,4.669269,0.23077232
1024,8.219533,-1.8684452
1198,2.239724,0.41107464
2887,-4.597129,5.948274
2258,-0.85357213,-1.1363082
3174,-1.6176941,-1.7193307
1938,8.616411,16.98432
1606,10.04,6.1646843
870,8.437255,-1.0141182
2515,11.028977,5.797763
2741,-3.7920797,6.5039177
815,8.18685,-2.5020823
926,11.056373,5.073106
1107,2.5891476,0.01798977
1755,-3.8153968,6.441735
962,3.499831,1.0716385
850,0.3989553,11.654313
1356,-2.5152822,6.1350503
1996,-4.569409,5.6976194
1137,1.0330359,2.2348084
931,-3.0520236,15.009863
970,2.393273,2.8272622
752,1.0034492,2.2646976
902,2.340863,0.36508384
506,-2.6822891,3.398999
890,8.270442,-0.93797374
1103,8.099846,-2.1141384
1812,8.641262,-1.5280019
1001,0.2855482,11.719282
634,2.2292163,0.45442408
1119,4.676023,0.2930181
1382,-3.2060406,15.226742
268,-4.1973233,3.96115
3114,10.067467,2.1942422
726,-3.4284472,5.798314
2742,-5.1127725,5.4337983
1763,10.344765,6.1395736
1741,8.125553,17.805712
1023,10.249998,5.0879755
1810,10.66654,1.6751779
1451,-1.0375853,-0.8108218
974,-3.002197,15.431148
1218,8.702347,-1.2998719
1617,8.754077,-1.5198734
334,-4.123582,4.0378084
757,0.60956806,11.351701
1710,10.558089,1.7785771
1860,-4.5969276,5.9762936
1219,11.5018425,4.9900546
1006,2.6080992,-0.0024886937
656,-2.4774246,6.1432047
2716,-3.3179207,5.859582
2371,8.604734,-2.6730676
642,0.79377455,11.950485
1627,0.26826933,11.979778
979,10.087694,5.6141605
1819,11.173522,5.7276917
986,8.379486,-1.0199881
1094,0.5931231,11.371959
1478,1.3734186,1.990246
449,-3.7372072,3.5898895
1311,2.3578317,2.957663
1422,8.2827,-0.9470876
1170,-3.6828048,3.623973
1076,-2.8029459,3.7112994
1404,-2.8380303,15.253713
639,1.0258119,2.2471776
3096,-3.5055885,15.538732
2071,0.61331165,11.365158
885,0.3522305,11.637572
1698,11.314652,5.6130066
1912,0.18548143,12.0920315
2274,-1.1356871,-0.73706937
1328,-2.8800452,15.289559
1480,-3.4292147,3.657297
302,-5.0330634,5.172166
1234,4.519339,0.3428947
1584,0.88709444,12.349683
749,4.309275,0.053355098
1427,10.576654,1.9319829
2747,-4.869185,4.9572434
2138,-1.5538797,-1.2771498
1398,2.6113698,0.10151809
2422,-0.9289893,-1.2364488
1306,1.0719781,2.2061367
3007,-3.1569777,5.5710254
2000,-3.284168,5.8983684
2036,-4.651372,5.9819217
2171,8.175967,-1.7435611
2872,-2.399158,5.8553247
532,-2.512651,6.1705694
1926,-2.2832675,5.0408673
2466,-1.7589632,-0.9649445
1850,-4.5975976,5.6513367
2101,-2.0520298,-1.7218804
2203,-1.7103026,-0.91452384
105,-0.9206722,-1.1252544
408,1.0785226,12.019524
588,0.712815,11.994067
445,-3.183998,3.4295359
973,2.2847338,3.0520265
1721,10.0727625,6.195596
666,2.0862372,-0.044875566
2003,-2.3875954,5.1693883
1623,8.547198,-1.9104733
1793,-3.2248676,14.999896
1067,4.7415648,0.37885708
1079,1.4393848,1.9362662
1987,8.734367,-2.7389162
1085,0.76390994,11.976616
1572,-3.242888,14.952118
2064,-4.725669,4.8293276
1307,7.712613,17.473545
2056,-2.5140753,5.244818
1127,-2.8918931,15.105415
1325,-2.6866763,3.4135735
1259,-2.5063064,3.9523659
1948,-2.2046754,5.139472
1961,-3.2717283,5.7902184
2090,4.5999823,0.23759513
1662,8.335277,17.723606
3111,8.724491,-2.6861973
1474,3.6733963,0.96365047
1937,10.971824,5.903177
643,7.782991,17.58214
1935,11.015206,5.854668
1477,2.266694,0.44996682
348,8.080162,-2.4568372
1555,-4.9257536,4.9907045
1056,0.6878781,11.276527
1075,3.8570673,0.9047666
3016,10.599558,1.7419053
990,3.3658338,1.1807423
2903,-5.168074,5.355769
1227,0.7043861,11.280807
1357,8.21122,-1.8405927
2796,0.15950498,12.19156
982,1.3038622,2.0129888
481,-3.0778146,3.8222995
3162,-1.2361046,-1.7404102
3140,10.088754,6.188076
1011,2.5801787,2.5579875
1761,8.239743,-1.647579
2922,-2.4261312,5.248287
683,1.3698473,1.9820949
1519,8.833569,-1.5484672
1055,-4.1709933,3.9449117
321,-3.9603353,6.3212276
801,0.21943188,11.739327
404,-3.7189145,3.5391417
320,-4.5188465,5.746106
696,2.2039554,3.0787277
425,-2.5662518,6.1630163
3190,10.613943,1.7778249
2093,-1.0442667,-1.3610251
3265,8.428156,17.18467
1873,10.859143,5.9195004
1419,1.1427059,11.923712
1267,1.3077035,2.0660365
1377,10.736342,4.977623
168,8.392885,-1.104642
1700,8.658619,-2.7335944
125,-4.1424613,4.352446
1985,-3.7544155,6.460694
1098,-4.1265497,4.05994
1826,10.121174,6.1188517
241,10.415849,1.9766757
34,11.477222,5.3380075
857,-3.0413516,3.774168
523,2.362472,-0.24342334
2871,-2.1463404,4.9876165
1838,0.65676415,12.400554
615,8.161022,17.828993
1135,11.441088,5.1831074
1408,2.4240587,2.731333
2475,-2.00182,-1.7174072
2243,-1.9180001,-0.9124575
2060,-3.25293,5.7476153
659,4.5247793,0.1649607
1159,10.554141,1.9316127
1520,-3.441885,5.0254564
869,1.0692724,12.12127
2830,-3.064914,5.5063944
1943,-3.640088,4.917658
2432,-2.201726,-1.7343271
680,2.1140952,-0.08730417
1020,8.2178545,17.079018
58,11.328277,5.46264
1405,0.34710783,11.63421
1312,1.226189,2.109779
2341,8.562794,-2.274208
2746,8.4465885,-1.3909659
1551,10.340243,6.0896792
415,-2.3334877,4.088938
1601,8.599788,16.969492
278,-4.5716443,4.7595425
3291,10.099885,6.18417
1727,10.541009,1.7851171
645,2.3149505,3.0236692
1413,2.6000779,2.5269089
2752,-3.8311434,6.5049543
2295,8.495714,-2.2102804
1808,10.812843,5.9963546
2463,-0.9236028,-1.175376
1779,8.369905,17.767937
2888,-2.2286627,5.7356367
1216,0.8414285,12.11835
529,-2.236393,4.0753484
1077,-3.20385,3.5318773
1624,-0.98583674,-1.2871644
2992,10.1961975,6.05431
936,10.686048,4.997098
135,-1.048592,-0.03354587
279,-3.5519474,5.8251963
2392,10.125483,5.9341583
3301,-2.303701,5.1119123
1133,8.249605,17.192364
2221,-3.3411796,15.617259
169,-1.4376369,-1.0662295
3143,-2.2950547,5.8130126
3230,8.1724,17.91854
2316,-2.0072904,-1.7669636
1091,3.7779217,0.9528415
3214,-3.346192,15.636339
1361,2.1947677,0.4454344
1143,7.892837,17.714811
59,-1.1937219,-0.60821825
403,-2.2525737,4.951629
3261,8.158545,17.99683
3215,10.947425,5.923488
150,2.5594695,2.6437616
1041,11.487679,5.1161785
462,-3.750236,6.3702893
2006,-4.558232,5.890127
2800,11.257062,5.590373
66,-1.044212,-0.24804035
1795,-3.1901317,15.5044
1272,7.8316092,17.49568
1185,11.070838,5.1313357
327,-4.4625335,5.537296
1371,8.0473175,17.162289
554,3.7264066,1.0135098
207,-1.0486628,-0.27566162
1705,8.097837,17.990046
3283,-3.585119,4.985659
1342,8.25341,16.97134
993,8.156413,-2.5059285
862,2.420267,2.7489686
1153,-1.8485307,0.12598275
1220,3.5126984,1.1071275
2696,-2.2257228,5.0982566
170,10.963684,4.988846
893,2.5598285,0.1254972
1539,-4.580321,5.889958
1473,2.0275626,0.08570486
1494,10.337851,1.9886266
853,3.5207274,0.45019647
451,-2.805953,3.5756295
1104,-0.8049925,-0.10728954
3258,-1.780109,-1.6714773
435,-4.1749415,4.3033996
2889,-4.5467677,5.969081
781,2.5159605,-0.1437517
274,2.295255,0.46898842
1314,11.31736,4.97002
2493,-1.6236417,-0.56175834
717,-3.0454853,14.940453
2149,-2.060293,-1.595936
2444,-3.1782572,5.7514505
968,0.32526162,11.655067
2322,8.248259,-1.773603
900,10.1278515,5.1228275
2598,11.333174,5.5056753
127,-2.2496877,-1.1884675
1070,0.38428754,11.554947
453,3.4327178,0.41066957
1491,-3.1831057,15.587397
2703,-2.2945035,5.116396
2222,10.078235,6.016819
1177,-3.047547,3.8219044
830,10.25839,2.0453854
714,2.3577871,-0.28670892
1707,0.32286564,11.791063
25,-3.396815,5.813654
1530,-3.303516,15.458275
1375,8.240862,17.20351
286,-3.572917,5.7972784
675,0.65419686,11.3419485
1448,2.2818286,2.9554877
1426,-3.3629818,3.7481704
2066,1.3498511,1.9929589
2692,-3.8241057,6.4811044
731,2.1074953,-0.07854427
373,-2.1376896,4.0910926
2309,-1.1973891,-1.7867398
1440,11.484579,5.1079082
2912,-3.8777812,6.5646863
1289,11.460356,5.0664706
2054,8.457278,-1.4118344
1379,-3.0448523,3.8379426
1592,10.04504,5.8778095
3086,10.205187,2.1415935
1567,0.8843044,12.335356
235,8.328978,-2.5994341
555,2.2330532,-0.050635256
384,-2.8349235,3.7742772
1665,10.154901,6.098305
2214,-4.8621697,5.0532355
626,8.313743,-2.5289464
723,2.3933249,2.922093
844,8.729507,-2.746734
1515,10.568648,1.8206217
447,-2.9024754,3.451024
1134,0.6338865,12.059371
1569,8.103757,17.95074
171,-1.1623394,-1.7738003
1485,2.3998044,2.954489
1167,10.083847,5.3196654
939,7.6673336,17.548008
1152,8.103718,-1.0972776
184,-3.9863322,4.7621827
878,4.613384,0.21628456
1968,-3.782046,6.487833
701,8.394188,-0.998545
1493,-1.9753345,-0.94352275
484,-3.8831124,6.3679686
2201,-0.89647824,-1.1022315
199,-2.123268,-1.1073989
2237,8.800935,-1.8372699
1881,8.679773,-2.6192014
1203,2.4162838,2.9335437
1963,-2.1923373,5.0765915
3248,8.342322,17.39581
1692,10.6699705,1.6641704
1475,2.4800074,2.5733967
2091,10.06406,5.1525187
518,-2.9309816,3.6845171
917,10.116433,5.151792
2317,8.35808,17.871174
771,10.19356,5.1128
1319,2.4160993,2.7304726
1276,11.147974,5.1005363
1442,1.3257565,2.013241
1081,-0.81290054,-0.21371864
1446,-3.3554866,15.306988
1546,-3.1810768,15.537411
702,3.8204367,0.93671477
2421,-1.2560459,-1.711412
1745,-1.5841901,-1.1399564
1016,8.54882,16.925049
1816,8.098986,18.04803
1509,-3.2700047,15.018944
1635,-3.3385725,15.60826
329,-2.5212066,6.0795646
553,11.1341715,5.0768247
778,-3.1496358,14.864334
3108,8.461265,-1.3737037
920,0.34393278,11.6414585
1362,0.6700885,12.033154
312,-3.7925358,6.396942
1906,10.03315,5.8466115
620,4.5251675,0.12081599
3228,10.067886,5.991768
1887,8.474262,-1.3916173
2132,-1.523223,-1.3075153
246,8.552246,16.895369
1835,8.37812,17.395893
1181,10.681394,4.9614487
841,2.6320183,2.4732258
3209,0.63283056,12.331583
1388,-2.8712256,15.180271
897,7.8829637,17.587997
1990,-3.076229,5.5040503
1866,-1.2920532,-1.7852616
816,-0.9764033,-0.20300844
1453,-2.3844707,4.7777495
2961,-3.8233848,6.5417614
1250,8.445228,-1.0806158
1941,8.161967,17.949749
1497,8.083654,18.013893
1972,-0.9610174,-1.2478026
2125,-1.2894522,-1.8036062
782,8.112832,17.128386
2167,-0.9432503,-1.2617744
1065,10.14551,2.1364837
176,-3.6869204,4.97682
1631,-3.5999732,4.982828
215,2.1363795,-0.063261464
1436,2.580615,2.510043
992,4.668934,0.36779407
1431,1.0975089,2.2547646
172,-2.982219,15.4430065
1280,8.085046,17.187365
1180,3.8627625,0.8703624
82,-0.84494394,-0.19235364
2873,-5.0273633,5.1151896
1590,8.259512,17.367746
736,4.4384103,0.1157613
1308,2.5108905,2.6405027
845,11.110093,5.1107745
514,-2.1677558,4.0745883
292,-4.7344475,4.8501897
342,1.0179132,12.060355
1702,8.374639,17.8681
989,8.3960285,-0.9813148
2325,-1.1550907,-1.6568037
831,8.268342,-1.8271254
345,-3.4368978,3.7431452
371,-4.020036,6.206667
2777,-4.8637066,4.9669037
955,2.2981865,0.29478407
483,-2.790815,3.473047
1830,-3.183757,15.521776
187,3.4768672,1.0575335
1010,2.3542798,-0.30921438
1115,0.65183824,12.05551
124,-4.6711893,4.864782
2367,-2.0422168,-1.6699411
888,10.156673,2.2405305
2866,-3.2229228,15.596271
2411,-0.98780334,-1.2328153
1953,-4.5409393,5.861544
2014,-4.9882903,5.0863495
114,-1.1089311,-1.6571621
1909,8.356886,17.76938
2062,-2.0791771,-1.5727857
2819,-2.2903204,5.8225036
1428,2.1637428,0.46873066
581,1.3940532,1.9679382
1064,2.4219022,2.9048185
2351,-1.8030146,-0.86240673
1955,-4.8228407,5.772588
2131,-1.2541227,-1.861475
1834,-2.10041,-1.0507115
306,-2.2663789,5.617502
1230,2.3592553,-0.26311398
81,11.133214,5.1358533
455,-3.0899036,5.617178
3279,-3.2007093,15.545512
1720,8.775068,-2.5614944
1256,11.546549,5.1897774
2289,-1.5351299,-1.2682364
1756,-0.87804824,-1.0378443
1409,2.38881,-0.27887917
197,8.813181,-1.3615451
497,-2.9828749,3.550842
527,-4.0727234,4.0185575
249,11.184687,5.101095
264,3.4503047,0.48429638
1712,-3.6306655,4.9602747
924,8.165245,-2.541774
1109,3.452168,0.414164
2804,-4.1452265,4.804599
367,-4.016173,4.108275
2479,8.746772,-1.5332177
1149,8.501775,-1.0316998
426,-2.8772938,3.652604
1169,10.387059,1.9724499
1496,-3.2488103,15.010934
3155,-3.48081,15.584971
2162,-1.5147706,-1.1776394
1967,-4.075656,4.7968802
2879,-2.357223,5.881881
1400,0.6340133,11.344523
1215,4.691222,0.3104536
957,10.998323,5.0433984
2813,-5.1141405,5.3527117
1895,11.053174,5.754277
1524,8.262333,-1.7885206
1920,-3.1269538,15.505708
598,8.5061035,16.934479
389,0.6860057,11.333055
469,-3.5205305,3.7785358
3095,8.607466,-1.8984293
297,-2.9780283,3.5691655
1598,0.47943425,12.310755
1919,10.599428,1.7557212
2455,-2.3648293,5.150763
1235,7.7383614,17.531227
1722,10.354868,1.9620473
1210,-3.132099,14.944445
811,-3.7158604,3.6020238
119,-3.0997653,5.5553207
3288,8.164874,17.970118
3104,10.04892,6.212806
2954,-2.1434226,4.9445853
1499,11.21899,5.665365
1878,10.077694,5.8853755
1956,-5.1208396,5.358171
1124,2.5263658,2.6082747
1354,0.45710814,11.5493965
283,-4.5481424,4.652282
337,-4.20778,3.9926724
2899,8.71592,-2.6087294
1922,11.090608,5.838979
1262,7.7569356,17.557547
996,-3.0451965,15.068947
2057,-5.086322,5.25368
1288,2.3201969,3.002083
413,-3.7987766,3.7205324
2070,10.775778,4.9807243
1986,-3.3224726,5.880526
1029,-1.7134866,-0.15060732
789,1.0282501,2.2553005
1642,8.842844,-1.599742
2711,-2.4195244,5.2133203
1811,0.34776142,12.309855
